age	region	kids04	kids59	compositeHourlyWages	education	working	familyIncome
3535	37	Quebec	Yes	Yes	9.75	10	TRUE	22934
3536	54	Ontario	No	No	14.6	11	TRUE	50530
3537	64	Ontario	No	No	10	11	TRUE	13210
3538	42	Ontario	No	No	0	12	FALSE	30778
3539	29	Atlantic	No	No	4.22	12	TRUE	32280
3541	36	Quebec	No	No	23.03	11	TRUE	36098
3542	29	Atlantic	Yes	No	7.19	14	TRUE	24913
3544	36	Quebec	No	Yes	15.5	13	TRUE	9433
3545	26	Ontario	Yes	No	0	18	FALSE	11576
3547	33	Prairies	No	Yes	7	12	TRUE	41339
3549	56	Atlantic	No	No	17.69	14	TRUE	61597
3550	48	Ontario	No	No	6.99	13	TRUE	53608
3551	57	BC	No	No	0	15	FALSE	31887
3552	64	Prairies	No	No	0	3	FALSE	64960
3553	26	Ontario	No	Yes	0	10	FALSE	18161
3554	36	Ontario	No	Yes	13.04	18	TRUE	49750
3555	39	Ontario	No	Yes	14.33	11	TRUE	7799
3556	26	BC	Yes	No	8	12.5	TRUE	34943
3557	55	Ontario	No	No	14.85	8	TRUE	1687
3559	31	Atlantic	No	No	22.23	18	TRUE	23951
3560	55	BC	No	No	6	8	TRUE	5930
3561	38	Ontario	Yes	No	14.44	17.2	TRUE	49684
3562	39	Quebec	Yes	No	20.09	15.8	TRUE	29811
3563	50	BC	No	No	12.64	15	TRUE	51107
3564	39	Atlantic	Yes	No	14.15	13	TRUE	3707
3565	54	Prairies	No	No	0	4	FALSE	15857
3566	28	BC	No	No	17	13.5	TRUE	29804
3567	41	BC	No	No	0	12	FALSE	22394
3568	29	Quebec	Yes	No	11.94	18.3	TRUE	18977
3569	35	Atlantic	No	No	11.83	10.9	TRUE	24028
3570	53	Ontario	No	No	0	12	FALSE	1043
3571	34	Ontario	No	Yes	12.64	10	TRUE	23598
3572	50	Atlantic	No	No	7.29	12.5	TRUE	7366
3573	28	Quebec	Yes	No	0	12	FALSE	18653
3574	36	Quebec	No	No	13.08	8	TRUE	14664
3575	49	Ontario	Yes	No	10	12	TRUE	94344
3576	45	Prairies	No	No	6	12.5	TRUE	34918
3577	41	Quebec	No	Yes	12.48	12.5	TRUE	42927
3578	51	Quebec	No	No	15.7	9	TRUE	26621
3579	43	Prairies	No	No	14.89	13	TRUE	36936
3580	48	Ontario	No	No	0	10	FALSE	38281
3581	48	Prairies	No	No	0	11	FALSE	32544
3582	39	Quebec	No	Yes	0	12	FALSE	40734
3583	39	Ontario	No	No	15	13.5	TRUE	10530
3584	53	Prairies	No	No	0	13	FALSE	9769
3585	44	Atlantic	No	Yes	0	17.5	FALSE	44059
3587	25	Atlantic	No	No	8.89	12	TRUE	15687
3588	35	Quebec	No	Yes	8	9	TRUE	34694
3589	61	Quebec	No	No	0	7	FALSE	5148
3590	48	Ontario	No	No	26.18	20	TRUE	43107
3591	32	Ontario	No	No	11.76	17.6	TRUE	19748
3592	36	Atlantic	Yes	Yes	0	13	FALSE	36444
3593	52	Ontario	No	No	0	11	FALSE	45160
3594	29	Prairies	No	No	17.45	15	TRUE	24518
3595	65	Ontario	No	No	0	14	FALSE	13338
3596	62	Prairies	No	No	10.57	11.7	TRUE	22000
3597	31	Quebec	No	Yes	13.38	14.8	TRUE	39878
3598	45	Ontario	No	No	0	11	FALSE	19388
3599	29	Prairies	Yes	No	0	12	FALSE	34353
3600	41	Ontario	No	No	0	12	FALSE	48439
3601	38	Ontario	No	Yes	8	15	TRUE	24773
3602	29	Prairies	Yes	Yes	0	12	FALSE	29550
3603	55	Ontario	No	No	0	9	FALSE	35376
3604	50	Atlantic	No	No	23	14	TRUE	43076
3605	33	Atlantic	Yes	No	8.38	11	TRUE	19929
3606	39	Ontario	Yes	No	23.33	12	TRUE	39791
3607	30	BC	No	No	11.63	13.3	TRUE	16316
3608	52	Quebec	No	No	6.5	7	TRUE	0
3609	34	Ontario	Yes	Yes	0	13	FALSE	20721
3610	29	BC	Yes	No	15	18	TRUE	66917
3611	41	BC	No	No	0	11	FALSE	46094
3612	46	Ontario	No	No	0	12	FALSE	47375
3613	48	Ontario	No	No	12.8	12.1	TRUE	110758
3614	62	Ontario	No	No	0	15.2	FALSE	32276
3615	34	Atlantic	No	Yes	8	12	TRUE	51579
3616	42	BC	No	No	0	10	FALSE	13034
3617	39	Prairies	No	No	0	16	FALSE	44369
3618	31	Prairies	Yes	Yes	0	12	FALSE	16199
3620	35	Ontario	No	Yes	0	10.2	FALSE	32471
3621	39	Ontario	No	No	13.31	12	TRUE	31096
3622	63	Quebec	No	No	0	9	FALSE	83946
3623	30	Prairies	Yes	No	21.94	16.5	TRUE	47400
3624	48	Atlantic	No	No	0	6	FALSE	23834
3625	40	Prairies	Yes	Yes	25.12	17	TRUE	50139
3628	57	Quebec	No	No	0	6	FALSE	40965
3629	32	Prairies	No	Yes	6.88	14.2	TRUE	30902
3630	43	Ontario	No	No	31	16	TRUE	66071
3631	48	Ontario	No	No	0	12.5	FALSE	34377
3632	37	Atlantic	No	No	3.58	9	TRUE	32874
3633	29	Ontario	No	Yes	0	16	FALSE	41934
3634	49	Ontario	No	No	17.4	13.6	TRUE	49334
3635	36	Atlantic	Yes	Yes	0	16	FALSE	36190
3636	34	BC	Yes	Yes	25.77	12.5	TRUE	36667
3637	37	Ontario	No	No	0	16	FALSE	44083
3638	65	Quebec	No	No	0	7	FALSE	16002
3640	37	Quebec	Yes	Yes	20.17	17	TRUE	27036
3641	38	BC	No	No	10.72	12.5	TRUE	31200
3642	55	Ontario	No	No	6.76	11	TRUE	56303
3643	50	Quebec	No	No	13.52	10	TRUE	18475
3644	25	Quebec	Yes	No	0	17	FALSE	24312
3645	62	Quebec	No	No	0	4	FALSE	39954
3646	38	Ontario	No	No	32.64	15	TRUE	44905
3647	40	Prairies	No	Yes	14.41	13.6	TRUE	33037
3648	38	Prairies	No	Yes	6.25	12	TRUE	15116
3649	63	Quebec	No	No	10.9	11	TRUE	11108
3650	43	Quebec	No	No	8.88	12	TRUE	63012
3651	26	Prairies	No	No	0	17.1	FALSE	7665
3652	52	Quebec	No	No	0	9	FALSE	45852
3653	29	Ontario	Yes	No	0	19	FALSE	36336
3654	51	Atlantic	No	No	0	11.5	FALSE	29633
3655	44	Quebec	No	No	6.67	8	TRUE	30707
3656	32	Ontario	Yes	Yes	19.76	14	TRUE	38226
3657	42	Ontario	No	No	6.85	10	TRUE	52151
3658	45	Ontario	No	No	19.2	16	TRUE	59294
3659	54	Prairies	No	No	10.04	14	TRUE	20133
3660	46	Quebec	No	No	15	12.5	TRUE	34225
3661	38	BC	No	No	25	14	TRUE	34882
3662	44	Quebec	No	No	0	12	FALSE	42437
3664	45	Quebec	No	No	0	6	FALSE	25817
3665	33	Ontario	Yes	Yes	0	10	FALSE	33338
3666	37	Atlantic	No	No	12.79	13	TRUE	67214
3667	58	Prairies	No	No	10.9	7	TRUE	57315
3669	48	Prairies	No	Yes	0	20	FALSE	60257
3670	36	Prairies	Yes	No	28.8	15	TRUE	42194
3671	37	Ontario	No	Yes	8	13.5	TRUE	30912
3673	34	Prairies	No	No	17.4	8	TRUE	19685
3674	35	Prairies	Yes	Yes	0	11.5	FALSE	22551
3675	48	Atlantic	No	No	0	11	FALSE	27107
3676	43	Ontario	No	No	0	9	FALSE	39011
3677	59	Quebec	No	No	8.9	11	TRUE	25024
3679	29	Ontario	Yes	Yes	0	16.6	FALSE	45945
3680	61	Quebec	No	No	10.3	9	TRUE	12660
3681	28	Atlantic	Yes	No	10	16	TRUE	18197
3682	45	Ontario	No	No	6.75	15	TRUE	49299
3683	44	Prairies	No	No	0	14	FALSE	31906
3684	62	Atlantic	No	No	0	8	FALSE	20661
3685	59	Atlantic	No	No	0	8	FALSE	23724
3686	30	Prairies	Yes	No	11.24	13.5	TRUE	32695
3687	25	Quebec	Yes	No	7	11	TRUE	20191
3689	46	Atlantic	No	No	9.22	12	TRUE	33098
3690	26	Quebec	No	No	7.25	14	TRUE	13484
3691	56	Prairies	No	No	0	11.5	FALSE	398
3692	40	Ontario	No	No	27.56	14	TRUE	39420
3693	38	Quebec	No	No	10	12.7	TRUE	58674
3694	33	Quebec	Yes	Yes	15.26	14	TRUE	35892
3695	39	Prairies	No	No	11.98	12.1	TRUE	32575
3696	54	Quebec	No	No	0	6	FALSE	49741
3697	60	Ontario	No	No	0	11	FALSE	10974
3699	54	BC	No	No	0	14	FALSE	23097
3700	64	Prairies	No	No	0	12.5	FALSE	13891
3701	54	Quebec	No	No	42.72	16	TRUE	18287
3702	38	Atlantic	No	No	0	13	FALSE	8843
3704	43	BC	No	No	25.57	16	TRUE	49018
3706	32	Ontario	Yes	No	15.84	14	TRUE	85945
3708	55	Prairies	No	No	10.22	12	TRUE	20904
3709	35	Ontario	No	Yes	10.09	12.1	TRUE	20460
3710	35	Quebec	No	No	0	15	FALSE	40160
3711	53	Ontario	No	No	14.15	11.5	TRUE	17262
3712	55	Atlantic	No	No	0	10	FALSE	24266
3713	58	Ontario	No	No	0	14	FALSE	47784
3714	36	Prairies	No	No	6.91	12	TRUE	35283
3716	52	Quebec	No	No	0	10	FALSE	10932
3717	38	Ontario	No	No	24	17	TRUE	51591
3718	48	BC	No	No	7	10	TRUE	62439
3719	38	BC	Yes	No	0	16	FALSE	26242
3720	46	Atlantic	No	No	0	12	FALSE	25866
3721	45	Quebec	No	No	0	11	FALSE	26744
3722	59	Ontario	No	No	0	15	FALSE	114
3723	34	BC	Yes	Yes	19.95	15	TRUE	40980
3724	56	Quebec	No	No	0	8	FALSE	25981
3725	35	Atlantic	No	Yes	0	12.5	FALSE	5847
3726	31	Ontario	Yes	Yes	10.63	12	TRUE	31583
3727	26	Quebec	Yes	No	9.33	14.3	TRUE	20491
3728	57	Quebec	No	Yes	0	7	FALSE	71118
3729	42	Atlantic	No	No	11.93	12	TRUE	29342
3730	52	Atlantic	No	No	11.61	8	TRUE	31370
3731	40	Atlantic	No	No	0	18.5	FALSE	45544
3732	61	Atlantic	No	No	0	8	FALSE	22265
3733	21	Atlantic	Yes	No	6.64	12	TRUE	10803
3735	39	Ontario	No	No	0	12	FALSE	0
3736	45	Quebec	No	No	8.47	10	TRUE	26840
3737	32	Ontario	No	Yes	16.26	14.4	TRUE	34431
3738	61	Ontario	No	No	0	5	FALSE	24919
3739	47	BC	No	No	0	12	FALSE	38019
3740	29	Ontario	Yes	No	10	14	TRUE	22469
3741	38	Prairies	No	No	9.86	10	TRUE	40029
3742	55	Ontario	No	No	0	3	FALSE	36837
3743	30	Ontario	Yes	Yes	0	12	FALSE	22685
3744	47	Prairies	No	No	13.56	12.5	TRUE	14635
3745	42	Atlantic	No	No	0	12	FALSE	31455
3746	34	BC	Yes	Yes	22.99	15	TRUE	101319
3747	52	Quebec	No	No	12.37	11.5	TRUE	32980
3748	38	Atlantic	No	No	14.14	15	TRUE	7893
3749	32	Atlantic	No	Yes	5.15	12	TRUE	6479
3750	48	Prairies	No	No	0	12.5	FALSE	27511
3751	33	Quebec	Yes	No	14.01	14	TRUE	16396
3752	31	Ontario	Yes	No	7	16.3	TRUE	21061
3753	33	BC	No	No	6.39	12.5	TRUE	34277
3754	45	Atlantic	No	No	5.06	12	TRUE	20938
3755	26	Ontario	Yes	Yes	0	9.5	FALSE	34930
3756	63	Atlantic	No	No	10.05	15	TRUE	22228
3757	63	Atlantic	No	No	0	8	FALSE	19092
3758	29	Ontario	No	No	10.28	13.5	TRUE	27820
3759	51	BC	No	No	0	12	FALSE	33201
3760	41	Atlantic	No	Yes	0	13.2	FALSE	20932
3761	57	Ontario	No	No	9.12	12	TRUE	26672
3763	54	BC	No	No	0	10	FALSE	41874
3764	57	Ontario	No	No	10.26	10	TRUE	13399
3765	51	Quebec	No	No	28.77	15	TRUE	20113
3766	41	Ontario	No	No	17.6	13.2	TRUE	32510
3767	31	Atlantic	Yes	No	18.04	16	TRUE	35338
3768	49	Ontario	No	No	35.84	20	TRUE	35910
3769	32	Prairies	Yes	No	28.8	10.5	TRUE	14394
3770	61	Atlantic	No	No	0	7	FALSE	16834
3771	43	Atlantic	No	No	6	10	TRUE	41866
3772	27	Quebec	Yes	No	0	13	FALSE	38209
3773	42	BC	No	No	8.23	12	TRUE	32274
3774	62	Ontario	No	No	0	10	FALSE	36554
3775	29	Atlantic	Yes	No	6.95	11.5	TRUE	18214
3776	39	Atlantic	No	No	10.76	16	TRUE	43090
3777	57	Atlantic	No	No	6.5	0	TRUE	21675
3778	23	BC	No	No	16.5	12.1	TRUE	40135
3779	43	Ontario	No	Yes	37.6	16	TRUE	34260
3780	44	Ontario	No	No	0	10	FALSE	51236
3781	33	Ontario	No	Yes	0	11	FALSE	27260
3782	37	Atlantic	No	Yes	0	9	FALSE	26918
3783	49	Quebec	No	No	14.34	12.5	TRUE	47866
3784	47	Prairies	No	No	9	12	TRUE	20348
3785	44	Prairies	No	No	18.06	18.1	TRUE	66548
3786	20	Ontario	Yes	No	0	9	FALSE	19357
3787	28	Prairies	Yes	No	0	12	FALSE	33282
3789	51	Ontario	No	No	10.24	12	TRUE	42547
3791	36	BC	No	Yes	0	12	FALSE	32295
3792	39	Prairies	No	No	0	13	FALSE	25630
3793	26	Atlantic	Yes	No	3.84	10	TRUE	14902
3794	28	Ontario	Yes	Yes	0	15	FALSE	23144
3796	49	Atlantic	No	No	0	8	FALSE	18156
3797	58	Prairies	No	No	14.63	8	TRUE	11047
3798	42	Prairies	No	No	8.63	11	TRUE	34920
3799	55	Prairies	No	No	10	14	TRUE	58970
3800	57	Quebec	No	No	0	17	FALSE	35187
3801	39	Ontario	No	Yes	10.61	12	TRUE	27405
3802	45	Ontario	No	No	15.66	17	TRUE	45497
3804	30	BC	Yes	No	0	12.5	FALSE	27900
3805	32	Prairies	Yes	No	36.38	16.8	TRUE	47990
3806	64	Ontario	No	No	12.8	11	TRUE	33766
3808	62	Ontario	No	No	0	10	FALSE	42299
3810	34	Atlantic	No	No	6.46	10	TRUE	33125
3811	30	Atlantic	Yes	No	19.2	14.5	TRUE	29868
3812	25	Prairies	No	No	7.54	12.8	TRUE	35847
3813	32	Quebec	Yes	No	23.04	17	TRUE	17731
3814	53	Prairies	No	No	0	11	FALSE	24196
3815	44	Quebec	No	No	10	17	TRUE	40848
3816	56	Quebec	No	No	0	20	FALSE	38677
3817	53	Quebec	Yes	No	0	8	FALSE	36414
3818	38	Prairies	No	No	23.99	18	TRUE	42959
3820	44	BC	No	No	12.78	8.5	TRUE	31071
3821	54	Atlantic	No	No	7.5	8.5	TRUE	9296
3822	36	Quebec	No	No	26	15.5	TRUE	25128
3823	41	Atlantic	No	Yes	0	12	FALSE	19082
3824	38	Prairies	No	No	6.32	12.5	TRUE	18354
3825	25	Prairies	No	No	9.4	13.5	TRUE	18905
3826	46	Quebec	No	No	0	9	FALSE	29747
3827	64	Prairies	No	No	0	11	FALSE	14864
3828	58	Ontario	No	No	0	11	FALSE	0
3829	42	Atlantic	No	No	8	10	TRUE	18063
3830	28	Atlantic	Yes	No	13.94	15	TRUE	22432
3831	39	Quebec	No	Yes	8	14	TRUE	24540
3832	26	Prairies	No	No	18	14	TRUE	11291
3833	36	Prairies	Yes	No	0	13	FALSE	29178
3835	41	Atlantic	No	No	22.63	15	TRUE	33380
3836	40	Ontario	Yes	No	10.78	12.5	TRUE	40410
3837	34	Prairies	Yes	Yes	21.55	14	TRUE	3354
3838	29	Quebec	Yes	No	20	13	TRUE	19722
3839	34	Ontario	No	Yes	7.68	12	TRUE	33750
3840	47	BC	No	No	11.06	12.8	TRUE	26831
3841	37	Atlantic	No	Yes	19.68	16	TRUE	33845
3842	36	Ontario	No	No	0	8	FALSE	31587
3843	47	BC	No	No	18.98	17	TRUE	48639
3844	34	BC	Yes	No	29.06	18	TRUE	47987
3845	26	Prairies	No	No	13.46	16	TRUE	32577
3846	61	Ontario	No	No	0	10	FALSE	79034
3847	46	BC	No	No	15.36	11	TRUE	43025
3848	58	Prairies	No	No	13.62	8	TRUE	22870
3850	32	Ontario	Yes	No	22.77	18	TRUE	23106
3851	57	Ontario	No	No	0	8.5	FALSE	46023
3852	45	Prairies	No	No	28.8	12.5	TRUE	94425
3854	61	Quebec	No	No	0	15	FALSE	33828
3855	37	Quebec	No	No	12.49	11	TRUE	21410
3856	39	Ontario	No	No	23.04	14.8	TRUE	9592
3857	40	Atlantic	No	No	0	12	FALSE	34417
3858	47	Atlantic	No	No	10.29	13.5	TRUE	31173
3859	35	Atlantic	Yes	No	0	20	FALSE	74417
3860	64	Prairies	No	No	6.35	10	TRUE	20926
3861	41	Quebec	No	No	16.84	14	TRUE	25451
3862	44	Atlantic	No	No	0	8	FALSE	39022
3863	35	Ontario	Yes	Yes	8.64	12.5	TRUE	43441
3864	51	Quebec	No	No	0	10	FALSE	10721
3865	29	Atlantic	No	No	16.11	12.6	TRUE	66361
3866	30	Quebec	Yes	No	0	20	FALSE	34879
3867	40	Quebec	No	Yes	9	4	TRUE	35654
3868	62	Quebec	No	No	0	7	FALSE	49816
3869	47	Prairies	No	No	12.56	13	TRUE	38034
3870	25	Prairies	No	Yes	14.4	12	TRUE	24397
3871	33	Prairies	No	No	17.28	12	TRUE	35793
3872	65	Quebec	No	No	0	5	FALSE	18343
3873	32	Prairies	No	Yes	5	13	TRUE	41824
3874	31	Atlantic	Yes	Yes	13.79	12	TRUE	27503
3875	31	Ontario	Yes	No	0	17	FALSE	13599
3876	29	Ontario	Yes	No	20.67	19	TRUE	33392
3878	34	Atlantic	Yes	Yes	8.75	12.5	TRUE	17756
3879	53	Quebec	No	No	7	3	TRUE	4556
3882	45	Prairies	No	No	0	12	FALSE	67287
3883	59	Ontario	No	No	0	8	FALSE	25778
3884	58	Ontario	No	No	23.62	18	TRUE	43705
3885	52	Quebec	No	No	0	9	FALSE	42796
3886	55	Atlantic	Yes	Yes	0	10	FALSE	40561
3887	22	Prairies	Yes	No	0	11	FALSE	22873
3888	30	Prairies	No	No	11.2	12.5	TRUE	31154
3889	48	Atlantic	No	No	11.98	12.2	TRUE	48868
3890	26	Ontario	No	No	7	13.5	TRUE	19774
3891	24	Prairies	Yes	Yes	0	12	FALSE	0
3892	24	Prairies	No	No	10.79	17	TRUE	31030
3893	47	Ontario	No	No	0	18	FALSE	19939
3894	54	Atlantic	No	No	0	9	FALSE	66230
3895	30	Ontario	Yes	Yes	3.23	12	TRUE	32236
3896	41	Atlantic	No	Yes	25.26	16	TRUE	55995
3897	48	Atlantic	No	No	6.4	12	TRUE	49539
3898	36	Prairies	No	No	0	16	FALSE	61522
3899	35	Quebec	Yes	Yes	0	7	FALSE	24906
3900	51	BC	No	No	19.2	16	TRUE	20702
3901	38	Ontario	No	Yes	16	15.4	TRUE	47305
3902	40	BC	No	No	11.18	13	TRUE	41725
3903	39	Prairies	No	No	11.5	11.5	TRUE	29435
3904	30	Prairies	Yes	No	19.46	14	TRUE	25158
3905	49	Ontario	No	No	0	10	FALSE	33712
3906	57	Atlantic	No	No	0	12	FALSE	38395
3907	27	Atlantic	Yes	No	5.25	16.5	TRUE	39415
3908	40	Prairies	No	Yes	0	13	FALSE	37896
3909	37	Prairies	No	No	5.77	12	TRUE	17261
3910	32	Atlantic	No	No	0	5.5	FALSE	11887
3911	36	Ontario	Yes	Yes	0	18	FALSE	46555
3912	34	Quebec	No	Yes	0	10.5	FALSE	26316
3913	25	Ontario	No	No	12.35	13	TRUE	3149
3914	45	Ontario	No	No	0	18	FALSE	47243
3915	28	Prairies	Yes	No	0	14	FALSE	7443
3916	65	Quebec	No	No	0	6	FALSE	19110
3917	43	Quebec	No	No	0	11	FALSE	19896
3918	38	Quebec	Yes	Yes	19.2	14	TRUE	35618
3920	46	Atlantic	No	No	7	12	TRUE	42870
3921	42	Prairies	No	No	8	12	TRUE	30206
3922	51	Atlantic	No	No	0	11	FALSE	40805
3923	63	Prairies	No	No	0	8	FALSE	13599
3924	45	Ontario	No	No	0	12	FALSE	22926
3926	48	Atlantic	No	No	0	9	FALSE	44470
3927	37	Prairies	No	No	7.66	7	TRUE	23543
3928	40	Prairies	Yes	Yes	23.61	16	TRUE	146536
3930	54	Quebec	No	No	0	11.2	FALSE	41000
3931	46	Quebec	No	No	15.36	15	TRUE	32857
3932	40	Atlantic	No	Yes	10	10	TRUE	25002
3933	42	Ontario	No	No	11.1	12	TRUE	13535
3934	46	Ontario	No	No	9.9	14.5	TRUE	58715
3935	35	Prairies	Yes	No	0	12	FALSE	11218
3936	40	Ontario	Yes	Yes	12.96	12	TRUE	43801
3937	51	Quebec	No	No	6	7	TRUE	25435
3938	60	Atlantic	No	No	0	12.5	FALSE	14390
3939	31	Atlantic	Yes	No	0	12.5	FALSE	10979
3940	36	Atlantic	Yes	No	20	18	TRUE	25048
3941	45	Ontario	No	No	12.62	12	TRUE	66407
3942	35	Ontario	No	Yes	0	14	FALSE	46431
3943	34	Ontario	Yes	Yes	0	12	FALSE	38766
3944	44	Quebec	No	No	0	12.5	FALSE	17026
3945	47	Prairies	No	No	10.75	12	TRUE	53282
3947	36	Prairies	No	No	17.76	12.6	TRUE	29103
3948	45	Atlantic	No	No	13.44	10	TRUE	31588
3949	54	Ontario	No	No	12.17	15	TRUE	15247
3951	29	Ontario	Yes	No	17.63	14	TRUE	23888
3952	31	Quebec	Yes	Yes	14	14	TRUE	28691
3953	42	Ontario	No	No	26.11	16.8	TRUE	33246
3954	31	Ontario	Yes	Yes	14.5	16	TRUE	33494
3955	57	BC	No	No	0	12	FALSE	17105
3956	58	Atlantic	No	No	0	12	FALSE	398
3957	42	Atlantic	No	No	0	13	FALSE	29316
3958	35	Atlantic	No	No	6.58	10	TRUE	22242
3959	36	Prairies	Yes	Yes	7.96	12	TRUE	41984
3960	23	Atlantic	Yes	No	0	12	FALSE	15226
3961	54	Atlantic	No	No	9.6	9	TRUE	20469
3962	43	Quebec	No	No	0	14	FALSE	37250
3963	38	Prairies	No	Yes	0	15	FALSE	21154
3964	50	Atlantic	No	No	13.29	9	TRUE	13054
3965	36	Prairies	No	No	8	12.1	TRUE	25081
3966	61	Atlantic	No	No	0	12	FALSE	30951
3968	48	Atlantic	No	No	0	9	FALSE	25165
3969	30	Ontario	Yes	No	9.85	12	TRUE	22104
3971	53	Ontario	No	No	10	14	TRUE	39393
3972	48	Atlantic	No	No	12.94	13.3	TRUE	38927
3973	45	Prairies	No	No	17.15	8	TRUE	28058
3974	65	Prairies	No	No	7	8	TRUE	27898
3975	44	Ontario	No	No	22.56	17.6	TRUE	47264
3976	43	BC	No	Yes	6.5	12.5	TRUE	36556
3977	38	Atlantic	No	No	6	14	TRUE	16973
3978	30	Prairies	No	Yes	9.6	11.5	TRUE	25990
3979	57	Quebec	No	No	0	9	FALSE	18379
3980	33	Ontario	Yes	Yes	7.4	20	TRUE	24840
3981	61	Quebec	No	No	16	9	TRUE	18518
3982	39	Ontario	No	Yes	19.2	12	TRUE	37938
3983	61	Atlantic	No	No	0	7	FALSE	27105
3984	30	Prairies	No	Yes	16.32	15	TRUE	6171
3985	34	Prairies	No	No	12.82	12.5	TRUE	6340
3986	42	Prairies	No	No	7.5	13	TRUE	0
3987	36	Quebec	No	No	7	9.2	TRUE	31368
3988	56	Atlantic	No	No	0	6	FALSE	26162
3989	45	Atlantic	No	No	0	15.2	FALSE	32648
3990	41	Ontario	No	No	7.61	11	TRUE	41045
3991	60	Atlantic	No	No	0	15	FALSE	38204
3993	43	Ontario	No	Yes	13.62	12	TRUE	38060
3994	40	Ontario	Yes	No	0	10	FALSE	30300
3996	53	Prairies	No	No	13.31	12.5	TRUE	21790
3997	47	BC	No	No	13.71	16	TRUE	56772
3998	42	Atlantic	No	Yes	0	12.5	FALSE	1721
3999	44	Quebec	No	No	0	10	FALSE	46576
4000	57	Ontario	No	No	12.73	8	TRUE	19638
4001	34	Atlantic	No	No	10.5	6.3	TRUE	17755
4002	52	Quebec	No	No	7.67	12	TRUE	31030
4003	49	Ontario	No	No	0	12.5	FALSE	43431
4004	45	Atlantic	No	No	9.4	7	TRUE	21779
4005	42	Prairies	No	No	0	11	FALSE	54046
4006	35	Prairies	No	No	0	11	FALSE	28251
4007	47	Quebec	No	No	0	15	FALSE	66136
4008	61	Prairies	No	No	0	17	FALSE	57283
4009	48	Ontario	No	No	0	12	FALSE	51670
4010	39	Prairies	No	Yes	22	14.5	TRUE	33545
4011	45	Atlantic	No	No	9.25	12	TRUE	25314
4012	56	BC	No	No	0	12	FALSE	57074
4013	31	Ontario	Yes	No	20.58	19	TRUE	33167
4014	44	Quebec	No	No	0	10	FALSE	43323
4015	23	Atlantic	Yes	No	7.75	11	TRUE	14459
4016	45	Quebec	No	Yes	0	6	FALSE	25865
4017	30	Ontario	Yes	No	12.57	15.5	TRUE	40694
4018	53	Prairies	No	No	0	2.5	FALSE	19576
4019	34	Prairies	Yes	No	21.4	14.5	TRUE	20767
4020	64	Prairies	No	No	16.9	12	TRUE	47671
4021	53	Ontario	No	No	15.87	12	TRUE	19781
4023	54	Prairies	No	No	0	14	FALSE	11818
4024	36	Atlantic	No	No	5.8	13	TRUE	19490
4025	54	Prairies	No	No	15.52	14	TRUE	772
4026	46	Ontario	No	No	29.28	16.5	TRUE	65833
4027	38	Ontario	Yes	No	14.4	14.1	TRUE	21830
4028	39	Ontario	No	Yes	0	13	FALSE	66324
4029	65	Quebec	No	No	0	7	FALSE	15692
4030	26	Ontario	No	No	7.77	12	TRUE	12861
4031	47	Quebec	No	No	10.2	13	TRUE	45028
4032	42	Atlantic	No	No	11	13	TRUE	43406
4033	33	Ontario	Yes	No	9.33	12	TRUE	12860
4034	45	Prairies	No	No	11	13	TRUE	46530
4035	29	Atlantic	No	No	10.95	11.5	TRUE	20866
4036	48	BC	No	No	0	12	FALSE	10143
4037	45	Atlantic	No	No	13.44	13	TRUE	47675
4038	29	Ontario	Yes	No	8.54	12	TRUE	46045
4039	50	Prairies	No	No	12.62	10.5	TRUE	3690
4040	62	Ontario	No	No	0	9	FALSE	17417
4041	25	Quebec	Yes	No	17.15	15	TRUE	34415
4042	38	BC	No	Yes	0	12	FALSE	8019
4043	34	Ontario	Yes	No	25.77	12.5	TRUE	33070
4044	41	Atlantic	No	Yes	13.79	13.1	TRUE	31962
4045	32	Ontario	Yes	No	11.6	12.5	TRUE	30489
4046	62	Ontario	No	No	0	7	FALSE	24923
4047	53	Prairies	No	No	15.49	11.5	TRUE	34862
4048	54	Prairies	No	No	8.44	12	TRUE	29188
4049	38	Prairies	No	Yes	0	12	FALSE	7196
4050	32	Ontario	Yes	No	25.2	19	TRUE	71939
4051	64	Atlantic	No	No	6	13	TRUE	41420
4052	31	Prairies	No	No	8.89	17	TRUE	35077
4053	34	Ontario	Yes	Yes	20.64	18	TRUE	31417
4054	38	Ontario	No	Yes	7.25	17	TRUE	59843
4057	54	Ontario	No	No	17.92	17	TRUE	46995
4058	34	Ontario	No	Yes	12.61	12	TRUE	25097
4059	49	Ontario	No	No	10.45	2	TRUE	43298
4060	60	Ontario	No	No	0	11	FALSE	15891
4061	23	Prairies	No	No	7.5	12.5	TRUE	15020
4062	46	Atlantic	No	No	5	13.6	TRUE	44420
4063	57	Ontario	No	No	15.91	15	TRUE	43056
4064	39	Quebec	No	Yes	6.23	10.5	TRUE	22035
4065	61	Ontario	No	No	0	15	FALSE	43837
4066	37	BC	No	Yes	11.04	14	TRUE	20052
4067	32	Ontario	Yes	Yes	36.7	16	TRUE	42358
4068	28	Ontario	No	No	14.85	13	TRUE	29091
4069	41	Atlantic	No	No	12.77	12.5	TRUE	25703
4072	62	Quebec	No	No	0	6	FALSE	11113
4073	38	Prairies	No	No	9	11	TRUE	54261
4074	57	Ontario	No	No	0	3	FALSE	37789
4075	35	Atlantic	Yes	Yes	0	12	FALSE	43390
