age	region	kids04	kids59	hoursWorked	education	familyIncome
3293	52	BC	No	No	1530	9	38968
3294	21	Prairies	No	No	2060	12	24126
3295	37	Ontario	No	No	1931	8	32277
3296	53	Atlantic	No	No	0	12.3	20640
3297	30	Atlantic	Yes	No	1955	12.5	25537
3298	43	BC	No	No	82	12	50173
3299	62	Quebec	No	No	0	11.2	16477
3301	27	Atlantic	Yes	Yes	1459	14	18503
3302	46	Quebec	No	No	0	20	37055
3303	33	Ontario	No	Yes	1251	12.5	6918
3305	40	BC	No	No	1684	10.5	48530
3306	53	Atlantic	No	No	1955	14	41911
3307	34	Prairies	No	Yes	2607	13.8	45586
3308	44	Ontario	No	No	1107	14.5	65413
3309	46	Ontario	No	No	650	10	26720
3311	60	Atlantic	No	No	1669	13	29748
3312	55	Ontario	Yes	No	2086	15	36640
3313	34	Prairies	No	No	0	0	42929
3315	28	Ontario	Yes	No	1955	17	27118
3316	44	BC	No	No	1721	13	50062
3317	50	Ontario	No	No	86	12.5	39188
3318	31	Ontario	Yes	Yes	1043	14	24832
3319	45	Atlantic	No	No	980	11	33548
3320	24	BC	Yes	No	775	16	22077
3321	32	Quebec	No	No	1803	13.1	17452
3322	42	Prairies	No	Yes	1955	12	33222
3323	47	BC	No	No	1782	12	25622
3325	31	Ontario	No	Yes	0	8	34020
3326	27	BC	Yes	No	1017	12	19604
3328	56	Prairies	No	No	0	8	7695
3329	52	Ontario	No	No	0	10	46381
3330	40	Atlantic	No	No	1825	8	11156
3331	48	Atlantic	No	No	1087	10	35150
3332	22	Ontario	No	No	506	13.5	30057
3333	57	Prairies	No	No	0	8	29764
3334	30	Ontario	Yes	Yes	0	8	34935
3335	52	Prairies	No	No	2086	11	70247
3336	31	Prairies	No	Yes	0	9	23579
3337	51	Quebec	No	No	0	8	27587
3338	38	Quebec	No	Yes	2086	12.5	20285
3340	32	BC	No	No	1738	11	22407
3341	25	Ontario	Yes	No	2086	10	17712
3343	49	Quebec	No	No	1564	11	25433
3344	31	BC	Yes	Yes	834	12.5	51583
3345	32	Atlantic	No	No	1955	13	36936
3346	37	Atlantic	No	No	1408	8	36731
3347	50	Atlantic	No	No	2086	17	23107
3348	46	Quebec	No	No	417	9	40838
3349	53	Quebec	No	No	0	9	30815
3350	62	Quebec	No	No	0	12	23878
3351	37	Ontario	No	No	2346	14	46422
3352	44	Atlantic	No	No	2086	12	35154
3353	46	Prairies	No	No	1251	12.5	69770
3354	26	Prairies	No	No	2086	17	26649
3355	41	Ontario	No	No	2086	13	57740
3356	65	Prairies	No	No	0	12	17107
3357	59	BC	No	No	0	16	12683
3358	64	Ontario	No	No	0	7	14758
3359	37	Prairies	No	No	1564	14	26935
3360	52	Quebec	No	No	1720	9	6922
3361	36	Prairies	Yes	Yes	1564	18	48583
3362	41	Atlantic	No	No	1043	14	38518
3363	39	Prairies	No	No	782	11	59728
3364	35	Atlantic	Yes	No	1251	8	30496
3365	36	Prairies	No	Yes	2346	12	53225
3366	58	Quebec	No	No	456	12	49864
3367	54	Prairies	No	No	4745	10	25739
3368	41	Ontario	No	No	1955	12	81099
3369	65	Ontario	No	No	0	16.5	25494
3370	49	Atlantic	No	No	1877	12	57140
3371	27	BC	Yes	No	968	20	36711
3372	39	Prairies	No	Yes	1893	16	47093
3373	31	Atlantic	No	No	2086	12	14831
3374	41	Prairies	No	No	0	12.5	98557
3375	25	Quebec	Yes	Yes	0	14	27136
3377	30	Atlantic	Yes	Yes	1955	14	20893
3378	51	Prairies	No	No	0	11.5	33782
3379	34	Ontario	No	Yes	782	13	71323
3380	37	BC	Yes	No	0	15	41384
3381	37	Prairies	No	No	989	15.1	15224
3382	47	Prairies	No	No	2086	12	29719
3383	31	Ontario	Yes	Yes	852	12.2	29274
3384	58	Atlantic	No	No	0	8	13448
3385	40	Ontario	No	No	1278	14.5	45004
3386	57	Atlantic	No	No	647	9	20086
3387	44	Atlantic	No	Yes	991	17.3	26838
3389	41	Ontario	No	No	0	17	9716
3390	61	Quebec	No	No	0	4	11500
3391	48	Ontario	No	No	1043	14.2	47267
3392	43	Ontario	No	No	261	20	52123
3393	50	Ontario	No	No	2190	13	17026
3395	36	BC	No	Yes	2	15.5	28973
3396	57	BC	No	No	260	12	15093
3397	35	Ontario	No	Yes	0	11	33768
3398	31	Ontario	Yes	No	1995	17	18113
3399	44	Quebec	No	No	1955	12	49531
3400	29	Prairies	No	No	1929	13	33076
3401	51	BC	No	No	1564	10	25152
3402	60	Prairies	No	No	1955	11.5	18860
3403	37	BC	No	No	255	13.1	31541
3404	46	Ontario	No	No	1382	10.5	32580
3405	37	Atlantic	No	Yes	1241	11	27196
3406	28	Quebec	Yes	Yes	1043	13	0
3407	25	Ontario	No	No	2086	15.5	31910
3408	37	Ontario	No	No	2086	14	46156
3409	27	Quebec	Yes	No	2086	14	8953
3411	33	Quebec	Yes	Yes	2086	15.3	15601
3412	51	Ontario	No	No	2086	17	2965
3413	40	BC	No	No	847	17.5	20398
3414	37	Prairies	No	Yes	2086	10	31853
3415	49	Ontario	No	No	2607	19	9790
3416	35	Ontario	Yes	Yes	0	17	50674
3417	47	Quebec	No	No	0	11	68819
3418	33	Prairies	Yes	Yes	1251	17.3	10052
3419	43	Prairies	Yes	No	2086	14.9	38053
3421	54	Atlantic	No	No	3441	8	12790
3422	34	Quebec	No	Yes	1564	10	10633
3423	36	Ontario	No	No	1295	13	34739
3424	29	Prairies	Yes	No	2086	16	26904
3425	30	Atlantic	Yes	No	1564	12.5	32056
3426	30	Atlantic	Yes	Yes	550	12.5	14797
3427	63	Quebec	No	No	0	5	8178
3428	44	Prairies	No	No	1592	9	37197
3429	41	Atlantic	No	No	2607	18	50766
3430	34	Ontario	Yes	Yes	821	15	30854
3431	48	Prairies	No	No	1841	12	4320
3432	43	Prairies	No	No	1955	12.5	40076
3433	44	BC	No	No	2086	10	40333
3434	44	Atlantic	No	No	2086	8	20390
3435	50	BC	No	No	2086	12.5	21782
3437	59	Atlantic	No	No	0	6	33788
3438	35	Atlantic	No	No	0	9.1	14251
3439	42	BC	No	Yes	1087	18.1	37906
3440	59	Prairies	No	No	1669	9.5	16846
3441	32	Prairies	No	Yes	533	10	31245
3442	56	Prairies	No	No	2086	7	953
3443	34	Quebec	No	Yes	2034	12	25382
3444	58	Quebec	No	No	0	8	38682
3445	32	Atlantic	No	Yes	2086	11	17383
3447	41	Prairies	No	No	1981	13.6	33516
3448	31	Atlantic	Yes	Yes	457	14	42465
3449	63	Atlantic	No	No	0	10	65354
3451	34	Atlantic	No	Yes	1434	11	25915
3452	41	Atlantic	No	No	469	17	32289
3453	34	BC	No	No	2086	10.1	47841
3454	31	Atlantic	No	No	2086	16	46075
3455	47	Prairies	No	No	261	13	51390
3456	36	Ontario	Yes	No	391	12.5	24683
3457	39	Ontario	Yes	No	1981	17	35995
3458	30	Atlantic	No	No	1955	17.3	36715
3459	46	Ontario	No	No	0	10.5	46111
3460	18	Prairies	Yes	No	0	10.3	25493
3461	36	Atlantic	No	No	3129	11.5	6625
3462	41	Ontario	No	No	1564	9	41013
3463	39	Prairies	No	No	1895	14	27797
3464	30	BC	No	Yes	261	15	38591
3465	33	Prairies	Yes	No	1821	18	41898
3466	36	Ontario	Yes	Yes	1851	14	2498
3467	36	Prairies	No	No	1981	11	24710
3468	47	Prairies	No	No	424	11	8038
3469	47	Atlantic	No	No	0	13	30332
3470	28	Ontario	Yes	No	0	14	22406
3471	31	Prairies	Yes	Yes	1651	12	28035
3472	43	Atlantic	No	No	0	9	73492
3473	62	Quebec	No	No	0	9	14736
3474	44	BC	No	No	2086	12.5	16998
3475	50	Atlantic	No	No	2086	16	38554
3476	41	Atlantic	No	No	3129	13	6026
3477	48	Atlantic	No	No	0	12.5	60728
3478	40	Atlantic	No	Yes	1825	13.2	21685
3479	49	Atlantic	No	No	869	6	19687
3480	49	Quebec	No	No	1564	17	43375
3481	32	Ontario	Yes	No	1825	12	31701
3482	36	Ontario	No	Yes	0	10	27182
3483	25	Ontario	No	No	53	18.3	31992
3484	45	Ontario	No	No	0	8	4545
3485	43	Atlantic	No	No	819	12	2098
3486	50	Atlantic	No	No	2607	8	38894
3487	55	Ontario	No	No	0	16	46503
3488	44	Ontario	No	No	0	12	13268
3489	49	Quebec	No	No	1043	14	32587
3490	47	Atlantic	No	No	0	12.5	56934
3491	60	Atlantic	No	No	0	11	15613
3493	44	Atlantic	No	Yes	2894	12	16325
3494	32	Prairies	Yes	Yes	1251	13	24281
3495	39	Atlantic	Yes	Yes	1825	18	25349
3496	54	Quebec	No	No	1356	18.4	44146
3497	29	Prairies	Yes	Yes	0	12.5	33230
3498	52	BC	No	No	0	11.5	38986
3499	46	Quebec	No	No	0	13	32843
3500	34	BC	No	No	917	16	89466
3501	54	Prairies	No	No	0	13	34506
3502	28	BC	No	Yes	1929	12	34458
3503	43	Atlantic	No	No	715	11	58803
3504	59	Ontario	No	No	815	15	4875
3505	57	Ontario	No	No	1043	12	13365
3506	37	Prairies	No	No	695	7.5	20288
3507	40	Ontario	Yes	No	2086	17	49970
3508	41	BC	No	No	0	10.5	29488
3509	43	Ontario	No	No	3390	14	8313
3510	50	Prairies	No	No	453	10	16640
3511	47	Ontario	No	No	0	13.5	36681
3512	31	Atlantic	No	No	1825	12	27502
3513	35	Atlantic	No	No	0	7	35315
3514	54	Quebec	No	No	0	9	10276
3515	47	Prairies	No	No	1382	19.1	35265
3516	49	Quebec	No	No	834	13	47796
3517	35	Atlantic	No	No	160	8	21118
3518	35	Quebec	Yes	Yes	1825	15	19917
3519	48	Atlantic	No	Yes	0	7	19848
3520	35	Quebec	Yes	No	0	12	12757
3521	34	Ontario	No	Yes	1955	12	24107
3522	51	Ontario	No	No	1304	6	36841
3523	31	Prairies	Yes	No	0	14	52500
3524	35	Atlantic	No	No	187	11	25313
3525	48	Prairies	No	No	1981	15	122485
3526	65	Ontario	No	No	0	10	27900
3527	52	Atlantic	No	No	0	11	25307
3528	64	Atlantic	No	No	0	12	11978
3529	51	Prairies	No	No	1564	8	27384
3530	53	Atlantic	No	No	608	12.5	40444
3531	34	Prairies	No	No	1145	9	39819
3532	64	Ontario	No	No	0	13	23335
3533	24	BC	Yes	No	1238	12	37118
3534	38	Atlantic	No	No	1621	9	13895
3535	37	Quebec	Yes	Yes	2086	10	22934
3536	54	Ontario	No	No	652	11	50530
3537	64	Ontario	No	No	2086	11	13210
3538	42	Ontario	No	No	0	12	30778
3539	29	Atlantic	No	No	1529	12	32280
3541	36	Quebec	No	No	2743	11	36098
3542	29	Atlantic	Yes	No	683	14	24913
3544	36	Quebec	No	Yes	1893	13	9433
3545	26	Ontario	Yes	No	0	18	11576
3547	33	Prairies	No	Yes	1043	12	41339
3549	56	Atlantic	No	No	1217	14	61597
3550	48	Ontario	No	No	782	13	53608
3551	57	BC	No	No	1739	15	31887
3552	64	Prairies	No	No	0	3	64960
3553	26	Ontario	No	Yes	0	10	18161
3554	36	Ontario	No	Yes	1841	18	49750
3555	39	Ontario	No	Yes	741	11	7799
3556	26	BC	Yes	No	477	12.5	34943
3557	55	Ontario	No	No	1955	8	1687
3559	31	Atlantic	No	No	1981	18	23951
3560	55	BC	No	No	1099	8	5930
3561	38	Ontario	Yes	No	585	17.2	49684
3562	39	Quebec	Yes	No	1695	15.8	29811
3563	50	BC	No	No	1564	15	51107
3564	39	Atlantic	Yes	No	1981	13	3707
3565	54	Prairies	No	No	0	4	15857
3566	28	BC	No	No	1825	13.5	29804
3567	41	BC	No	No	0	12	22394
3568	29	Quebec	Yes	No	1154	18.3	18977
3569	35	Atlantic	No	No	1825	10.9	24028
3570	53	Ontario	No	No	0	12	1043
3571	34	Ontario	No	Yes	1417	10	23598
3572	50	Atlantic	No	No	1095	12.5	7366
3573	28	Quebec	Yes	No	0	12	18653
3574	36	Quebec	No	No	443	8	14664
3575	49	Ontario	Yes	No	214	12	94344
3576	45	Prairies	No	No	1408	12.5	34918
3577	41	Quebec	No	Yes	2086	12.5	42927
3578	51	Quebec	No	No	2086	9	26621
3579	43	Prairies	No	No	2414	13	36936
3580	48	Ontario	No	No	0	10	38281
3581	48	Prairies	No	No	1095	11	32544
3582	39	Quebec	No	Yes	0	12	40734
3583	39	Ontario	No	No	1825	13.5	10530
3584	53	Prairies	No	No	0	13	9769
3585	44	Atlantic	No	Yes	2503	17.5	44059
3587	25	Atlantic	No	No	2216	12	15687
3588	35	Quebec	No	Yes	932	9	34694
3589	61	Quebec	No	No	0	7	5148
3590	48	Ontario	No	No	1147	20	43107
3591	32	Ontario	No	No	1669	17.6	19748
3592	36	Atlantic	Yes	Yes	2086	13	36444
3593	52	Ontario	No	No	0	11	45160
3594	29	Prairies	No	No	1634	15	24518
3595	65	Ontario	No	No	0	14	13338
3596	62	Prairies	No	No	1304	11.7	22000
3597	31	Quebec	No	Yes	1137	14.8	39878
3598	45	Ontario	No	No	0	11	19388
3599	29	Prairies	Yes	No	0	12	34353
3600	41	Ontario	No	No	0	12	48439
3601	38	Ontario	No	Yes	2086	15	24773
3602	29	Prairies	Yes	Yes	0	12	29550
3603	55	Ontario	No	No	2060	9	35376
3604	50	Atlantic	No	No	1981	14	43076
3605	33	Atlantic	Yes	No	2086	11	19929
3606	39	Ontario	Yes	No	1564	12	39791
3607	30	BC	No	No	834	13.3	16316
3608	52	Quebec	No	No	1062	7	0
3609	34	Ontario	Yes	Yes	2086	13	20721
3611	41	BC	No	No	3129	11	46094
3612	46	Ontario	No	No	0	12	47375
3613	48	Ontario	No	No	608	12.1	110758
3614	62	Ontario	No	No	0	15.2	32276
3615	34	Atlantic	No	Yes	192	12	51579
3616	42	BC	No	No	209	10	13034
3617	39	Prairies	No	No	0	16	44369
3618	31	Prairies	Yes	Yes	0	12	16199
3620	35	Ontario	No	Yes	0	10.2	32471
3621	39	Ontario	No	No	1955	12	31096
3622	63	Quebec	No	No	0	9	83946
3623	30	Prairies	Yes	No	908	16.5	47400
3624	48	Atlantic	No	No	0	6	23834
3625	40	Prairies	Yes	Yes	1758	17	50139
3628	57	Quebec	No	No	0	6	40965
3629	32	Prairies	No	Yes	1570	14.2	30902
3630	43	Ontario	No	No	626	16	66071
3631	48	Ontario	No	No	26	12.5	34377
3632	37	Atlantic	No	No	670	9	32874
3633	29	Ontario	No	Yes	0	16	41934
3634	49	Ontario	No	No	1669	13.6	49334
3635	36	Atlantic	Yes	Yes	1564	16	36190
3636	34	BC	Yes	Yes	1564	12.5	36667
3637	37	Ontario	No	No	2390	16	44083
3638	65	Quebec	No	No	0	7	16002
3640	37	Quebec	Yes	Yes	1027	17	27036
3641	38	BC	No	No	1955	12.5	31200
3642	55	Ontario	No	No	1408	11	56303
3643	50	Quebec	No	No	1825	10	18475
3644	25	Quebec	Yes	No	0	17	24312
3645	62	Quebec	No	No	0	4	39954
3646	38	Ontario	No	No	1043	15	44905
3647	40	Prairies	No	Yes	886	13.6	33037
3648	38	Prairies	No	Yes	1605	12	15116
3649	63	Quebec	No	No	866	11	11108
3650	43	Quebec	No	No	48	12	63012
3651	26	Prairies	No	No	521	17.1	7665
3652	52	Quebec	No	No	0	9	45852
3653	29	Ontario	Yes	No	0	19	36336
3654	51	Atlantic	No	No	0	11.5	29633
3655	44	Quebec	No	No	706	8	30707
3656	32	Ontario	Yes	Yes	1680	14	38226
3657	42	Ontario	No	No	261	10	52151
3658	45	Ontario	No	No	1043	16	59294
3659	54	Prairies	No	No	1495	14	20133
3660	46	Quebec	No	No	417	12.5	34225
3661	38	BC	No	No	1981	14	34882
3662	44	Quebec	No	No	0	12	42437
3664	45	Quebec	No	No	0	6	25817
3665	33	Ontario	Yes	Yes	0	10	33338
3666	37	Atlantic	No	No	688	13	67214
3667	58	Prairies	No	No	2086	7	57315
3669	48	Prairies	No	Yes	0	20	60257
3670	36	Prairies	Yes	No	834	15	42194
3671	37	Ontario	No	Yes	2086	13.5	30912
3673	34	Prairies	No	No	2086	8	19685
3674	35	Prairies	Yes	Yes	0	11.5	22551
3675	48	Atlantic	No	No	0	11	27107
3676	43	Ontario	No	No	0	9	39011
3677	59	Quebec	No	No	2086	11	25024
3679	29	Ontario	Yes	Yes	0	16.6	45945
3680	61	Quebec	No	No	966	9	12660
3681	28	Atlantic	Yes	No	2086	16	18197
3682	45	Ontario	No	No	782	15	49299
3683	44	Prairies	No	No	0	14	31906
3684	62	Atlantic	No	No	209	8	20661
3685	59	Atlantic	No	No	0	8	23724
3686	30	Prairies	Yes	No	1748	13.5	32695
3687	25	Quebec	Yes	No	265	11	20191
3689	46	Atlantic	No	No	1304	12	33098
3690	26	Quebec	No	No	2034	14	13484
3691	56	Prairies	No	No	0	11.5	398
3692	40	Ontario	No	No	939	14	39420
3693	38	Quebec	No	No	1141	12.7	58674
3694	33	Quebec	Yes	Yes	756	14	35892
3695	39	Prairies	No	No	1304	12.1	32575
3696	54	Quebec	No	No	0	6	49741
3697	60	Ontario	No	No	0	11	10974
3699	54	BC	No	No	0	14	23097
3700	64	Prairies	No	No	0	12.5	13891
3701	54	Quebec	No	No	834	16	18287
3702	38	Atlantic	No	No	1043	13	8843
3704	43	BC	No	No	1486	16	49018
3706	32	Ontario	Yes	No	2086	14	85945
3708	55	Prairies	No	No	1877	12	20904
3709	35	Ontario	No	Yes	2129	12.1	20460
3710	35	Quebec	No	No	0	15	40160
3711	53	Ontario	No	No	1825	11.5	17262
3712	55	Atlantic	No	No	0	10	24266
3713	58	Ontario	No	No	0	14	47784
3714	36	Prairies	No	No	1907	12	35283
3716	52	Quebec	No	No	0	10	10932
3717	38	Ontario	No	No	2086	17	51591
3718	48	BC	No	No	152	10	62439
3719	38	BC	Yes	No	0	16	26242
3720	46	Atlantic	No	No	1043	12	25866
3721	45	Quebec	No	No	0	11	26744
3722	59	Ontario	No	No	1043	15	114
3723	34	BC	Yes	Yes	730	15	40980
3724	56	Quebec	No	No	782	8	25981
3725	35	Atlantic	No	Yes	0	12.5	5847
3726	31	Ontario	Yes	Yes	1095	12	31583
3727	26	Quebec	Yes	No	1825	14.3	20491
3728	57	Quebec	No	Yes	0	7	71118
3729	42	Atlantic	No	No	1299	12	29342
3730	52	Atlantic	No	No	416	8	31370
3731	40	Atlantic	No	No	708	18.5	45544
3732	61	Atlantic	No	No	0	8	22265
3733	21	Atlantic	Yes	No	1825	12	10803
3735	39	Ontario	No	No	0	12	0
3736	45	Quebec	No	No	1929	10	26840
3737	32	Ontario	No	Yes	1860	14.4	34431
3738	61	Ontario	No	No	0	5	24919
3739	47	BC	No	No	2346	12	38019
3740	29	Ontario	Yes	No	1304	14	22469
3741	38	Prairies	No	No	2092	10	40029
3742	55	Ontario	No	No	0	3	36837
3743	30	Ontario	Yes	Yes	2086	12	22685
3744	47	Prairies	No	No	1945	12.5	14635
3745	42	Atlantic	No	No	0	12	31455
3746	34	BC	Yes	Yes	1086	15	101319
3747	52	Quebec	No	No	2023	11.5	32980
3748	38	Atlantic	No	No	1043	15	7893
3749	32	Atlantic	No	Yes	1676	12	6479
3750	48	Prairies	No	No	0	12.5	27511
3751	33	Quebec	Yes	No	1929	14	16396
3752	31	Ontario	Yes	No	277	16.3	21061
3753	33	BC	No	No	1877	12.5	34277
3754	45	Atlantic	No	No	1257	12	20938
3755	26	Ontario	Yes	Yes	0	9.5	34930
3756	63	Atlantic	No	No	130	15	22228
3757	63	Atlantic	No	No	0	8	19092
3758	29	Ontario	No	No	1955	13.5	27820
3759	51	BC	No	No	0	12	33201
3760	41	Atlantic	No	Yes	0	13.2	20932
3761	57	Ontario	No	No	1841	12	26672
3763	54	BC	No	No	0	10	41874
3764	57	Ontario	No	No	104	10	13399
3765	51	Quebec	No	No	1564	15	20113
3766	41	Ontario	No	No	912	13.2	32510
3767	31	Atlantic	Yes	No	1032	16	35338
3768	49	Ontario	No	No	1955	20	35910
3769	32	Prairies	Yes	No	2086	10.5	14394
3770	61	Atlantic	No	No	0	7	16834
3771	43	Atlantic	No	No	1390	10	41866
3772	27	Quebec	Yes	No	0	13	38209
3773	42	BC	No	No	2190	12	32274
3774	62	Ontario	No	No	0	10	36554
3775	29	Atlantic	Yes	No	1508	11.5	18214
3776	39	Atlantic	No	No	1981	16	43090
3777	57	Atlantic	No	No	1564	0	21675
3778	23	BC	No	No	2421	12.1	40135
3779	43	Ontario	No	Yes	1251	16	34260
3780	44	Ontario	No	No	0	10	51236
3781	33	Ontario	No	Yes	0	11	27260
3782	37	Atlantic	No	Yes	0	9	26918
3783	49	Quebec	No	No	1955	12.5	47866
3784	47	Prairies	No	No	2086	12	20348
3785	44	Prairies	No	No	1030	18.1	66548
3786	20	Ontario	Yes	No	0	9	19357
3787	28	Prairies	Yes	No	0	12	33282
3789	51	Ontario	No	No	1955	12	42547
3791	36	BC	No	Yes	0	12	32295
3792	39	Prairies	No	No	1304	13	25630
3793	26	Atlantic	Yes	No	1727	10	14902
3794	28	Ontario	Yes	Yes	0	15	23144
3796	49	Atlantic	No	No	0	8	18156
3797	58	Prairies	No	No	1434	8	11047
3798	42	Prairies	No	No	2086	11	34920
3799	55	Prairies	No	No	2086	14	58970
3800	57	Quebec	No	No	0	17	35187
3801	39	Ontario	No	Yes	1981	12	27405
3802	45	Ontario	No	No	1981	17	45497
3804	30	BC	Yes	No	0	12.5	27900
3805	32	Prairies	Yes	No	1703	16.8	47990
3806	64	Ontario	No	No	261	11	33766
3808	62	Ontario	No	No	0	10	42299
3810	34	Atlantic	No	No	140	10	33125
3811	30	Atlantic	Yes	No	1866	14.5	29868
3812	25	Prairies	No	No	1942	12.8	35847
3813	32	Quebec	Yes	No	1955	17	17731
3814	53	Prairies	No	No	2086	11	24196
3815	44	Quebec	No	No	1825	17	40848
3816	56	Quebec	No	No	0	20	38677
3817	53	Quebec	Yes	No	0	8	36414
3818	38	Prairies	No	No	2086	18	42959
3820	44	BC	No	No	834	8.5	31071
3821	54	Atlantic	No	No	445	8.5	9296
3822	36	Quebec	No	No	808	15.5	25128
3823	41	Atlantic	No	Yes	5162	12	19082
3824	38	Prairies	No	No	2086	12.5	18354
3825	25	Prairies	No	No	796	13.5	18905
3826	46	Quebec	No	No	0	9	29747
3827	64	Prairies	No	No	0	11	14864
3828	58	Ontario	No	No	0	11	0
3829	42	Atlantic	No	No	2305	10	18063
3830	28	Atlantic	Yes	No	2086	15	22432
3831	39	Quebec	No	Yes	1043	14	24540
3832	26	Prairies	No	No	1043	14	11291
3833	36	Prairies	Yes	No	0	13	29178
3835	41	Atlantic	No	No	800	15	33380
3836	40	Ontario	Yes	No	2086	12.5	40410
3837	34	Prairies	Yes	Yes	2086	14	3354
3838	29	Quebec	Yes	No	1669	13	19722
3839	34	Ontario	No	Yes	261	12	33750
3840	47	BC	No	No	78	12.8	26831
3841	37	Atlantic	No	Yes	2091	16	33845
3842	36	Ontario	No	No	0	8	31587
3843	47	BC	No	No	652	17	48639
3844	34	BC	Yes	No	965	18	47987
3845	26	Prairies	No	No	1833	16	32577
3846	61	Ontario	No	No	0	10	79034
3847	46	BC	No	No	1955	11	43025
3848	58	Prairies	No	No	1043	8	22870
3850	32	Ontario	Yes	No	1825	18	23106
3851	57	Ontario	No	No	0	8.5	46023
3852	45	Prairies	No	No	2086	12.5	94425
3854	61	Quebec	No	No	834	15	33828
3855	37	Quebec	No	No	2094	11	21410
3856	39	Ontario	No	No	2411	14.8	9592
3857	40	Atlantic	No	No	0	12	34417
3858	47	Atlantic	No	No	1981	13.5	31173
3859	35	Atlantic	Yes	No	261	20	74417
3860	64	Prairies	No	No	348	10	20926
3861	41	Quebec	No	No	1892	14	25451
3863	35	Ontario	Yes	Yes	104	12.5	43441
3864	51	Quebec	No	No	0	10	10721
3865	29	Atlantic	No	No	2086	12.6	66361
3867	40	Quebec	No	Yes	1825	4	35654
3868	62	Quebec	No	No	0	7	49816
3869	47	Prairies	No	No	2031	13	38034
3870	25	Prairies	No	Yes	2086	12	24397
3871	33	Prairies	No	No	2086	12	35793
3872	65	Quebec	No	No	0	5	18343
3873	32	Prairies	No	Yes	156	13	41824
3874	31	Atlantic	Yes	Yes	1512	12	27503
3875	31	Ontario	Yes	No	0	17	13599
3876	29	Ontario	Yes	No	1981	19	33392
3878	34	Atlantic	Yes	Yes	980	12.5	17756
3879	53	Quebec	No	No	834	3	4556
3882	45	Prairies	No	No	0	12	67287
3883	59	Ontario	No	No	0	8	25778
3884	58	Ontario	No	No	2140	18	43705
3885	52	Quebec	No	No	0	9	42796
3886	55	Atlantic	Yes	Yes	0	10	40561
3888	30	Prairies	No	No	3259	12.5	31154
3889	48	Atlantic	No	No	1825	12.2	48868
3890	26	Ontario	No	No	1782	13.5	19774
3891	24	Prairies	Yes	Yes	0	12	0
3892	24	Prairies	No	No	606	17	31030
3893	47	Ontario	No	No	91	18	19939
3894	54	Atlantic	No	No	0	9	66230
3895	30	Ontario	Yes	Yes	261	12	32236
3896	41	Atlantic	No	Yes	1981	16	55995
3897	48	Atlantic	No	No	1877	12	49539
3898	36	Prairies	No	No	217	16	61522
3899	35	Quebec	Yes	Yes	0	7	24906
3900	51	BC	No	No	2607	16	20702
3901	38	Ontario	No	Yes	1877	15.4	47305
3902	40	BC	No	No	1304	13	41725
3903	39	Prairies	No	No	1173	11.5	29435
3904	30	Prairies	Yes	No	933	14	25158
3905	49	Ontario	No	No	0	10	33712
3906	57	Atlantic	No	No	0	12	38395
3907	27	Atlantic	Yes	No	869	16.5	39415
3908	40	Prairies	No	Yes	0	13	37896
3909	37	Prairies	No	No	1782	12	17261
3910	32	Atlantic	No	No	0	5.5	11887
3911	36	Ontario	Yes	Yes	0	18	46555
3912	34	Quebec	No	Yes	0	10.5	26316
3913	25	Ontario	No	No	1825	13	3149
3914	45	Ontario	No	No	2086	18	47243
3915	28	Prairies	Yes	No	0	14	7443
3916	65	Quebec	No	No	0	6	19110
3917	43	Quebec	No	No	0	11	19896
3918	38	Quebec	Yes	Yes	2086	14	35618
3920	46	Atlantic	No	No	2086	12	42870
3921	42	Prairies	No	No	1005	12	30206
3922	51	Atlantic	No	No	0	11	40805
3923	63	Prairies	No	No	0	8	13599
3924	45	Ontario	No	No	2086	12	22926
3926	48	Atlantic	No	No	0	9	44470
3927	37	Prairies	No	No	1961	7	23543
3928	40	Prairies	Yes	Yes	1046	16	146536
3930	54	Quebec	No	No	0	11.2	41000
3931	46	Quebec	No	No	2607	15	32857
3932	40	Atlantic	No	Yes	619	10	25002
3933	42	Ontario	No	No	1873	12	13535
3934	46	Ontario	No	No	437	14.5	58715
3935	35	Prairies	Yes	No	0	12	11218
3936	40	Ontario	Yes	Yes	2086	12	43801
3937	51	Quebec	No	No	94	7	25435
3938	60	Atlantic	No	No	1173	12.5	14390
3939	31	Atlantic	Yes	No	2607	12.5	10979
3940	36	Atlantic	Yes	No	1955	18	25048
3941	45	Ontario	No	No	1750	12	66407
3942	35	Ontario	No	Yes	1043	14	46431
3943	34	Ontario	Yes	Yes	0	12	38766
3944	44	Quebec	No	No	3129	12.5	17026
3945	47	Prairies	No	No	1955	12	53282
3947	36	Prairies	No	No	2086	12.6	29103
3948	45	Atlantic	No	No	2086	10	31588
3949	54	Ontario	No	No	1424	15	15247
3951	29	Ontario	Yes	No	1955	14	23888
3952	31	Quebec	Yes	Yes	1040	14	28691
3953	42	Ontario	No	No	1955	16.8	33246
3954	31	Ontario	Yes	Yes	305	16	33494
3955	57	BC	No	No	87	12	17105
3956	58	Atlantic	No	No	0	12	398
3957	42	Atlantic	No	No	0	13	29316
3958	35	Atlantic	No	No	1029	10	22242
3959	36	Prairies	Yes	Yes	98	12	41984
3960	23	Atlantic	Yes	No	0	12	15226
3961	54	Atlantic	No	No	2086	9	20469
3962	43	Quebec	No	No	522	14	37250
3963	38	Prairies	No	Yes	391	15	21154
