household province population weight education gender age income voted
2312 QC 5996930 6153.85 lessHS Female 47 NA NA
3337 QC 5996930 3076.93 college Female 24 <30 Yes
3393 QC 5996930 3076.93 HS Female 48 <30 Yes
2943 QC 5996930 3076.93 bachelors Female 54 30-59 NA
1460 QC 5996930 6153.85 lessHS Male 35 <30 No
8 QC 5996930 6153.85 HS Male 48 60-89 NA
3394 QC 5996930 3076.93 HS Female 58 30-59 Yes
1525 QC 5996930 6153.85 college Female 56 30-59 Yes
2218 QC 5996930 6153.85 college Female 38 60-89 No
513 QC 5996930 9230.78 HS Female 47 90:109 Yes
2313 QC 5996930 6153.85 somePS Female 51 110+ Yes
184 QC 5996930 12307.71 HS Female 55 60-89 Yes
3338 QC 5996930 3076.93 lessHS Female 91 NA NA
3395 QC 5996930 3076.93 lessHS Female 42 NA Yes
2219 QC 5996930 6153.85 HS Male 61 60-89 Yes
2532 QC 5996930 3076.93 lessHS Male 60 <30 No
2314 QC 5996930 6153.85 bachelors Female 52 60-89 No
1461 QC 5996930 6153.85 lessHS Female 70 <30 Yes
2220 QC 5996930 6153.85 bachelors Female 32 30-59 Yes
778 QC 5996930 6153.85 somePS Male 54 60-89 NA
502 QC 5996930 9230.78 HS Male 48 30-59 Yes
1462 QC 5996930 6153.85 lessHS Male 39 30-59 NA
3233 QC 5996930 3076.93 college Male 40 30-59 No
3339 QC 5996930 3076.93 HS Female 57 <30 Yes
550 QC 5996930 6153.85 college Female 40 30-59 Yes
2422 QC 5996930 6153.85 NA Female NA NA NA
2315 QC 5996930 6153.85 HS Female 54 30-59 Yes
746 QC 5996930 6153.85 lessHS Female 71 30-59 NA
2076 QC 5996930 6153.85 HS Male 62 30-59 Yes
2911 QC 5996930 3076.93 college Female 91 <30 Yes
2460 QC 5996930 3076.93 somePS Female 58 30-59 NA
2316 QC 5996930 6153.85 college Female 53 60-89 Yes
3396 QC 5996930 3076.93 college Female 31 <30 Yes
1463 QC 5996930 6153.85 college Male 56 60-89 No
2533 QC 5996930 3076.93 higher Female NA NA NA
2120 QC 5996930 6153.85 somePS Female 59 60-89 Yes
1465 QC 5996930 6153.85 HS Female 53 30-59 NA
2221 QC 5996930 6153.85 college Female 61 60-89 Yes
3256 QC 5996930 3076.93 college Female NA <30 Yes
3430 QC 5996930 3076.93 HS Male 49 30-59 Yes
10 QC 5996930 21538.49 lessHS Male 19 30-59 NA
2121 QC 5996930 6153.85 HS Female 62 <30 Yes
362 QC 5996930 9230.78 lessHS Female 19 NA NA
2389 QC 5996930 6153.85 bachelors Female 26 30-59 Yes
2534 QC 5996930 3076.93 HS Female 50 <30 No
3397 QC 5996930 3076.93 lessHS Male 66 <30 Yes
2569 QC 5996930 3076.93 bachelors Male 55 60-89 No
2983 QC 5996930 3076.93 bachelors Female 80 30-59 NA
846 QC 5996930 6153.85 higher Female 39 110+ NA
2034 QC 5996930 6153.85 HS Male 39 90:109 Yes
1466 QC 5996930 6153.85 HS Female 29 60-89 Yes
2222 QC 5996930 6153.85 HS Female 32 60-89 No
3280 QC 5996930 3076.93 college Female 44 30-59 Yes
2122 QC 5996930 6153.85 lessHS Female 74 NA NA
3234 QC 5996930 3076.93 college Male 53 30-59 Yes
514 QC 5996930 9230.78 higher Female 50 NA Yes
2123 QC 5996930 6153.85 college Male 60 60-89 Yes
2317 QC 5996930 6153.85 somePS Male 53 60-89 Yes
3340 QC 5996930 3076.93 lessHS Male 57 <30 NA
76 QC 5996930 12307.71 college Female 50 110+ Yes
2124 QC 5996930 6153.85 college Female NA NA Yes
779 QC 5996930 6153.85 higher Male 40 110+ Yes
3341 QC 5996930 3076.93 lessHS Male 55 30-59 No
2535 QC 5996930 3076.93 college Female 51 NA Yes
1084 QC 5996930 6153.85 college Male 61 60-89 Yes
2223 QC 5996930 6153.85 HS Female 41 <30 Yes
3342 QC 5996930 3076.93 HS Female 67 30-59 NA
226 QC 5996930 9230.78 bachelors Female 53 110+ Yes
2224 QC 5996930 6153.85 HS Male 50 <30 NA
2462 QC 5996930 3076.93 higher Female 65 30-59 Yes
3398 QC 5996930 3076.93 bachelors Male 35 60-89 No
1467 QC 5996930 6153.85 bachelors Male 52 110+ Yes
1468 QC 5996930 6153.85 HS Male 58 60-89 Yes
3235 QC 5996930 3076.93 college Male 57 <30 Yes
2536 QC 5996930 3076.93 lessHS Female 59 <30 NA
3302 QC 5996930 3076.93 lessHS Female 47 <30 NA
736 QC 5996930 6153.85 lessHS Female 19 NA NA
241 QC 5996930 9230.78 lessHS Male 73 30-59 Yes
3303 QC 5996930 3076.93 college Male 30 60-89 Yes
2318 QC 5996930 6153.85 bachelors Female 62 30-59 NA
3014 QC 5996930 3076.93 higher Male 52 60-89 Yes
2035 QC 5996930 6153.85 college Female 32 <30 Yes
2378 QC 5996930 6153.85 HS Female 65 <30 Yes
3399 QC 5996930 3076.93 HS Male 23 30-59 NA
2125 QC 5996930 6153.85 HS Male 73 30-59 Yes
363 QC 5996930 9230.78 HS Female 19 30-59 Yes
2163 QC 5996930 6153.85 HS Female 20 NA No
2036 QC 5996930 6153.85 HS Female 27 60-89 NA
227 QC 5996930 9230.78 bachelors Female 66 30-59 Yes
837 QC 5996930 6153.85 college Male 57 60-89 Yes
2881 QC 5996930 3076.93 lessHS Female 72 <30 Yes
2538 QC 5996930 3076.93 somePS Female 53 <30 Yes
1469 QC 5996930 6153.85 bachelors Male 29 90:109 Yes
2411 QC 5996930 6153.85 bachelors Female 28 60-89 NA
2319 QC 5996930 6153.85 HS Male 37 60-89 Yes
2912 QC 5996930 3076.93 HS Female 82 <30 Yes
2913 QC 5996930 3076.93 HS Female 62 <30 NA
144 QC 5996930 12307.71 somePS Female 21 NA No
28 QC 5996930 15384.63 somePS Female 43 NA NA
3236 QC 5996930 3076.93 college Male 38 60-89 Yes
3281 QC 5996930 3076.93 bachelors Female 50 <30 NA
3282 QC 5996930 3076.93 somePS Male 61 30-59 Yes
3400 QC 5996930 3076.93 HS Male 25 30-59 NA
551 QC 5996930 6153.85 lessHS Female 28 60-89 NA
1470 QC 5996930 6153.85 somePS Male 54 60-89 Yes
3343 QC 5996930 3076.93 bachelors Female 52 30-59 Yes
780 QC 5996930 6153.85 bachelors Female 59 <30 Yes
2321 QC 5996930 6153.85 bachelors Male 43 NA NA
2322 QC 5996930 6153.85 HS Female 58 60-89 Yes
2323 QC 5996930 6153.85 HS Female 64 30-59 Yes
552 QC 5996930 6153.85 HS Male 34 90:109 Yes
2038 QC 5996930 6153.85 bachelors Female 34 60-89 NA
737 QC 5996930 6153.85 lessHS Male 23 30-59 NA
178 QC 5996930 12307.71 HS Female 31 60-89 No
3401 QC 5996930 3076.93 HS Female 51 30-59 NA
630 QC 5996930 6153.85 somePS Male 59 <30 Yes
2127 QC 5996930 6153.85 college Male 61 30-59 Yes
2324 QC 5996930 6153.85 lessHS Male 77 <30 Yes
3402 QC 5996930 3076.93 HS Female 26 NA NA
2539 QC 5996930 3076.93 lessHS Female 73 <30 NA
516 QC 5996930 9230.78 lessHS Male 46 NA No
2379 QC 5996930 6153.85 lessHS Male 71 <30 Yes
2325 QC 5996930 6153.85 college Male 39 90:109 Yes
2326 QC 5996930 6153.85 HS Female 63 30-59 NA
485 QC 5996930 9230.78 somePS Male 27 NA Yes
2128 QC 5996930 6153.85 bachelors Male 62 NA Yes
2514 QC 5996930 3076.93 HS Female 86 <30 NA
2463 QC 5996930 3076.93 lessHS Female 78 <30 Yes
2464 QC 5996930 3076.93 college Female 58 30-59 NA
2327 QC 5996930 6153.85 bachelors Female 32 90:109 Yes
2328 QC 5996930 6153.85 college Female 52 NA NA
847 QC 5996930 6153.85 HS Female 57 30-59 NA
3437 QC 5996930 3076.93 lessHS Male 33 <30 NA
486 QC 5996930 9230.78 bachelors Female 69 30-59 Yes
3447 QC 5996930 3076.93 HS Male 78 <30 No
2129 QC 5996930 6153.85 college Female 58 90:109 NA
738 QC 5996930 6153.85 college Male 41 <30 NA
631 QC 5996930 6153.85 lessHS Female 64 30-59 Yes
170 QC 5996930 12307.71 somePS Male 19 30-59 Yes
2225 QC 5996930 6153.85 college Male 38 30-59 Yes
2329 QC 5996930 6153.85 college Female 34 60-89 Yes
186 QC 5996930 12307.71 somePS Female 19 NA Yes
2130 QC 5996930 6153.85 HS Female 25 30-59 Yes
3403 QC 5996930 3076.93 lessHS Female 65 <30 Yes
1471 QC 5996930 6153.85 HS Male 30 90:109 Yes
2330 QC 5996930 6153.85 bachelors Female 27 30-59 Yes
2063 QC 5996930 6153.85 lessHS Male 56 30-59 Yes
3404 QC 5996930 3076.93 higher Male 65 60-89 Yes
346 QC 5996930 9230.78 lessHS Male 69 <30 NA
3283 QC 5996930 3076.93 HS Male 79 <30 Yes
2331 QC 5996930 6153.85 HS Male 71 NA Yes
242 QC 5996930 9230.78 HS Female 19 90:109 Yes
2332 QC 5996930 6153.85 higher Female 25 30-59 NA
3438 QC 5996930 3076.93 lessHS Male 79 30-59 NA
2333 QC 5996930 6153.85 college Female 43 60-89 NA
2334 QC 5996930 6153.85 college Male 44 90:109 Yes
1472 QC 5996930 6153.85 HS Female 30 110+ No
2131 QC 5996930 6153.85 higher Male 65 110+ Yes
658 QC 5996930 6153.85 college Male 39 30-59 Yes
1473 QC 5996930 6153.85 HS Female 61 30-59 Yes
2039 QC 5996930 6153.85 HS Male 18 60-89 NA
782 QC 5996930 6153.85 lessHS Female 76 NA NA
2040 QC 5996930 6153.85 somePS Male 30 110+ Yes
659 QC 5996930 6153.85 HS Male 43 30-59 No
3344 QC 5996930 3076.93 lessHS Male 54 30-59 Yes
832 QC 5996930 6153.85 college Male 40 <30 NA
2335 QC 5996930 6153.85 HS Male 55 60-89 Yes
251 QC 5996930 9230.78 college Female 59 60-89 Yes
3345 QC 5996930 3076.93 higher Male 64 <30 Yes
3405 QC 5996930 3076.93 HS Male 45 <30 No
1404 QC 5996930 6153.85 HS Male 77 30-59 Yes
2336 QC 5996930 6153.85 college Female 38 60-89 Yes
3406 QC 5996930 3076.93 college Female 30 <30 NA
2337 QC 5996930 6153.85 HS Male 70 90:109 NA
517 QC 5996930 9230.78 college Female 51 90:109 Yes
243 QC 5996930 9230.78 college Male 20 110+ Yes
2390 QC 5996930 6153.85 college Female 36 110+ Yes
2077 QC 5996930 6153.85 HS Male 47 30-59 Yes
2338 QC 5996930 6153.85 somePS Male 58 90:109 Yes
2540 QC 5996930 3076.93 higher Female 62 110+ Yes
783 QC 5996930 6153.85 HS Female 33 60-89 Yes
3407 QC 5996930 3076.93 somePS Female 31 30-59 Yes
2340 QC 5996930 6153.85 HS Male 34 90:109 NA
472 QC 5996930 9230.78 HS Female 26 30-59 Yes
3408 QC 5996930 3076.93 bachelors Female 67 <30 Yes
1474 QC 5996930 6153.85 HS Female 46 30-59 Yes
2132 QC 5996930 6153.85 college Male 46 60-89 Yes
2341 QC 5996930 6153.85 lessHS Female 63 30-59 Yes
2506 QC 5996930 3076.93 somePS Male 34 30-59 NA
3409 QC 5996930 3076.93 bachelors Female 40 <30 NA
365 QC 5996930 9230.78 HS Female 65 30-59 Yes
2342 QC 5996930 6153.85 college Male 71 110+ Yes
2882 QC 5996930 3076.93 HS Male 64 <30 Yes
3050 QC 5996930 3076.93 college Female 53 30-59 NA
2914 QC 5996930 3076.93 bachelors Male 87 <30 NA
487 QC 5996930 9230.78 bachelors Female 77 NA Yes
2706 QC 5996930 3076.93 lessHS Female 76 NA Yes
541 QC 5996930 6153.85 HS Female 32 60-89 No
3304 QC 5996930 3076.93 lessHS Male 68 <30 Yes
2451 QC 5996930 3076.93 HS Female 82 NA NA
784 QC 5996930 6153.85 college Male 36 30-59 Yes
230 QC 5996930 9230.78 HS Male 39 30-59 Yes
2507 QC 5996930 3076.93 college Female 66 <30 NA
488 QC 5996930 9230.78 college Male 30 30-59 Yes
2343 QC 5996930 6153.85 college Female 19 110+ NA
1475 QC 5996930 6153.85 college Male 31 60-89 Yes
3051 QC 5996930 3076.93 HS Female 50 30-59 NA
503 QC 5996930 9230.78 HS Female 51 60-89 Yes
721 QC 5996930 6153.85 lessHS Male 66 30-59 Yes
2465 QC 5996930 3076.93 higher Female 45 110+ NA
2466 QC 5996930 3076.93 higher Female 49 30-59 Yes
2915 QC 5996930 3076.93 lessHS Male 59 30-59 NA
632 QC 5996930 6153.85 bachelors Female 61 110+ Yes
2159 QC 5996930 6153.85 somePS Male 84 60-89 Yes
3410 QC 5996930 3076.93 college Female 47 <30 NA
2467 QC 5996930 3076.93 higher Female 50 60-89 Yes
3411 QC 5996930 3076.93 college Male 52 30-59 NA
2041 QC 5996930 6153.85 HS Female 28 <30 No
2133 QC 5996930 6153.85 HS Male 70 30-59 Yes
2391 QC 5996930 6153.85 lessHS Male 64 <30 NA
366 QC 5996930 9230.78 somePS Male 54 60-89 NA
610 QC 5996930 6153.85 college Female 66 30-59 Yes
3346 QC 5996930 3076.93 HS Male 68 30-59 NA
2883 QC 5996930 3076.93 HS Female 68 <30 Yes
2134 QC 5996930 6153.85 college Female 37 90:109 NA
187 QC 5996930 12307.71 college Male 21 60-89 Yes
3347 QC 5996930 3076.93 college Female 70 <30 NA
2510 QC 5996930 3076.93 bachelors Female 48 90:109 Yes
785 QC 5996930 6153.85 HS Female 80 <30 Yes
1476 QC 5996930 6153.85 college Female 63 30-59 NA
1405 QC 5996930 6153.85 lessHS Male 56 30-59 Yes
2226 QC 5996930 6153.85 lessHS Male 40 30-59 Yes
2078 QC 5996930 6153.85 lessHS Male 57 60-89 Yes
2468 QC 5996930 3076.93 bachelors Male 62 60-89 Yes
1406 QC 5996930 6153.85 college Female 40 60-89 Yes
3237 QC 5996930 3076.93 HS Male 47 <30 Yes
739 QC 5996930 6153.85 higher Female 69 30-59 Yes
2392 QC 5996930 6153.85 HS Female 57 30-59 NA
2344 QC 5996930 6153.85 HS Male 23 <30 No
2426 QC 5996930 3076.93 lessHS Female 70 <30 Yes
518 QC 5996930 9230.78 college Female 24 60-89 Yes
2418 QC 5996930 6153.85 higher Male 33 90:109 No
2043 QC 5996930 6153.85 college Male NA NA Yes
2135 QC 5996930 6153.85 HS Male 69 30-59 NA
2345 QC 5996930 6153.85 lessHS Female 48 NA NA
3284 QC 5996930 3076.93 bachelors Female 69 30-59 NA
2346 QC 5996930 6153.85 higher Male 38 110+ Yes
2347 QC 5996930 6153.85 HS Female 28 30-59 NA
171 QC 5996930 12307.71 HS Female 25 60-89 Yes
196 QC 5996930 9230.78 HS Female 48 <30 Yes
2349 QC 5996930 6153.85 college Male 68 60-89 NA
611 QC 5996930 6153.85 college Male 36 90:109 Yes
660 QC 5996930 6153.85 lessHS Male 58 <30 NA
405 QC 5996930 9230.78 HS Male 42 30-59 NA
643 QC 5996930 6153.85 college Female 50 110+ NA
3412 QC 5996930 3076.93 HS Male 30 30-59 NA
2350 QC 5996930 6153.85 college Female 30 90:109 Yes
2351 QC 5996930 6153.85 college Female 34 90:109 NA
519 QC 5996930 9230.78 bachelors Male 67 NA NA
1656 QC 5996930 6153.85 HS Female 64 60-89 Yes
228 QC 5996930 9230.78 bachelors Male 56 110+ NA
1407 QC 5996930 6153.85 HS Female 64 30-59 Yes
112 QC 5996930 12307.71 HS Female 51 NA Yes
347 QC 5996930 9230.78 lessHS Female 53 30-59 Yes
166 QC 5996930 12307.71 HS Male 54 60-89 Yes
2352 QC 5996930 6153.85 bachelors Female 38 30-59 Yes
725 QC 5996930 6153.85 HS Female 50 60-89 NA
2227 QC 5996930 6153.85 bachelors Female 46 110+ Yes
2953 QC 5996930 3076.93 HS Female 24 30-59 NA
740 QC 5996930 6153.85 college Female 57 30-59 Yes
2429 QC 5996930 3076.93 somePS Male 60 <30 Yes
3413 QC 5996930 3076.93 bachelors Male 45 NA NA
3414 QC 5996930 3076.93 college Male 43 30-59 NA
113 QC 5996930 12307.71 HS Female 44 110+ NA
2469 QC 5996930 3076.93 college Female 74 30-59 Yes
3238 QC 5996930 3076.93 somePS Female 30 30-59 Yes
3239 QC 5996930 3076.93 HS Female 32 <30 Yes
1477 QC 5996930 6153.85 lessHS Female 57 NA Yes
2045 QC 5996930 6153.85 bachelors Male 28 110+ Yes
1926 QC 5996930 6153.85 HS Female 61 <30 Yes
476 QC 5996930 9230.78 lessHS Male 66 <30 Yes
2353 QC 5996930 6153.85 higher Female 27 30-59 NA
473 QC 5996930 9230.78 college Female 49 90:109 Yes
2136 QC 5996930 6153.85 lessHS Male 73 <30 Yes
741 QC 5996930 6153.85 lessHS Female 41 NA NA
2046 QC 5996930 6153.85 college Female 26 60-89 NA
2479 QC 5996930 3076.93 lessHS Female 80 <30 NA
786 QC 5996930 6153.85 bachelors Male 48 110+ NA
3415 QC 5996930 3076.93 bachelors Male 47 60-89 Yes
3257 QC 5996930 3076.93 lessHS Male 61 60-89 Yes
2354 QC 5996930 6153.85 HS Female 42 <30 Yes
2047 QC 5996930 6153.85 HS Male 50 30-59 NA
3416 QC 5996930 3076.93 lessHS Female 65 <30 Yes
2355 QC 5996930 6153.85 HS Female 48 30-59 Yes
2356 QC 5996930 6153.85 somePS Male 66 60-89 Yes
3286 QC 5996930 3076.93 lessHS Male 37 90:109 No
2916 QC 5996930 3076.93 lessHS Female 77 <30 NA
554 QC 5996930 6153.85 college Male 43 90:109 NA
555 QC 5996930 6153.85 HS Female 71 30-59 NA
3417 QC 5996930 3076.93 bachelors Female 48 60-89 Yes
838 QC 5996930 6153.85 lessHS Female 68 <30 NA
1085 QC 5996930 6153.85 college Male 26 60-89 Yes
1478 QC 5996930 6153.85 college Female 29 30-59 Yes
2137 QC 5996930 6153.85 HS Female 63 60-89 NA
1479 QC 5996930 6153.85 college Male 34 110+ Yes
556 QC 5996930 6153.85 lessHS Female 52 30-59 NA
2228 QC 5996930 6153.85 lessHS Female 22 <30 No
787 QC 5996930 6153.85 HS Male 55 110+ Yes
612 QC 5996930 6153.85 somePS Female 38 30-59 Yes
743 QC 5996930 6153.85 college Female 50 NA NA
2229 QC 5996930 6153.85 HS Female 43 90:109 No
1480 QC 5996930 6153.85 HS Male 64 30-59 Yes
2358 QC 5996930 6153.85 bachelors Female 27 90:109 NA
788 QC 5996930 6153.85 lessHS Male 70 NA Yes
2359 QC 5996930 6153.85 bachelors Male 41 60-89 Yes
188 QC 5996930 12307.71 college Male 48 90:109 Yes
1714 QC 5996930 6153.85 HS Female 30 <30 NA
3418 QC 5996930 3076.93 lessHS Female 84 <30 Yes
2138 QC 5996930 6153.85 HS Male 66 30-59 Yes
2164 QC 5996930 6153.85 college Male 53 30-59 Yes
16 QC 5996930 18461.56 somePS Female 58 110+ Yes
3047 QC 5996930 3076.93 bachelors Female 53 30-59 Yes
2360 QC 5996930 6153.85 bachelors Female 27 60-89 Yes
3419 QC 5996930 3076.93 college Male 38 30-59 Yes
7 QC 5996930 6153.85 college Female 37 60-89 Yes
2079 QC 5996930 6153.85 lessHS Female 81 NA Yes
789 QC 5996930 6153.85 lessHS Male 68 <30 Yes
2048 QC 5996930 6153.85 college Male 64 30-59 Yes
2361 QC 5996930 6153.85 lessHS Male 61 90:109 NA
3420 QC 5996930 3076.93 bachelors Male 47 30-59 No
2362 QC 5996930 6153.85 somePS Female 48 60-89 NA
2139 QC 5996930 6153.85 lessHS Male 71 30-59 NA
2363 QC 5996930 6153.85 higher Female 45 60-89 Yes
1408 QC 5996930 6153.85 HS Male 50 <30 No
2140 QC 5996930 6153.85 bachelors Male 63 110+ Yes
3421 QC 5996930 3076.93 bachelors Male 41 30-59 Yes
3422 QC 5996930 3076.93 bachelors Female 48 30-59 Yes
2393 QC 5996930 6153.85 college Female 22 30-59 No
2470 QC 5996930 3076.93 college Female 64 30-59 Yes
6 QC 5996930 6153.85 college Male 55 NA NA
225 QC 5996930 9230.78 HS Female 48 30-59 Yes
2364 QC 5996930 6153.85 college Male 47 90:109 No
2365 QC 5996930 6153.85 lessHS Female 60 NA Yes
3423 QC 5996930 3076.93 lessHS Female 52 30-59 Yes
3424 QC 5996930 3076.93 college Male 52 110+ Yes
790 QC 5996930 6153.85 college Male 40 NA Yes
2541 QC 5996930 3076.93 college Female 49 30-59 NA
2142 QC 5996930 6153.85 HS Female 30 NA NA
3287 QC 5996930 3076.93 lessHS Male 75 NA NA
2049 QC 5996930 6153.85 bachelors Male 27 60-89 Yes
731 QC 5996930 6153.85 lessHS Male 68 30-59 Yes
3240 QC 5996930 3076.93 HS Male 25 30-59 No
2144 QC 5996930 6153.85 lessHS Male 66 30-59 Yes
2366 QC 5996930 6153.85 college Female 33 90:109 NA
2367 QC 5996930 6153.85 college Male 34 90:109 Yes
2369 QC 5996930 6153.85 college Female 29 90:109 Yes
2394 QC 5996930 6153.85 college Female 50 60-89 Yes
635 QC 5996930 6153.85 HS Female 59 30-59 Yes
2571 QC 5996930 3076.93 somePS Female 43 30-59 Yes
2018 QC 5996930 6153.85 higher Male 49 <30 Yes
849 QC 5996930 6153.85 HS Male 56 60-89 Yes
717 QC 5996930 6153.85 bachelors Female 43 60-89 Yes
2145 QC 5996930 6153.85 HS Male 26 60-89 NA
2370 QC 5996930 6153.85 bachelors Female 66 30-59 Yes
167 QC 5996930 12307.71 somePS Male 18 NA NA
3288 QC 5996930 3076.93 lessHS Female 75 NA Yes
3349 QC 5996930 3076.93 HS Female 24 NA No
520 QC 5996930 9230.78 higher Male 52 90:109 Yes
3289 QC 5996930 3076.93 lessHS Female 71 <30 Yes
2230 QC 5996930 6153.85 college Female 40 30-59 Yes
2371 QC 5996930 6153.85 bachelors Female 47 90:109 Yes
3425 QC 5996930 3076.93 lessHS Male 65 30-59 No
2515 QC 5996930 3076.93 lessHS Female 79 <30 Yes
2372 QC 5996930 6153.85 college Male 60 60-89 Yes
197 QC 5996930 9230.78 lessHS Male 21 NA NA
2373 QC 5996930 6153.85 HS Female 42 30-59 Yes
3290 QC 5996930 3076.93 bachelors Female 31 30-59 Yes
179 QC 5996930 12307.71 HS Male 54 30-59 Yes
2917 QC 5996930 3076.93 HS Male 37 <30 No
3426 QC 5996930 3076.93 college Female 52 30-59 NA
2146 QC 5996930 6153.85 higher Male 45 90:109 Yes
3427 QC 5996930 3076.93 lessHS Female 66 NA NA
2374 QC 5996930 6153.85 bachelors Male 30 90:109 No
2375 QC 5996930 6153.85 HS Female 66 30-59 NA
3291 QC 5996930 3076.93 bachelors Male 57 60-89 Yes
229 QC 5996930 9230.78 somePS Female 25 60-89 Yes
2231 QC 5996930 6153.85 HS Male 33 30-59 NA
3292 QC 5996930 3076.93 lessHS Male 81 30-59 Yes
1620 ON 9439960 8977.61 higher Male 75 <30 Yes
252 ON 9439960 13466.42 HS Male 20 NA Yes
12 ON 9439960 26932.84 college Female 58 60-89 NA
146 ON 9439960 17955.23 higher Female 27 110+ Yes
3454 ON 9439960 4488.81 higher Male 55 NA No
2707 ON 9439960 4488.81 somePS Male 44 30-59 Yes
1618 ON 9439960 8977.61 HS Female 66 30-59 Yes
562 ON 9439960 8977.61 bachelors Male 78 NA Yes
2945 ON 9439960 4488.81 bachelors Male 45 110+ Yes
791 ON 9439960 8977.61 bachelors Female 34 110+ Yes
1991 ON 9439960 8977.61 bachelors Female 30 110+ NA
147 ON 9439960 17955.23 bachelors Female 55 110+ NA
2614 ON 9439960 4488.81 college Male 42 60-89 NA
1657 ON 9439960 8977.61 HS Female 57 90:109 NA
2622 ON 9439960 4488.81 college Female 64 30-59 Yes
414 ON 9439960 13466.42 somePS Male 22 90:109 No
1848 ON 9439960 8977.61 lessHS Female 76 110+ Yes
2542 ON 9439960 4488.81 bachelors Female 25 60-89 NA
1715 ON 9439960 8977.61 college Female 45 110+ Yes
463 ON 9439960 13466.42 lessHS Male 42 60-89 Yes
3446 ON 9439960 4488.81 higher Female 52 60-89 Yes
3059 ON 9439960 4488.81 lessHS Female 89 <30 No
1658 ON 9439960 8977.61 bachelors Female 24 <30 Yes
1086 ON 9439960 8977.61 college Male 58 60-89 NA
3060 ON 9439960 4488.81 college Male 48 60-89 Yes
3306 ON 9439960 4488.81 college Female 44 <30 Yes
2412 ON 9439960 8977.61 bachelors Male NA NA Yes
2708 ON 9439960 4488.81 higher Female 72 <30 Yes
870 ON 9439960 8977.61 bachelors Female 61 30-59 No
1716 ON 9439960 8977.61 lessHS Female 57 <30 Yes
1771 ON 9439960 8977.61 higher Female 39 110+ Yes
2564 ON 9439960 4488.81 college Female 64 30-59 NA
17 ON 9439960 22444.03 bachelors Male 92 60-89 Yes
1481 ON 9439960 8977.61 college Female 58 NA Yes
1934 ON 9439960 8977.61 somePS Female 36 110+ Yes
1788 ON 9439960 8977.61 HS Male 77 60-89 Yes
70 ON 9439960 17955.23 somePS Male 46 30-59 NA
1536 ON 9439960 8977.61 bachelors Female 31 90:109 Yes
77 ON 9439960 17955.23 higher Female 49 90:109 Yes
2709 ON 9439960 4488.81 bachelors Female 68 NA Yes
1596 ON 9439960 8977.61 somePS Female 37 60-89 Yes
1395 ON 9439960 8977.61 HS Male 74 30-59 Yes
448 ON 9439960 13466.42 HS Male 58 30-59 NA
1352 ON 9439960 8977.61 somePS Female 45 60-89 NA
1929 ON 9439960 8977.61 HS Male 45 60-89 NA
1616 ON 9439960 8977.61 bachelors Male 29 90:109 Yes
682 ON 9439960 8977.61 higher Female 69 110+ No
23 ON 9439960 22444.03 bachelors Female 49 NA NA
71 ON 9439960 17955.23 HS Male 21 NA NA
417 ON 9439960 13466.42 HS Female 60 30-59 Yes
137 ON 9439960 17955.23 lessHS Male 72 110+ NA
1749 ON 9439960 8977.61 college Male 46 60-89 NA
3448 ON 9439960 4488.81 HS Female 61 NA Yes
1750 ON 9439960 8977.61 higher Male 43 60-89 Yes
923 ON 9439960 8977.61 college Male 44 30-59 Yes
2710 ON 9439960 4488.81 bachelors Male 35 30-59 NA
3061 ON 9439960 4488.81 lessHS Male 40 110+ NA
1935 ON 9439960 8977.61 college Male 24 60-89 NA
1994 ON 9439960 8977.61 bachelors Female 37 NA Yes
2869 ON 9439960 4488.81 lessHS Male 80 <30 Yes
451 ON 9439960 13466.42 bachelors Female 61 NA Yes
2544 ON 9439960 4488.81 HS Female 75 NA NA
872 ON 9439960 8977.61 higher Male 58 110+ Yes
3068 ON 9439960 4488.81 bachelors Male 33 60-89 No
1661 ON 9439960 8977.61 lessHS Male 63 30-59 NA
3106 ON 9439960 4488.81 somePS Female 32 30-59 Yes
1360 ON 9439960 8977.61 lessHS Female 90 90:109 Yes
2984 ON 9439960 4488.81 bachelors Female 57 30-59 NA
726 ON 9439960 8977.61 bachelors Male 49 110+ Yes
2982 ON 9439960 4488.81 bachelors Female 42 30-59 Yes
2580 ON 9439960 4488.81 higher Female 35 60-89 Yes
298 ON 9439960 13466.42 somePS Female 23 60-89 NA
149 ON 9439960 17955.23 college Male 47 110+ NA
952 ON 9439960 8977.61 higher Male 84 110+ Yes
1739 ON 9439960 8977.61 HS Female 65 60-89 NA
466 ON 9439960 13466.42 college Male 63 110+ Yes
2052 ON 9439960 8977.61 bachelors Male 49 110+ Yes
566 ON 9439960 8977.61 bachelors Female 73 110+ Yes
1967 ON 9439960 8977.61 college Male 47 90:109 Yes
2998 ON 9439960 4488.81 college Female 67 NA NA
727 ON 9439960 8977.61 college Female 47 90:109 NA
1088 ON 9439960 8977.61 somePS Female NA 30-59 Yes
35 ON 9439960 22444.03 somePS Male 22 60-89 Yes
2985 ON 9439960 4488.81 somePS Male 79 60-89 Yes
133 ON 9439960 17955.23 HS Female 55 110+ Yes
73 ON 9439960 17955.23 bachelors Female 25 NA Yes
467 ON 9439960 13466.42 bachelors Male 24 110+ NA
536 ON 9439960 13466.42 HS Male 38 30-59 Yes
2616 ON 9439960 4488.81 higher Female 48 <30 NA
39 ON 9439960 22444.03 somePS Male 58 NA No
