poverty	men	religion	degree	country	age
"About Right"	1	1	0	Australia	35
"Too Much"  	1	1	0	Australia	65
"Too Little"	1	1	0	Australia	56
"Too Little"	0	0	0	Australia	24
"About Right"	0	1	0	Australia	61
"Too Little"	0	0	0	Australia	30
"About Right"	0	1	0	Australia	21
"Too Little"	1	0	0	Australia	36
"About Right"	1	0	0	Australia	25
"About Right"	1	1	0	Australia	50
"Too Little"	0	1	0	Australia	86
"Too Little"	1	1	0	Australia	62
"About Right"	1	1	0	Australia	49
"About Right"	1	1	0	Australia	54
"Too Much"  	1	1	0	Australia	73
"About Right"	0	1	0	Australia	27
"Too Little"	0	1	0	Australia	40
"Too Little"	0	1	0	Australia	58
"Too Little"	1	1	0	Australia	40
"About Right"	0	1	0	Australia	52
"About Right"	0	1	0	Australia	27
"Too Little"	1	1	0	Australia	66
"Too Little"	0	1	0	Australia	61
"Too Little"	1	1	0	Australia	49
"Too Little"	0	1	0	Australia	27
"About Right"	0	1	0	Australia	50
"Too Little"	0	1	0	Australia	29
"Too Little"	1	1	0	Australia	22
"Too Little"	1	1	0	Australia	34
"Too Little"	1	1	0	Australia	54
"Too Little"	1	1	0	Australia	80
"About Right"	1	1	0	Australia	75
"Too Little"	0	1	1	Australia	67
"About Right"	0	1	0	Australia	42
"About Right"	1	0	0	Australia	79
"Too Much"  	1	1	0	Australia	40
"Too Little"	0	1	0	Australia	35
"Too Little"	0	1	0	Australia	55
"Too Much"  	1	1	0	Australia	51
"Too Little"	1	1	0	Australia	54
"About Right"	1	1	0	Australia	43
"About Right"	0	1	0	Australia	46
"Too Much"  	0	1	0	Australia	71
"Too Little"	1	1	0	Australia	40
"Too Little"	0	1	0	Australia	33
"Too Much"  	1	1	0	Australia	48
"Too Little"	0	1	0	Australia	31
"About Right"	1	1	0	Australia	36
"About Right"	0	1	0	Australia	36
"Too Little"	1	1	0	Australia	27
"Too Little"	1	1	0	Australia	62
"Too Little"	0	1	0	Australia	38
"Too Little"	1	1	0	Australia	60
"Too Little"	1	1	0	Australia	28
"Too Little"	0	1	0	Australia	31
"About Right"	0	1	0	Australia	43
"Too Little"	0	1	0	Australia	38
"About Right"	1	1	0	Australia	36
"About Right"	1	1	0	Australia	69
"Too Little"	0	1	0	Australia	23
"Too Little"	0	1	0	Australia	33
"Too Little"	1	1	0	Australia	18
"Too Little"	0	1	0	Australia	35
"Too Little"	1	1	0	Australia	41
"Too Little"	0	1	1	Australia	44
"Too Little"	1	1	0	Australia	66
"Too Little"	0	1	0	Australia	35
"Too Little"	1	0	0	Australia	43
"About Right"	1	0	0	Australia	49
"Too Little"	1	0	0	Australia	33
"Too Little"	0	1	0	Australia	55
"Too Much"  	1	0	0	Australia	41
"Too Little"	0	0	0	Australia	45
"Too Little"	1	0	0	Australia	31
"Too Much"  	0	1	0	Australia	53
"About Right"	0	1	0	Australia	43
"Too Little"	0	1	0	Australia	19
"About Right"	1	1	0	Australia	56
"About Right"	0	1	0	Australia	51
"Too Much"  	1	1	0	Australia	42
"About Right"	1	1	0	Australia	62
"Too Little"	0	1	0	Australia	35
"About Right"	1	0	0	Australia	43
"About Right"	0	1	0	Australia	42
"About Right"	1	1	0	Australia	44
"Too Little"	1	1	0	Australia	39
"Too Much"  	1	1	0	Australia	56
"About Right"	1	1	0	Australia	54
"Too Little"	0	1	0	Australia	52
"Too Little"	0	1	0	Australia	30
"About Right"	0	1	0	Australia	40
"About Right"	0	1	0	Australia	26
"About Right"	0	1	0	Australia	40
"Too Much"  	0	1	0	Australia	18
"Too Much"  	0	1	0	Australia	42
"Too Little"	1	1	0	Australia	21
"Too Much"  	0	1	0	Australia	39
"Too Little"	1	1	0	Australia	66
"Too Little"	0	1	0	Australia	68
"About Right"	1	1	0	Australia	46
"Too Little"	1	1	0	Australia	74
"Too Much"  	0	1	0	Australia	46
"Too Little"	1	1	0	Australia	43
"Too Little"	1	0	0	Australia	32
"Too Little"	1	1	0	Australia	29
"Too Little"	0	1	0	Australia	44
"Too Much"  	0	1	0	Australia	77
"Too Little"	0	1	0	Australia	36
"Too Little"	1	1	0	Australia	72
"About Right"	1	1	0	Australia	27
"Too Little"	0	1	0	Australia	23
"Too Little"	1	1	0	Australia	57
"Too Little"	0	1	1	Australia	23
"Too Little"	1	1	0	Australia	50
"About Right"	0	1	0	Australia	73
"Too Little"	0	1	0	Australia	60
"Too Little"	1	1	0	Australia	22
"About Right"	1	1	0	Australia	26
"Too Little"	0	0	0	Australia	38
"About Right"	1	1	0	Australia	31
"Too Much"  	0	1	0	Australia	59
"Too Little"	1	1	0	Australia	29
"Too Little"	1	1	0	Australia	63
"Too Little"	0	1	0	Australia	23
"Too Little"	0	1	0	Australia	24
"Too Little"	1	1	0	Australia	66
"Too Little"	1	1	0	Australia	58
"Too Little"	1	1	0	Australia	35
"Too Much"  	0	1	0	Australia	33
"About Right"	0	1	0	Australia	70
"Too Much"  	1	1	0	Australia	91
"Too Little"	1	1	0	Australia	46
"Too Little"	1	1	0	Australia	49
"Too Little"	0	1	0	Australia	24
"Too Little"	1	1	0	Australia	40
"Too Little"	0	1	0	Australia	54
"Too Much"  	1	0	0	Australia	45
"Too Much"  	0	1	0	Australia	55
"Too Little"	0	1	0	Australia	73
"About Right"	1	1	0	Australia	31
"Too Little"	1	1	0	Australia	29
"Too Little"	1	0	0	Australia	34
"About Right"	0	1	0	Australia	51
"Too Little"	1	1	0	Australia	30
"Too Little"	0	1	0	Australia	25
"Too Little"	1	0	0	Australia	24
"Too Much"  	0	1	0	Australia	67
"Too Little"	1	1	0	Australia	51
"Too Little"	0	1	0	Australia	43
"Too Little"	1	1	0	Australia	53
"Too Little"	0	1	0	Australia	27
"Too Much"  	0	1	0	Australia	42
"About Right"	0	1	0	Australia	28
"Too Much"  	0	1	0	Australia	73
"Too Little"	1	0	1	Australia	39
"Too Little"	1	1	0	Australia	67
"About Right"	0	1	0	Australia	62
"Too Little"	1	1	0	Australia	76
"Too Little"	0	0	0	Australia	30
"Too Little"	0	1	0	Australia	37
"About Right"	1	1	0	Australia	22
"Too Little"	0	1	0	Australia	18
"Too Little"	0	1	1	Australia	26
"Too Little"	0	1	0	Australia	49
"Too Little"	1	1	0	Australia	29
"Too Much"  	1	1	0	Australia	38
"Too Little"	1	1	0	Australia	22
"About Right"	1	1	0	Australia	69
"About Right"	1	1	0	Australia	52
"About Right"	0	0	0	Australia	23
"Too Much"  	0	1	0	Australia	80
"Too Much"  	0	1	0	Australia	76
"About Right"	1	0	0	Australia	51
"Too Little"	0	1	0	Australia	18
"About Right"	0	1	1	Australia	45
"About Right"	0	1	0	Australia	59
"Too Little"	1	1	0	Australia	29
"About Right"	1	1	0	Australia	81
"Too Little"	0	1	0	Australia	48
"About Right"	1	0	0	Australia	32
"About Right"	0	0	0	Australia	31
"About Right"	0	1	0	Australia	59
"About Right"	1	1	0	Australia	53
"About Right"	0	1	0	Australia	28
"Too Little"	1	0	0	Australia	45
"About Right"	1	1	0	Australia	70
"Too Little"	0	1	0	Australia	45
"About Right"	0	1	0	Australia	47
"Too Little"	0	1	0	Australia	53
"Too Little"	1	1	0	Australia	84
"Too Much"  	1	1	0	Australia	70
"About Right"	0	1	0	Australia	73
"Too Little"	0	1	0	Australia	23
"About Right"	1	0	0	Australia	30
"Too Much"  	0	1	0	Australia	71
"Too Much"  	0	1	0	Australia	62
"Too Little"	0	1	0	Australia	72
"Too Much"  	0	1	0	Australia	41
"About Right"	0	1	0	Australia	30
"About Right"	1	1	0	Australia	67
"Too Little"	0	1	0	Australia	79
"Too Little"	0	1	0	Australia	28
"Too Much"  	1	1	0	Australia	33
"About Right"	1	1	0	Australia	76
"Too Little"	0	1	0	Australia	39
"Too Much"  	1	1	0	Australia	36
"Too Much"  	0	1	0	Australia	37
"About Right"	0	1	1	Australia	55
"Too Little"	0	1	0	Australia	54
"About Right"	0	0	0	Australia	65
"Too Much"  	1	1	0	Australia	72
"Too Little"	0	1	0	Australia	32
"Too Little"	1	1	0	Australia	53
"About Right"	0	1	0	Australia	25
"About Right"	1	1	0	Australia	61
"Too Little"	1	1	0	Australia	74
"Too Much"  	0	1	0	Australia	67
"Too Little"	1	1	0	Australia	47
"Too Little"	0	1	0	Australia	75
"Too Much"  	1	1	0	Australia	46
"About Right"	0	1	0	Australia	58
"Too Little"	1	1	0	Australia	25
"Too Little"	1	1	0	Australia	41
"Too Little"	1	1	0	Australia	37
"About Right"	1	1	0	Australia	72
"About Right"	0	1	0	Australia	67
"About Right"	1	1	1	Australia	48
"Too Little"	1	1	0	Australia	30
"Too Little"	0	1	0	Australia	72
"Too Little"	1	1	0	Australia	52
"Too Little"	1	1	0	Australia	18
"Too Little"	1	1	0	Australia	40
"Too Little"	1	1	0	Australia	84
"Too Little"	0	1	0	Australia	80
"Too Much"  	0	1	0	Australia	64
"About Right"	1	1	0	Australia	23
"About Right"	0	1	0	Australia	21
"Too Little"	1	0	0	Australia	50
"About Right"	1	0	0	Australia	87
"Too Little"	0	0	0	Australia	25
"About Right"	1	1	0	Australia	65
"Too Little"	0	1	0	Australia	27
"Too Little"	0	0	0	Australia	25
"About Right"	0	1	0	Australia	25
"Too Little"	0	1	0	Australia	53
"Too Little"	0	1	0	Australia	48
"Too Little"	0	1	0	Australia	73
"Too Much"  	0	0	1	Australia	33
"Too Little"	1	0	0	Australia	49
"Too Little"	1	0	0	Australia	38
"About Right"	1	1	0	Australia	36
"Too Little"	0	0	0	Australia	23
"Too Little"	0	1	1	Australia	31
"Too Little"	1	0	0	Australia	32
"Too Little"	0	1	0	Australia	33
"About Right"	1	0	0	Australia	27
"About Right"	1	1	0	Australia	24
"Too Little"	1	0	0	Australia	47
"Too Little"	1	1	1	Australia	34
"About Right"	0	0	0	Australia	45
"Too Little"	0	1	0	Australia	43
"Too Little"	1	1	0	Australia	49
"Too Little"	0	1	1	Australia	33
"Too Little"	1	0	0	Australia	20
"Too Much"  	0	1	0	Australia	42
"Too Little"	0	0	0	Australia	18
"About Right"	1	1	0	Australia	77
"About Right"	0	1	0	Australia	64
"Too Little"	0	1	0	Australia	30
"Too Much"  	1	1	0	Australia	43
"Too Little"	1	1	0	Australia	28
"Too Little"	0	0	0	Australia	18
"Too Little"	0	0	0	Australia	50
"Too Little"	1	0	0	Australia	40
"Too Little"	1	1	0	Australia	43
"Too Little"	0	1	0	Australia	28
"Too Little"	0	1	0	Australia	38
"Too Little"	1	0	0	Australia	27
"Too Little"	0	1	0	Australia	23
"Too Little"	1	1	0	Australia	33
"About Right"	1	1	0	Australia	36
"Too Little"	1	1	0	Australia	37
"Too Little"	1	1	0	Australia	23
"Too Much"  	1	1	0	Australia	67
"Too Little"	1	1	0	Australia	32
"Too Little"	0	1	0	Australia	24
"Too Much"  	1	1	0	Australia	23
"Too Much"  	1	1	0	Australia	69
"Too Little"	1	0	0	Australia	50
"Too Little"	0	1	0	Australia	68
"About Right"	1	1	0	Australia	74
"Too Little"	1	1	0	Australia	69
"Too Little"	0	1	0	Australia	37
"Too Little"	0	0	0	Australia	28
"Too Much"  	1	1	0	Australia	66
"About Right"	1	0	0	Australia	40
"Too Much"  	0	1	0	Australia	33
"Too Little"	0	0	0	Australia	44
"Too Little"	1	1	0	Australia	61
"Too Much"  	0	1	0	Australia	19
"Too Much"  	0	1	0	Australia	57
"Too Much"  	0	1	0	Australia	51
"Too Little"	0	1	1	Australia	41
"About Right"	1	1	1	Australia	49
"Too Little"	0	1	0	Australia	18
"About Right"	1	1	1	Australia	33
"Too Little"	0	1	1	Australia	29
"About Right"	1	1	0	Australia	56
"Too Little"	0	1	0	Australia	50
"Too Much"  	0	1	0	Australia	43
"Too Much"  	1	0	1	Australia	31
"About Right"	0	1	0	Australia	51
"Too Little"	0	1	0	Australia	19
"Too Little"	0	1	0	Australia	28
"About Right"	0	0	0	Australia	47
"About Right"	1	1	0	Australia	34
"Too Much"  	1	0	0	Australia	46
"Too Much"  	0	1	0	Australia	35
"Too Much"  	0	1	0	Australia	27
"Too Much"  	1	1	0	Australia	54
"About Right"	1	1	0	Australia	25
"About Right"	1	1	0	Australia	20
"Too Little"	0	1	0	Australia	52
"Too Much"  	1	1	0	Australia	36
"Too Little"	0	1	0	Australia	30
"Too Little"	0	1	0	Australia	30
"Too Little"	1	1	0	Australia	27
"Too Little"	1	1	0	Australia	30
"Too Little"	0	1	0	Australia	37
"Too Little"	1	0	0	Australia	37
"Too Little"	0	1	0	Australia	29
"Too Little"	0	1	0	Australia	23
"Too Little"	0	1	0	Australia	74
"About Right"	0	1	0	Australia	36
"About Right"	1	1	0	Australia	41
"About Right"	0	0	0	Australia	31
"Too Much"  	0	1	0	Australia	67
"Too Little"	0	1	0	Australia	80
"Too Little"	1	1	0	Australia	25
"Too Much"  	1	0	0	Australia	55
"Too Little"	0	1	0	Australia	40
"Too Little"	0	1	0	Australia	61
"About Right"	1	0	0	Australia	41
"Too Much"  	0	1	0	Australia	37
"Too Little"	0	1	0	Australia	30
"Too Little"	1	1	0	Australia	67
"About Right"	1	0	0	Australia	39
"Too Little"	1	0	0	Australia	73
"Too Little"	0	1	0	Australia	49
"Too Little"	0	0	0	Australia	38
"Too Little"	1	1	0	Australia	25
"About Right"	0	1	0	Australia	35
"Too Little"	0	1	0	Australia	42
"About Right"	0	1	0	Australia	46
"Too Little"	0	1	0	Australia	76
"About Right"	1	1	0	Australia	69
"Too Much"  	0	1	0	Australia	73
"About Right"	1	0	0	Australia	46
"Too Much"  	1	1	0	Australia	59
"About Right"	0	1	0	Australia	37
"Too Little"	0	0	1	Australia	20
"Too Little"	0	1	0	Australia	63
"About Right"	0	1	0	Australia	22
"Too Little"	1	1	0	Australia	76
"About Right"	0	1	0	Australia	32
"About Right"	0	1	0	Australia	36
"Too Little"	0	1	0	Australia	19
"Too Little"	0	1	0	Australia	31
"About Right"	1	1	0	Australia	86
"Too Little"	1	1	0	Australia	52
"Too Little"	0	1	0	Australia	34
"Too Little"	0	1	0	Australia	39
"Too Little"	0	1	0	Australia	76
"About Right"	1	0	0	Australia	69
"Too Much"  	0	1	0	Australia	76
"Too Much"  	1	1	0	Australia	85
"Too Little"	0	1	0	Australia	68
"About Right"	1	1	0	Australia	72
"Too Little"	0	1	0	Australia	82
"About Right"	0	1	0	Australia	27
"About Right"	0	1	0	Australia	49
"Too Little"	1	0	0	Australia	56
"About Right"	0	1	0	Australia	47
"About Right"	1	0	0	Australia	48
"About Right"	0	1	0	Australia	31
"Too Little"	0	1	0	Australia	22
"Too Much"  	1	1	0	Australia	28
"Too Little"	1	0	0	Australia	33
"About Right"	1	1	0	Australia	25
"About Right"	1	1	1	Australia	21
"About Right"	1	1	1	Australia	32
"Too Little"	0	1	1	Australia	22
"About Right"	1	1	0	Australia	39
"Too Much"  	0	1	0	Australia	44
"About Right"	1	0	0	Australia	23
"Too Much"  	0	1	0	Australia	35
"About Right"	1	1	0	Australia	40
"About Right"	0	1	0	Australia	34
"Too Little"	1	1	0	Australia	30
"Too Much"  	0	1	0	Australia	71
"Too Little"	1	1	0	Australia	37
"Too Little"	0	1	0	Australia	32
"Too Little"	0	1	0	Australia	24
"Too Little"	1	1	0	Australia	22
"Too Little"	1	1	0	Australia	32
"Too Little"	0	1	0	Australia	24
"Too Much"  	0	1	0	Australia	50
"About Right"	0	1	0	Australia	42
"Too Little"	0	1	0	Australia	44
"Too Much"  	0	0	0	Australia	48
"Too Little"	1	0	0	Australia	32
"About Right"	1	0	0	Australia	55
"Too Little"	0	1	0	Australia	34
"Too Little"	1	0	0	Australia	24
"Too Little"	0	1	0	Australia	26
"Too Little"	1	0	0	Australia	38
"Too Little"	0	1	0	Australia	67
"About Right"	0	1	0	Australia	76
"Too Little"	1	1	0	Australia	41
"About Right"	0	1	0	Australia	33
"Too Little"	1	1	0	Australia	41
"Too Little"	0	1	0	Australia	45
"Too Little"	1	1	0	Australia	23
"Too Little"	1	1	0	Australia	25
"Too Much"  	0	1	0	Australia	60
"Too Little"	1	1	0	Australia	59
"Too Little"	0	1	0	Australia	72
"About Right"	1	1	0	Australia	58
"Too Little"	1	1	0	Australia	41
"About Right"	0	1	0	Australia	79
"About Right"	0	1	0	Australia	41
"Too Little"	1	1	0	Australia	56
"Too Little"	0	1	0	Australia	56
"About Right"	0	1	0	Australia	51
"Too Little"	0	1	0	Australia	50
"About Right"	1	1	0	Australia	39
"About Right"	1	1	0	Australia	53
"Too Little"	1	1	0	Australia	30
"Too Little"	0	1	0	Australia	43
"About Right"	0	1	0	Australia	80
"About Right"	0	1	0	Australia	31
"About Right"	1	0	0	Australia	21
"Too Little"	0	1	0	Australia	34
"About Right"	1	0	0	Australia	60
"Too Little"	0	0	0	Australia	42
"About Right"	1	0	0	Australia	69
"About Right"	1	1	0	Australia	81
"About Right"	0	0	0	Australia	31
"Too Little"	0	1	0	Australia	31
"Too Much"  	1	1	0	Australia	76
"Too Much"  	0	0	0	Australia	37
"Too Much"  	0	1	1	Australia	75
"Too Much"  	0	1	0	Australia	42
"About Right"	0	1	0	Australia	73
"Too Little"	0	1	0	Australia	82
"Too Little"	0	1	0	Australia	51
"Too Little"	1	1	0	Australia	52
"Too Little"	1	1	0	Australia	33
"Too Little"	0	1	0	Australia	55
"Too Little"	1	1	0	Australia	22
"Too Little"	1	1	0	Australia	66
"Too Little"	1	1	1	Australia	31
"Too Little"	1	1	0	Australia	24
"About Right"	1	0	0	Australia	67
"Too Much"  	0	0	0	Australia	45
"Too Little"	0	0	0	Australia	20
"Too Much"  	0	0	0	Australia	65
"Too Little"	0	1	0	Australia	21
"Too Little"	1	1	0	Australia	23
"Too Little"	0	1	0	Australia	31
"Too Little"	0	0	0	Australia	30
"About Right"	0	1	0	Australia	39
"Too Little"	0	1	0	Australia	25
"Too Much"  	1	1	0	Australia	48
"Too Little"	1	1	0	Australia	69
"Too Little"	1	1	0	Australia	51
"About Right"	0	1	0	Australia	47
"Too Little"	0	1	0	Australia	25
"Too Little"	1	1	0	Australia	63
"About Right"	0	1	0	Australia	50
"Too Much"  	1	0	0	Australia	33
"Too Little"	0	1	0	Australia	33
"Too Little"	1	0	0	Australia	26
"About Right"	0	0	0	Australia	26
"Too Much"  	1	1	0	Australia	53
"Too Much"  	1	1	0	Australia	40
"Too Little"	0	1	0	Australia	19
"Too Much"  	1	1	0	Australia	45
"Too Little"	0	1	0	Australia	54
"About Right"	1	0	0	Australia	41
"About Right"	1	1	0	Australia	49
"Too Little"	0	1	0	Australia	63
"Too Much"  	0	1	0	Australia	38
"Too Little"	0	1	0	Australia	28
"Too Little"	1	1	0	Australia	55
"Too Little"	0	1	0	Australia	36
"Too Little"	1	1	0	Australia	51
"About Right"	0	1	0	Australia	79
"Too Little"	0	0	0	Australia	53
"About Right"	1	0	0	Australia	58
"Too Little"	1	1	0	Australia	31
"About Right"	0	0	0	Australia	62
"Too Much"  	0	1	0	Australia	70
"About Right"	1	1	0	Australia	42
"Too Little"	0	0	0	Australia	47
"About Right"	1	0	1	Australia	60
"About Right"	1	1	0	Australia	64
"Too Little"	0	1	0	Australia	43
"Too Little"	0	1	0	Australia	73
"Too Much"  	1	0	0	Australia	39
"Too Little"	1	0	0	Australia	45
"About Right"	1	0	0	Australia	23
"About Right"	0	0	0	Australia	81
"Too Little"	0	1	0	Australia	37
"Too Little"	1	1	0	Australia	66
"Too Little"	0	1	0	Australia	29
"About Right"	1	0	0	Australia	72
"About Right"	0	1	0	Australia	24
"About Right"	1	1	0	Australia	27
"About Right"	1	0	0	Australia	68
"Too Little"	1	1	0	Australia	30
"Too Much"  	0	1	0	Australia	31
"Too Little"	1	1	0	Australia	35
"Too Little"	0	1	0	Australia	21
"Too Much"  	1	1	0	Australia	28
"Too Little"	0	1	0	Australia	35
"Too Much"  	1	1	0	Australia	37
"Too Much"  	1	1	0	Australia	51
"Too Little"	1	0	1	Australia	39
"About Right"	1	1	0	Australia	30
"About Right"	0	0	1	Australia	48
"Too Little"	1	1	1	Australia	29
"About Right"	1	0	1	Australia	26
"Too Little"	1	1	0	Australia	35
"Too Little"	1	1	1	Australia	21
"About Right"	0	1	0	Australia	71
"About Right"	1	1	0	Australia	76
"Too Much"  	0	1	0	Australia	43
"Too Little"	1	1	0	Australia	26
"Too Little"	1	1	0	Australia	50
"Too Little"	0	1	0	Australia	73
"Too Much"  	1	1	0	Australia	55
"About Right"	0	1	0	Australia	31
"Too Little"	0	1	0	Australia	29
"Too Much"  	0	1	0	Australia	22
"Too Much"  	0	1	0	Australia	67
"About Right"	0	1	0	Australia	45
"Too Much"  	0	1	0	Australia	30
"Too Little"	0	1	0	Australia	53
"Too Little"	0	1	0	Australia	22
"Too Little"	1	1	0	Australia	23
"About Right"	1	1	0	Australia	32
"Too Little"	1	1	0	Australia	67
"About Right"	1	1	0	Australia	82
"Too Little"	1	0	0	Australia	69
"Too Little"	1	0	0	Australia	31
"Too Little"	0	1	0	Australia	32
"Too Much"  	1	1	0	Australia	67
"Too Little"	1	0	0	Australia	25
"Too Little"	0	1	0	Australia	50
"Too Much"  	1	1	0	Australia	65
"Too Little"	1	1	0	Australia	50
"Too Little"	1	0	0	Australia	23
"About Right"	1	1	0	Australia	46
"Too Little"	0	1	0	Australia	42
"About Right"	1	1	0	Australia	31
"Too Little"	1	0	0	Australia	52
"Too Little"	1	1	0	Australia	31
"About Right"	0	1	0	Australia	26
"About Right"	0	1	0	Australia	58
"About Right"	0	0	0	Australia	34
"About Right"	0	0	0	Australia	18
"Too Little"	1	1	0	Australia	51
"About Right"	1	1	0	Australia	44
"About Right"	0	1	0	Australia	56
"Too Little"	0	1	0	Australia	59
"Too Little"	0	0	0	Australia	40
"Too Much"  	0	1	0	Australia	68
"Too Little"	0	1	0	Australia	68
"About Right"	1	1	0	Australia	69
"Too Little"	0	0	0	Australia	19
"About Right"	1	0	0	Australia	35
"About Right"	0	1	0	Australia	55
"About Right"	1	1	0	Australia	24
"About Right"	1	1	0	Australia	38
"About Right"	1	1	0	Australia	50
"Too Little"	0	1	0	Australia	66
"Too Much"  	0	1	0	Australia	43
"Too Little"	0	1	0	Australia	44
"Too Little"	1	0	1	Australia	39
"About Right"	0	0	1	Australia	34
"Too Little"	1	0	0	Australia	40
"Too Little"	0	1	0	Australia	32
"Too Little"	0	0	0	Australia	33
"Too Little"	1	1	0	Australia	56
"Too Little"	0	1	0	Australia	40
"Too Little"	0	1	0	Australia	40
"About Right"	1	1	0	Australia	39
"About Right"	1	1	0	Australia	37
"About Right"	0	1	0	Australia	27
"About Right"	0	1	0	Australia	61
"Too Much"  	0	1	0	Australia	40
"Too Much"  	1	0	1	Australia	61
"Too Little"	1	1	0	Australia	57
"Too Little"	0	1	0	Australia	23
"Too Much"  	1	1	0	Australia	77
"About Right"	1	1	0	Australia	48
"About Right"	0	0	0	Australia	40
"Too Little"	0	1	0	Australia	47
"Too Little"	0	1	0	Australia	25
"Too Little"	0	1	0	Australia	63
"Too Little"	0	0	0	Australia	28
"Too Little"	1	1	0	Australia	84
"Too Little"	1	0	0	Australia	28
"Too Little"	0	1	0	Australia	80
"Too Little"	1	0	0	Australia	21
"Too Little"	0	1	0	Australia	42
"Too Little"	1	0	0	Australia	21
"Too Little"	1	1	0	Australia	37
"About Right"	1	1	0	Australia	21
"Too Little"	0	1	0	Australia	47
"About Right"	0	1	0	Australia	39
"Too Much"  	0	1	0	Australia	44
"About Right"	1	1	0	Australia	37
"Too Much"  	0	1	0	Australia	37
"Too Much"  	0	1	0	Australia	39
"Too Little"	0	1	0	Australia	43
"Too Little"	0	1	1	Australia	48
"Too Little"	1	1	0	Australia	57
"Too Little"	0	1	0	Australia	25
"Too Little"	0	1	1	Australia	19
"Too Little"	1	1	0	Australia	58
"Too Little"	0	0	0	Australia	50
"Too Little"	1	1	0	Australia	34
"Too Little"	1	1	0	Australia	35
"Too Little"	0	1	0	Australia	22
"About Right"	0	1	0	Australia	64
"About Right"	1	1	0	Australia	40
"Too Much"  	0	1	0	Australia	36
"About Right"	1	1	0	Australia	46
"About Right"	1	0	0	Australia	53
"Too Little"	1	1	0	Australia	64
"About Right"	0	1	0	Australia	67
"About Right"	1	0	1	Australia	49
"About Right"	0	0	0	Australia	38
"Too Little"	1	1	0	Australia	33
"Too Much"  	0	1	0	Australia	54
"Too Little"	0	0	0	Australia	25
"Too Little"	0	1	0	Australia	29
"About Right"	0	1	0	Australia	82
"Too Little"	1	1	0	Australia	26
"Too Little"	0	1	0	Australia	73
"About Right"	1	1	0	Australia	29
"Too Little"	0	1	1	Australia	37
"About Right"	0	1	0	Australia	71
"Too Little"	1	1	0	Australia	89
"About Right"	1	0	0	Australia	39
"Too Little"	0	1	0	Australia	28
"About Right"	0	1	0	Australia	37
"About Right"	0	0	0	Australia	46
"Too Little"	1	1	0	Australia	53
"Too Little"	0	1	0	Australia	35
"About Right"	1	1	0	Australia	44
"Too Little"	0	1	0	Australia	35
"Too Little"	1	1	0	Australia	34
"About Right"	0	0	0	Australia	61
"Too Little"	1	0	0	Australia	48
"Too Little"	0	1	0	Australia	41
"Too Little"	1	1	0	Australia	46
"Too Little"	1	1	0	Australia	63
"Too Little"	1	1	0	Australia	57
"About Right"	1	1	0	Australia	35
"About Right"	1	1	0	Australia	20
"Too Little"	1	1	0	Australia	46
"Too Little"	1	0	0	Australia	20
"Too Much"  	0	0	0	Australia	29
"Too Little"	0	1	0	Australia	35
"About Right"	1	0	0	Australia	18
"Too Little"	1	1	0	Australia	51
"About Right"	0	0	0	Australia	22
"Too Little"	1	1	0	Australia	70
"About Right"	1	1	0	Australia	28
"Too Little"	0	1	0	Australia	58
"About Right"	1	1	0	Australia	42
"Too Little"	0	1	0	Australia	71
"Too Much"  	1	1	0	Australia	74
"About Right"	0	1	0	Australia	33
"About Right"	0	1	0	Australia	80
"Too Little"	0	1	0	Australia	66
"Too Little"	1	1	0	Australia	66
"About Right"	0	1	0	Australia	43
"About Right"	0	1	0	Australia	28
"Too Little"	1	0	0	Australia	83
"About Right"	0	1	0	Australia	79
"Too Little"	0	0	0	Australia	65
"Too Little"	0	1	0	Australia	30
"Too Little"	1	1	0	Australia	46
"Too Little"	1	0	0	Australia	36
"Too Little"	0	0	0	Australia	30
"Too Little"	0	1	0	Australia	34
"Too Little"	0	1	0	Australia	40
"Too Little"	0	1	0	Australia	31
"Too Little"	1	1	0	Australia	26
"Too Little"	0	1	0	Australia	56
"About Right"	1	1	0	Australia	40
"Too Much"  	0	1	0	Australia	45
"About Right"	1	1	0	Australia	41
"About Right"	0	1	0	Australia	54
"Too Little"	1	1	0	Australia	26
"Too Little"	0	1	0	Australia	32
"Too Little"	0	0	0	Australia	54
"Too Little"	0	1	0	Australia	58
"Too Little"	0	0	1	Australia	30
"Too Little"	1	0	0	Australia	59
"Too Little"	0	1	0	Australia	21
"Too Little"	1	1	0	Australia	23
"Too Little"	1	0	0	Australia	44
"About Right"	0	1	0	Australia	50
"About Right"	0	0	0	Australia	64
"About Right"	1	0	0	Australia	30
"About Right"	1	0	0	Australia	75
"About Right"	1	0	0	Australia	33
"About Right"	0	0	1	Australia	21
"About Right"	1	0	0	Australia	67
"About Right"	0	0	0	Australia	46
"Too Little"	1	1	0	Australia	45
"About Right"	0	1	0	Australia	36
"Too Little"	0	1	0	Australia	43
"About Right"	1	1	0	Australia	52
"About Right"	1	0	0	Australia	33
"Too Little"	0	1	0	Australia	76
"Too Little"	0	0	0	Australia	39
"Too Much"  	0	0	0	Australia	49
"Too Much"  	1	1	0	Australia	45
"About Right"	1	1	0	Australia	41
"About Right"	1	1	0	Australia	50
"Too Much"  	1	0	0	Australia	65
"About Right"	0	1	0	Australia	27
"Too Little"	1	1	0	Australia	28
"Too Much"  	0	1	0	Australia	52
"Too Little"	1	0	0	Australia	28
"About Right"	1	1	0	Australia	52
