working	region	kids0004	kids0509	kids1014	familyIncome	education
1032	TRUE	Quebec	Yes	Yes	No	35.892	14
1033	TRUE	Ontario	Yes	No	No	85.945	14
1034	TRUE	Ontario	No	Yes	Yes	20.46	12.1
1035	FALSE	Quebec	No	No	Yes	40.16	15
1036	TRUE	BC	Yes	Yes	No	40.98	15
1037	FALSE	Atlantic	No	Yes	No	5.847	12.5
1038	TRUE	Ontario	Yes	Yes	No	31.583	12
1039	TRUE	Quebec	Yes	No	No	20.491	14.3
1040	TRUE	Atlantic	Yes	No	No	10.803	12
1041	TRUE	Ontario	No	Yes	Yes	34.431	14.4
1042	TRUE	Ontario	Yes	No	No	22.469	14
1043	TRUE	Ontario	Yes	Yes	No	22.685	12
1044	TRUE	BC	Yes	Yes	No	101.319	15
1045	TRUE	Atlantic	No	Yes	No	6.479	12
1046	TRUE	Quebec	Yes	No	No	16.396	14
1047	TRUE	Ontario	Yes	No	No	21.061	16.3
1048	TRUE	BC	No	No	Yes	34.277	12.5
1049	FALSE	Ontario	Yes	Yes	No	34.93	9.5
1050	TRUE	Ontario	No	No	No	27.82	13.5
1051	TRUE	Atlantic	Yes	No	No	35.338	16
1052	TRUE	Prairies	Yes	No	No	14.394	10.5
1053	FALSE	Quebec	Yes	No	No	38.209	13
1054	TRUE	Atlantic	Yes	No	No	18.214	11.5
1055	TRUE	BC	No	No	No	40.135	12.1
1056	FALSE	Ontario	No	Yes	Yes	27.26	11
1057	FALSE	Ontario	Yes	No	No	19.357	9
1058	FALSE	Prairies	Yes	No	No	33.282	12
1059	TRUE	Atlantic	Yes	No	No	14.902	10
1060	FALSE	Ontario	Yes	Yes	No	23.144	15
1061	FALSE	BC	Yes	No	Yes	27.9	12.5
1062	TRUE	Prairies	Yes	No	No	47.99	16.8
1063	TRUE	Atlantic	No	No	Yes	33.125	10
1064	TRUE	Atlantic	Yes	No	No	29.868	14.5
1065	TRUE	Prairies	No	No	No	35.847	12.8
1066	TRUE	Quebec	Yes	No	No	17.731	17
1067	TRUE	Prairies	No	No	No	18.905	13.5
1068	TRUE	Atlantic	Yes	No	No	22.432	15
1069	TRUE	Prairies	No	No	No	11.291	14
1070	TRUE	Prairies	Yes	Yes	No	3.354	14
1071	TRUE	Quebec	Yes	No	No	19.722	13
1072	TRUE	Ontario	No	Yes	Yes	33.75	12
1073	TRUE	BC	Yes	No	No	47.987	18
1074	TRUE	Prairies	No	No	No	32.577	16
1075	TRUE	Ontario	Yes	No	No	23.106	18
1076	TRUE	Atlantic	Yes	No	No	74.417	20
1077	TRUE	Ontario	Yes	Yes	No	43.441	12.5
1078	TRUE	Atlantic	No	No	No	66.361	12.6
1079	TRUE	Quebec	Yes	No	No	34.879	20
1080	TRUE	Prairies	No	Yes	No	24.397	12
1081	TRUE	Prairies	No	No	Yes	35.793	12
1082	TRUE	Prairies	No	Yes	No	41.824	13
1083	TRUE	Atlantic	Yes	Yes	No	27.503	12
1084	FALSE	Ontario	Yes	No	No	13.599	17
1085	TRUE	Ontario	Yes	No	No	33.392	19
1086	TRUE	Atlantic	Yes	Yes	No	17.756	12.5
1087	TRUE	Prairies	Yes	No	No	22.873	11
1088	TRUE	Prairies	No	No	No	31.154	12.5
1089	TRUE	Ontario	No	No	No	19.774	13.5
1090	FALSE	Prairies	Yes	Yes	No	0	12
1091	TRUE	Prairies	No	No	No	31.03	17
1092	TRUE	Ontario	Yes	Yes	Yes	32.236	12
1093	FALSE	Quebec	Yes	Yes	Yes	24.906	7
1094	TRUE	Prairies	Yes	No	No	25.158	14
1095	TRUE	Atlantic	Yes	No	No	39.415	16.5
1096	FALSE	Atlantic	No	No	No	11.887	5.5
1097	FALSE	Quebec	No	Yes	No	26.316	10.5
1098	TRUE	Ontario	No	No	No	3.149	13
1099	FALSE	Prairies	Yes	No	No	7.443	14
1100	FALSE	Prairies	Yes	No	No	11.218	12
1101	TRUE	Atlantic	Yes	No	No	10.979	12.5
1102	TRUE	Ontario	No	Yes	Yes	46.431	14
1103	FALSE	Ontario	Yes	Yes	No	38.766	12
1104	TRUE	Ontario	Yes	No	No	23.888	14
1105	TRUE	Quebec	Yes	Yes	No	28.691	14
1106	TRUE	Ontario	Yes	Yes	No	33.494	16
1107	TRUE	Atlantic	No	No	Yes	22.242	10
1108	FALSE	Atlantic	Yes	No	No	15.226	12
1109	TRUE	Ontario	Yes	No	No	22.104	12
1110	TRUE	Prairies	No	Yes	Yes	25.99	11.5
1111	TRUE	Ontario	Yes	Yes	No	24.84	20
1112	TRUE	Prairies	No	Yes	No	6.171	15
1113	TRUE	Prairies	No	No	No	6.34	12.5
1114	TRUE	Atlantic	No	No	Yes	17.755	6.3
1115	TRUE	Prairies	No	No	Yes	28.251	11
1116	TRUE	Ontario	Yes	No	No	33.167	19
1117	TRUE	Atlantic	Yes	No	No	14.459	11
1118	TRUE	Ontario	Yes	No	No	40.694	15.5
1119	TRUE	Prairies	Yes	No	No	20.767	14.5
1120	TRUE	Ontario	No	No	No	12.861	12
1121	TRUE	Ontario	Yes	No	No	12.86	12
1122	TRUE	Atlantic	No	No	No	20.866	11.5
1123	TRUE	Ontario	Yes	No	No	46.045	12
1124	TRUE	Quebec	Yes	No	No	34.415	15
1125	TRUE	Ontario	Yes	No	No	33.07	12.5
1126	TRUE	Ontario	Yes	No	No	30.489	12.5
1127	TRUE	Ontario	Yes	No	No	71.939	19
1128	TRUE	Prairies	No	No	No	35.077	17
1129	TRUE	Ontario	Yes	Yes	No	31.417	18
1130	TRUE	Ontario	No	Yes	Yes	25.097	12
1131	TRUE	Prairies	No	No	No	15.02	12.5
1132	TRUE	Ontario	Yes	Yes	No	42.358	16
1133	TRUE	Ontario	No	No	No	29.091	13
1134	FALSE	Atlantic	Yes	Yes	No	43.39	12
1135	TRUE	Ontario	Yes	No	No	26.386	15
1136	TRUE	Atlantic	Yes	No	No	40.898	14
1137	FALSE	Atlantic	No	No	Yes	27.59	10
1138	TRUE	Ontario	Yes	No	No	11.426	13
1139	TRUE	Prairies	No	No	Yes	59.021	12
1140	TRUE	Ontario	No	No	No	33.81	15
1141	FALSE	Quebec	Yes	Yes	Yes	35.068	12
1142	FALSE	Ontario	Yes	Yes	No	46.612	15
1143	TRUE	Prairies	No	No	No	23.841	14.3
1144	TRUE	Prairies	Yes	No	Yes	21.916	12
1145	TRUE	Ontario	No	No	No	16.763	12.5
1146	TRUE	Atlantic	No	No	Yes	38.822	14
1147	TRUE	Ontario	No	No	No	0	14.3
1148	TRUE	Ontario	Yes	No	No	29.996	16
1149	TRUE	Atlantic	Yes	No	No	28.049	15
1150	TRUE	Prairies	Yes	No	No	34.225	11.5
1151	TRUE	Ontario	Yes	No	No	31.787	14
1152	TRUE	Quebec	No	No	Yes	10.347	11.4
1153	TRUE	Atlantic	Yes	No	No	21.464	11
1154	TRUE	Ontario	Yes	No	No	11.686	14
1155	TRUE	Atlantic	No	No	No	25.144	14
1156	TRUE	Atlantic	No	No	Yes	22.317	8
1157	TRUE	BC	No	No	Yes	30.232	12
1158	TRUE	Quebec	Yes	Yes	No	19.926	17.5
1159	TRUE	Ontario	No	No	Yes	45.049	13.5
1160	TRUE	Prairies	No	Yes	Yes	32.546	14.2
1161	TRUE	Prairies	No	Yes	No	24.953	12
1162	FALSE	Quebec	No	Yes	Yes	34.777	11
1163	TRUE	Ontario	No	Yes	Yes	30.65	12
1164	TRUE	Ontario	No	No	No	45.672	12
1165	FALSE	Prairies	Yes	Yes	No	0	13.5
1166	TRUE	Prairies	Yes	Yes	No	15.315	17
1167	FALSE	Quebec	Yes	No	No	30.855	11
1168	FALSE	BC	No	No	No	28.054	13.5
1169	FALSE	Ontario	Yes	No	No	25.324	12
1170	TRUE	Prairies	Yes	No	No	57.789	12.5
1171	TRUE	Prairies	No	No	No	33.071	13
1172	TRUE	Prairies	No	No	No	0	14.5
1173	FALSE	Atlantic	No	Yes	No	30.266	12.5
1174	TRUE	BC	Yes	Yes	No	21.239	12
1175	TRUE	Atlantic	Yes	No	No	19.937	13
1176	TRUE	Ontario	No	Yes	Yes	29.628	13
1177	TRUE	Prairies	Yes	Yes	No	45.14	13
1178	TRUE	Ontario	No	No	No	29.071	14
1179	FALSE	Prairies	Yes	No	No	41.705	13
1180	TRUE	Atlantic	Yes	Yes	No	12.248	10
1181	TRUE	Atlantic	No	No	No	38.428	13
1182	FALSE	Prairies	Yes	Yes	No	37.575	16
1183	TRUE	Ontario	No	No	Yes	25.458	9
1184	TRUE	BC	Yes	No	No	25.742	13
1185	TRUE	Atlantic	Yes	Yes	No	0	12
1186	FALSE	Atlantic	No	No	Yes	16.721	9
1187	TRUE	Ontario	Yes	Yes	No	43.755	16
1188	TRUE	Prairies	No	No	No	32.939	14
1189	TRUE	Atlantic	No	No	No	39.049	14
1190	TRUE	Prairies	Yes	No	No	38.019	13
1191	TRUE	Atlantic	Yes	Yes	No	26.749	13.5
1192	FALSE	Ontario	No	Yes	Yes	26.484	11
1193	TRUE	Ontario	Yes	Yes	No	16.452	14
1194	TRUE	Prairies	No	Yes	Yes	69.599	16.5
1195	TRUE	Ontario	No	No	No	29.184	10.5
1196	TRUE	Ontario	Yes	No	No	24.623	18.2
1197	TRUE	Quebec	No	No	No	15.094	18.3
1198	FALSE	Prairies	Yes	No	No	38.218	12
1199	TRUE	Ontario	Yes	No	No	0	19
1200	TRUE	Prairies	Yes	No	No	18.086	9
1201	TRUE	Atlantic	Yes	Yes	No	12.821	12
1202	TRUE	Atlantic	Yes	No	Yes	15.184	11.5
1203	FALSE	Prairies	Yes	Yes	No	22.546	12
1204	FALSE	Ontario	Yes	Yes	No	33.977	12
1205	TRUE	Atlantic	No	Yes	No	51.579	14
1206	TRUE	Ontario	Yes	No	No	22.078	12
1207	TRUE	Prairies	Yes	No	No	25.155	19
1208	FALSE	Prairies	No	Yes	No	29.947	12.5
1209	TRUE	BC	No	Yes	Yes	30.124	11
1210	TRUE	BC	No	Yes	No	35.511	12
1211	TRUE	Atlantic	Yes	No	No	30.637	16.1
1212	TRUE	Ontario	Yes	No	No	24.9	14
1213	TRUE	Atlantic	No	No	No	33.27	17.7
1214	FALSE	Ontario	Yes	No	No	55.57	17.5
1215	TRUE	BC	Yes	No	No	37.349	16
1216	TRUE	Ontario	Yes	No	No	19.607	14.3
1217	TRUE	Atlantic	No	Yes	Yes	28.517	12
1218	TRUE	Ontario	Yes	No	No	29.737	16
1219	TRUE	Quebec	Yes	Yes	No	12.501	14
1220	FALSE	Ontario	Yes	No	No	40.884	16
1221	FALSE	Prairies	No	No	Yes	53.509	13
1222	TRUE	Atlantic	Yes	Yes	Yes	48.434	8.5
1223	TRUE	Prairies	Yes	No	No	3.308	16.8
1224	TRUE	Quebec	No	Yes	Yes	19.529	11
1225	TRUE	Prairies	Yes	No	No	27.363	17
1226	TRUE	Prairies	No	No	Yes	25.938	12
1227	FALSE	Quebec	No	No	No	7.893	12
1228	TRUE	Quebec	Yes	Yes	No	22.746	20
1229	TRUE	Ontario	No	Yes	No	32.63	15
1230	TRUE	Prairies	No	Yes	Yes	16.791	11
1231	TRUE	Atlantic	No	No	No	8.221	12
1232	TRUE	Prairies	Yes	Yes	No	44.555	14.5
1233	FALSE	Prairies	Yes	No	No	34.307	12
1234	TRUE	Ontario	Yes	No	No	34.339	14
1235	TRUE	Prairies	Yes	No	No	14.839	13
1236	TRUE	Quebec	No	No	No	20.55	15
1237	TRUE	Atlantic	Yes	Yes	No	47.298	18
1238	FALSE	Prairies	No	Yes	Yes	44.331	10
1239	TRUE	Ontario	Yes	Yes	No	26.093	14
1240	FALSE	Ontario	Yes	No	Yes	25.964	10
1241	TRUE	Ontario	Yes	No	No	14.2	12
1242	FALSE	Prairies	No	Yes	Yes	29.673	12
1243	TRUE	Ontario	No	No	No	25.022	11
1244	TRUE	Prairies	Yes	No	No	28.502	12
1245	FALSE	Atlantic	No	Yes	Yes	31.549	12
1246	TRUE	Ontario	No	Yes	No	25.545	12
1247	TRUE	Ontario	Yes	No	No	6.803	12
1248	TRUE	Prairies	No	Yes	Yes	8.445	12
1249	TRUE	Prairies	No	No	No	22.667	12
1250	FALSE	Quebec	Yes	No	No	26.789	12
1251	TRUE	Atlantic	No	Yes	Yes	30.817	10
1252	TRUE	Atlantic	No	Yes	No	27.594	10
1253	TRUE	Ontario	No	No	No	22.126	13.5
1254	TRUE	Atlantic	No	No	No	37.616	12
1255	TRUE	Prairies	Yes	No	No	22.314	14
1256	FALSE	Ontario	Yes	No	No	9.731	12
1257	FALSE	Prairies	Yes	No	No	12.497	12
1258	TRUE	Atlantic	Yes	No	No	34.32	12.5
1259	TRUE	Prairies	No	Yes	No	47.745	13.3
1260	TRUE	Atlantic	No	Yes	Yes	25.093	14
1261	TRUE	Prairies	Yes	No	Yes	39.863	10
1262	TRUE	Atlantic	No	Yes	Yes	22.236	8
1263	TRUE	Quebec	No	Yes	Yes	49.388	4
1264	TRUE	Ontario	Yes	No	No	38.974	13.5
1265	FALSE	Prairies	Yes	No	No	12.607	8
1266	TRUE	Atlantic	No	No	No	24.888	15
1267	TRUE	BC	No	No	No	20.541	17
1268	TRUE	Ontario	Yes	No	No	43.644	10.6
1269	TRUE	Quebec	Yes	No	No	6.636	17
1270	FALSE	Ontario	Yes	No	No	33.096	12
1271	TRUE	Ontario	No	Yes	Yes	27.543	12
1272	TRUE	Ontario	Yes	No	No	34.441	12
1273	TRUE	Ontario	Yes	No	No	40.985	10.1
1274	TRUE	Prairies	Yes	Yes	No	24.082	13
1275	TRUE	Quebec	Yes	No	No	22.782	15
1276	TRUE	Atlantic	Yes	Yes	No	29.012	12
1277	TRUE	Atlantic	No	No	Yes	30.272	12
1278	TRUE	Ontario	No	No	No	22.346	14
1279	TRUE	BC	Yes	Yes	No	27.815	10
1280	TRUE	BC	Yes	No	No	7.032	14
1281	FALSE	Ontario	No	Yes	Yes	34.352	9
1282	TRUE	Ontario	Yes	No	No	33.043	12
1283	TRUE	Prairies	No	No	No	13.097	12.5
1284	TRUE	BC	No	No	No	50.938	9
1285	TRUE	Ontario	No	Yes	Yes	28.587	15
1286	FALSE	Atlantic	Yes	No	No	18.21	12.5
1287	TRUE	Atlantic	No	No	Yes	17.625	12.5
1288	TRUE	Atlantic	Yes	No	No	16.927	12
1289	FALSE	Atlantic	Yes	Yes	Yes	45.397	15
1290	TRUE	Atlantic	No	Yes	Yes	2.782	12
1291	TRUE	Prairies	Yes	No	No	35.096	16
1292	FALSE	Prairies	Yes	No	Yes	29.412	10
1293	TRUE	Prairies	No	Yes	Yes	31.833	13
1294	FALSE	Quebec	No	Yes	No	37.931	11
1295	TRUE	Atlantic	No	Yes	No	15.095	12.5
1296	FALSE	Atlantic	Yes	Yes	No	52.676	12
1297	TRUE	Ontario	No	Yes	Yes	20.535	14.2
1298	TRUE	Atlantic	Yes	No	No	23.491	13
1299	TRUE	BC	No	No	No	30.833	12
1300	FALSE	Ontario	Yes	No	No	14.095	12
1301	FALSE	Prairies	Yes	Yes	No	15.907	11.5
1302	TRUE	Prairies	Yes	No	No	27	12
1303	TRUE	Atlantic	No	No	No	16.248	17
1304	TRUE	Prairies	Yes	No	No	28.306	14
1305	TRUE	Ontario	No	No	Yes	41.252	13.3
1306	FALSE	Atlantic	Yes	Yes	Yes	27.728	11
1307	TRUE	Prairies	Yes	Yes	No	40.672	13
1308	TRUE	Prairies	Yes	No	No	24.511	12.5
1309	TRUE	Atlantic	No	No	No	0	17
1310	TRUE	Prairies	No	No	No	2.702	18.5
1311	FALSE	Atlantic	Yes	Yes	No	40.962	14
1312	TRUE	Quebec	No	No	No	7.554	15.6
1313	TRUE	Prairies	No	No	No	54.348	12
1314	TRUE	Atlantic	No	No	No	37.463	12
1315	TRUE	Atlantic	No	No	No	28.733	19
1316	TRUE	Ontario	No	No	No	12.216	16.3
1317	TRUE	Prairies	Yes	No	No	45.411	12
1318	FALSE	Prairies	Yes	Yes	Yes	10.028	20
1319	TRUE	Ontario	No	No	No	39.509	15
1320	TRUE	Prairies	No	Yes	No	34.804	12
1321	TRUE	Atlantic	No	No	No	34.843	11
1322	TRUE	Atlantic	No	No	No	20.629	17
1323	TRUE	Atlantic	No	No	No	0	13
1324	TRUE	Ontario	No	No	No	45.162	16
1325	TRUE	Prairies	Yes	Yes	Yes	62.47	12.5
1326	FALSE	Atlantic	No	Yes	No	27.193	14
1327	TRUE	Atlantic	Yes	Yes	No	23.829	12
1328	TRUE	Ontario	No	No	No	16.414	10.4
1329	TRUE	Atlantic	No	Yes	Yes	23.348	12
1330	TRUE	Quebec	No	Yes	No	16.791	13
1331	TRUE	Atlantic	No	Yes	No	44.734	11.8
1332	TRUE	Atlantic	No	Yes	Yes	29.476	12
1333	TRUE	Prairies	Yes	No	No	8.158	15
1334	TRUE	Prairies	Yes	Yes	No	8.943	12
1335	TRUE	Atlantic	Yes	Yes	No	26.285	14
1336	TRUE	Prairies	No	No	No	22.668	12.5
1337	TRUE	Prairies	No	Yes	No	44.348	12.5
1338	TRUE	Atlantic	No	No	Yes	25.391	11
1339	TRUE	Quebec	Yes	Yes	No	22.859	12
1340	FALSE	Atlantic	Yes	Yes	No	24.971	12
1341	TRUE	Quebec	No	No	No	29.431	12.5
1342	TRUE	Atlantic	Yes	Yes	Yes	9.939	12.5
1343	TRUE	Ontario	No	Yes	No	30.433	12
1344	FALSE	Quebec	Yes	No	No	21.599	13
1345	TRUE	Prairies	No	No	No	26.516	13.5
1346	TRUE	Atlantic	No	No	Yes	0	12
1347	TRUE	BC	No	Yes	Yes	36.3	12
1348	TRUE	Quebec	No	No	No	39.632	13
1349	FALSE	Atlantic	Yes	No	No	28.019	11.5
1350	TRUE	Ontario	No	Yes	No	16.776	7
1351	TRUE	BC	Yes	No	No	84.116	10
1352	FALSE	Prairies	Yes	No	Yes	28.945	13
1353	TRUE	Atlantic	No	Yes	No	12.87	10
1354	TRUE	Quebec	Yes	No	No	13.057	11
1355	FALSE	Quebec	Yes	No	No	19.198	7
1356	TRUE	Ontario	Yes	Yes	No	12.931	13.3
1357	TRUE	Atlantic	No	No	Yes	6.427	9
1358	FALSE	BC	Yes	Yes	No	51.955	12.5
1359	TRUE	Ontario	Yes	No	No	17.024	15
1360	TRUE	Atlantic	Yes	No	Yes	31.003	14.5
1361	TRUE	Ontario	Yes	Yes	Yes	23.391	12
1362	TRUE	Ontario	No	No	Yes	0.268	12
1363	TRUE	Ontario	Yes	Yes	No	18.626	2
1364	FALSE	Prairies	Yes	No	No	20.548	13.5
1365	TRUE	Ontario	No	No	No	28.092	12.5
1366	TRUE	Prairies	No	No	Yes	30.01	12.5
1367	TRUE	Prairies	Yes	No	No	26.814	12.5
1368	TRUE	BC	Yes	No	No	36.066	12
1369	FALSE	Prairies	No	Yes	Yes	32.658	14.7
1370	TRUE	Ontario	No	No	No	27.674	16
1371	TRUE	Ontario	No	No	No	22.583	16
1372	FALSE	Ontario	Yes	No	No	68.481	12.5
1373	TRUE	Prairies	Yes	Yes	No	37.472	12.1
1374	TRUE	Prairies	No	No	No	22.813	12
1375	TRUE	Ontario	No	No	No	33.597	15
1376	FALSE	Quebec	No	Yes	No	13.622	5
1377	FALSE	Ontario	Yes	No	No	31.531	15
1378	FALSE	Atlantic	No	Yes	No	35.154	12.3
1379	TRUE	Ontario	No	Yes	No	35.358	12
1380	FALSE	Ontario	Yes	Yes	Yes	44.938	10
1381	TRUE	Atlantic	Yes	No	No	25.898	15
1382	TRUE	Atlantic	Yes	Yes	Yes	14.795	14
1383	TRUE	Prairies	No	No	No	37.89	14
1384	TRUE	Quebec	No	No	No	34.635	17.5
1385	TRUE	Prairies	Yes	No	No	35.204	16
1386	FALSE	Quebec	No	Yes	No	21.485	14
1387	TRUE	Prairies	No	No	No	28.364	17
1388	TRUE	Prairies	No	No	No	0	14
1389	FALSE	Prairies	Yes	No	No	22.554	12
1390	TRUE	Prairies	No	No	No	33.521	14.5
1391	TRUE	Ontario	Yes	No	No	58.089	18
1392	TRUE	Ontario	Yes	No	No	17.249	12.8
1393	TRUE	Ontario	No	Yes	Yes	47.428	14
1394	TRUE	Prairies	No	Yes	No	27.33	11.5
1395	TRUE	Ontario	No	Yes	No	44.064	12
1396	FALSE	Prairies	Yes	Yes	No	12.285	12.1
1397	TRUE	Ontario	Yes	No	No	41.559	15
1398	TRUE	Prairies	No	No	No	28.379	14
1399	TRUE	Atlantic	No	Yes	Yes	19.508	11
1400	TRUE	Ontario	Yes	Yes	No	10.451	14.5
1401	TRUE	Atlantic	No	Yes	Yes	23.947	13
1402	TRUE	BC	Yes	Yes	No	11.232	12
1403	TRUE	Prairies	Yes	No	No	19.101	12
1404	TRUE	Quebec	Yes	Yes	Yes	106.955	14.6
1405	FALSE	Ontario	Yes	No	No	25.391	10
1406	FALSE	Prairies	Yes	Yes	No	24.204	9
1407	TRUE	Ontario	No	Yes	No	19.049	13.6
1408	TRUE	Ontario	No	Yes	Yes	10.35	13
1409	TRUE	Prairies	Yes	No	No	25.185	11.5
1410	TRUE	Ontario	Yes	No	No	39.309	17
1411	FALSE	Prairies	No	No	No	6.044	13
1412	TRUE	Prairies	Yes	Yes	No	24.94	10
1413	TRUE	Prairies	Yes	No	No	46.074	15
1414	TRUE	BC	No	Yes	No	69.074	14
1415	TRUE	Atlantic	No	No	Yes	23.365	9
1416	FALSE	Atlantic	Yes	No	Yes	22.554	13
1417	TRUE	Ontario	Yes	No	Yes	39.601	13.4
1418	TRUE	Atlantic	No	No	Yes	14.403	11.5
1419	TRUE	Ontario	Yes	No	No	28.124	20
1420	TRUE	Ontario	Yes	Yes	No	33.307	17
1421	FALSE	Atlantic	Yes	Yes	Yes	13.904	10
1422	TRUE	Atlantic	No	Yes	No	34.461	12
1423	FALSE	BC	No	No	No	32.356	12
1424	TRUE	Prairies	No	Yes	No	25.297	12
1425	TRUE	Ontario	Yes	No	No	14.66	18
1426	TRUE	BC	No	No	No	36.932	15
1427	TRUE	BC	No	No	Yes	0	13
1428	TRUE	Ontario	No	No	No	26.565	20
1429	TRUE	Prairies	Yes	No	No	16.324	14.3
1430	TRUE	Prairies	No	No	Yes	17.215	12
1431	FALSE	Ontario	Yes	Yes	No	36.663	12
1432	FALSE	Atlantic	No	Yes	Yes	35.154	14
1433	FALSE	Quebec	No	No	Yes	21.441	12
1434	TRUE	Prairies	No	Yes	Yes	25.152	12
1435	TRUE	Prairies	Yes	No	No	10.079	13
1436	TRUE	Prairies	No	No	No	30.489	17
1437	TRUE	Quebec	No	No	No	77.891	17
1438	TRUE	Quebec	No	No	No	17.944	13
1439	TRUE	Quebec	No	No	No	24.566	12
1440	TRUE	BC	Yes	No	No	21.275	12
1441	TRUE	Prairies	Yes	Yes	Yes	36.37	11
1442	TRUE	Prairies	Yes	Yes	No	28.21	18.5
1443	TRUE	Atlantic	Yes	Yes	No	0	8
1444	FALSE	Atlantic	Yes	Yes	No	23.041	12.5
1445	TRUE	Prairies	No	Yes	No	43.149	12.5
1446	TRUE	Ontario	No	No	No	0	16.5
1447	TRUE	Quebec	No	Yes	Yes	9.921	12
1448	TRUE	BC	No	No	No	38.787	14.9
1449	TRUE	BC	Yes	Yes	No	49.016	17
1450	FALSE	Ontario	Yes	No	No	37.588	17.2
1451	TRUE	Atlantic	No	Yes	No	25.954	12
1452	TRUE	Prairies	Yes	Yes	No	40.873	12.5
1453	FALSE	Ontario	Yes	Yes	No	42.818	13.5
1454	TRUE	Prairies	No	Yes	No	50.097	12
1455	TRUE	Ontario	No	Yes	No	22.922	19
1456	TRUE	Ontario	Yes	Yes	No	77.724	14
1457	FALSE	Ontario	No	Yes	No	36.021	11
1458	TRUE	Atlantic	Yes	No	No	19.038	14
1459	TRUE	Atlantic	No	No	Yes	32.79	12
1460	TRUE	Ontario	No	No	No	33.4	12
1461	TRUE	Prairies	Yes	Yes	No	28.008	12
1462	TRUE	Ontario	No	Yes	Yes	27.996	12
1463	TRUE	Quebec	Yes	Yes	No	16.779	20
1464	TRUE	Quebec	Yes	No	No	1.177	16
1465	TRUE	Ontario	No	Yes	No	34.042	16
1466	TRUE	Ontario	No	Yes	No	14.686	18.3
1467	TRUE	Prairies	No	Yes	Yes	36.168	10
1468	TRUE	Prairies	No	Yes	No	54.691	16.1
1469	FALSE	Ontario	Yes	No	No	38.315	10
1470	FALSE	Prairies	Yes	No	No	24.677	12.5
1471	TRUE	Quebec	Yes	Yes	No	21.672	20
1472	TRUE	Atlantic	Yes	No	No	27.937	16.5
1473	TRUE	Quebec	No	No	No	38.395	17
1474	TRUE	Atlantic	Yes	Yes	No	6.702	11
1475	TRUE	Ontario	Yes	No	No	4.885	11
1476	TRUE	Ontario	Yes	Yes	No	64.492	15.5
1477	TRUE	BC	Yes	No	No	42.492	11.7
1478	TRUE	Ontario	Yes	No	No	21.966	12.3
1479	TRUE	Ontario	No	No	No	26.127	14.5
1480	TRUE	Ontario	No	No	No	25.193	11
1481	TRUE	Quebec	Yes	No	No	30.929	17
1482	TRUE	Quebec	Yes	No	No	33.073	15
1483	TRUE	Quebec	No	Yes	Yes	43.932	12
1484	TRUE	Ontario	No	No	No	33.748	18
1485	TRUE	Quebec	No	Yes	Yes	29.27	12
1486	TRUE	Ontario	No	Yes	No	34.102	12
1487	FALSE	Ontario	Yes	No	No	19.051	12
1488	TRUE	Prairies	No	Yes	No	34.556	12.5
1489	TRUE	Prairies	Yes	Yes	Yes	9.417	12.1
1490	TRUE	Ontario	No	Yes	Yes	49.421	0
1491	TRUE	BC	No	Yes	Yes	25.856	14
1492	TRUE	Ontario	Yes	No	No	28.908	12.5
1493	TRUE	BC	No	Yes	No	32.707	13
1494	TRUE	Ontario	No	Yes	Yes	28.663	12
1495	TRUE	Ontario	No	Yes	Yes	35.541	13
1496	FALSE	BC	Yes	Yes	Yes	36.215	13
1497	TRUE	Atlantic	No	No	No	22.448	12
1498	FALSE	Atlantic	Yes	Yes	Yes	12.21	10
1499	FALSE	BC	Yes	Yes	No	21.666	12
1500	TRUE	Prairies	No	Yes	Yes	24.873	12.5
1501	TRUE	Prairies	Yes	No	No	9.887	15
1502	FALSE	Quebec	No	Yes	No	48.729	12
1503	TRUE	Atlantic	Yes	No	No	39.408	20
1504	TRUE	Prairies	Yes	Yes	No	24.074	12
1505	TRUE	BC	No	No	No	5.652	12
1506	TRUE	Prairies	No	No	Yes	38.836	10
1507	TRUE	Quebec	Yes	Yes	No	6.021	12.5
1508	TRUE	Quebec	Yes	No	No	13.961	14
1509	TRUE	Ontario	No	No	No	24.838	12.5
1510	FALSE	Ontario	No	No	Yes	29.225	10
1511	TRUE	Atlantic	No	No	No	29.508	16
1512	TRUE	Prairies	No	Yes	No	20.14	14.5
1513	TRUE	BC	No	Yes	No	22.547	14
1514	TRUE	Ontario	No	No	No	10.772	12
1515	TRUE	Atlantic	Yes	No	No	16.74	19
1516	TRUE	Atlantic	No	Yes	Yes	40.833	14
1517	TRUE	Atlantic	Yes	Yes	No	10.296	10
1518	TRUE	Prairies	No	Yes	Yes	30.29	12
1519	TRUE	Ontario	No	Yes	No	25.497	12
1520	TRUE	Atlantic	No	Yes	Yes	15.491	12
1521	TRUE	Ontario	Yes	No	No	26.574	12
1522	TRUE	Atlantic	No	No	No	32.258	13
1523	TRUE	Prairies	Yes	No	No	11.633	13.5
1524	TRUE	Prairies	Yes	No	No	34.885	14.5
1525	TRUE	BC	Yes	No	No	27.166	12
1526	TRUE	BC	Yes	No	No	14.837	16
1527	TRUE	Atlantic	No	No	No	23.722	15
1528	TRUE	Quebec	Yes	No	No	15.371	12
1529	TRUE	Ontario	Yes	No	No	24.444	10.5
1530	FALSE	Prairies	Yes	No	No	32.976	16
1531	FALSE	Ontario	Yes	No	No	30.26	14
1532	TRUE	BC	No	Yes	Yes	50.028	14
