age	education	prestige	year	gender	race	workingMom
1533	42	16	37	1989	male	white	D
1534	42	20	78	1989	male	white	A
1535	36	18	76	1989	male	white	A
1536	56	12	41	1989	female	white	A
1537	68	14	50	1989	female	white	D
1538	65	12	41	1989	male	white	D
1539	61	12	34	1989	female	white	SD
1540	54	18	56	1989	female	white	D
1541	40	19	76	1989	male	white	A
1542	28	12	36	1989	female	white	D
1543	59	16	34	1989	male	white	D
1544	50	12	22	1989	male	white	D
1545	53	10	37	1989	male	white	A
1546	36	18	60	1989	female	white	SA
1547	44	13	50	1989	female	white	SD
1548	65	13	36	1989	female	white	A
1549	21	12	41	1989	female	white	A
1550	43	12	72	1989	female	white	A
1551	23	14	39	1989	male	white	SA
1552	47	14	61	1989	female	white	SA
1553	39	18	60	1989	female	white	SA
1554	31	14	40	1989	male	white	A
1555	48	19	63	1989	male	white	A
1556	24	12	41	1989	male	nonwhite	A
1557	19	14	26	1989	male	nonwhite	A
1558	57	11	22	1989	female	nonwhite	A
1559	56	16	60	1989	female	white	SA
1560	33	13	42	1989	male	white	D
1561	27	16	51	1989	male	white	D
1562	44	19	48	1989	female	white	SA
1563	81	12	36	1989	female	white	A
1564	55	12	26	1989	female	white	A
1565	43	12	50	1989	female	white	D
1566	28	12	36	1989	female	white	A
1567	27	12	29	1989	female	white	SA
1568	33	14	51	1989	male	nonwhite	A
1569	36	19	37	1989	female	white	A
1570	42	15	62	1989	female	white	A
1571	38	12	50	1989	female	white	D
1572	37	17	69	1989	male	white	A
1573	68	14	50	1989	female	white	A
1574	28	13	32	1989	male	white	A
1575	21	12	28	1989	male	white	A
1576	27	16	67	1989	male	white	A
1577	26	14	48	1989	male	white	D
1578	29	15	51	1989	female	nonwhite	SA
1579	39	16	61	1989	female	white	A
1580	31	8	36	1989	male	white	A
1581	81	12	50	1989	female	white	SA
1582	32	18	62	1989	female	white	D
1583	73	12	14	1989	female	white	D
1584	27	20	68	1989	female	nonwhite	A
1585	24	17	36	1989	female	white	A
1586	25	16	36	1989	female	nonwhite	A
1587	23	18	51	1989	male	nonwhite	A
1588	28	15	61	1989	female	nonwhite	SA
1589	82	11	32	1989	male	white	SD
1590	55	14	52	1989	female	nonwhite	SA
1591	32	16	25	1989	female	white	SA
1592	25	16	62	1989	male	white	D
1593	43	12	42	1989	female	nonwhite	A
1594	35	15	62	1989	female	white	A
1595	36	14	50	1989	male	white	D
1596	19	12	22	1989	male	white	SD
1597	24	12	41	1989	female	white	A
1598	45	12	50	1989	male	white	A
1599	42	9	50	1989	female	white	SD
1600	81	8	31	1989	female	white	SD
1601	38	16	44	1989	male	white	SA
1602	43	12	36	1989	female	white	D
1603	45	13	32	1989	male	white	A
1604	31	12	57	1989	female	white	D
1605	30	13	78	1989	male	white	A
1606	27	14	26	1989	male	white	A
1607	38	18	62	1989	female	white	D
1608	27	19	82	1989	male	white	D
1609	35	14	50	1989	female	white	SA
1610	72	12	46	1989	female	white	D
1611	71	12	25	1989	female	white	SD
1612	31	15	57	1989	male	white	A
1613	33	14	36	1989	female	white	A
1614	26	8	32	1989	female	white	D
1615	36	10	27	1989	female	nonwhite	A
1616	68	8	17	1989	female	white	SA
1617	32	14	48	1989	male	white	SA
1618	25	17	58	1989	male	white	A
1619	49	14	50	1989	male	white	D
1620	24	13	47	1989	male	white	D
1621	63	12	19	1989	male	white	D
1622	33	16	61	1989	female	white	D
1623	67	18	63	1989	male	white	A
1624	53	15	49	1989	male	nonwhite	A
1625	66	12	50	1989	female	white	A
1626	72	12	49	1989	male	white	A
1627	69	8	26	1989	female	white	SD
1628	43	16	52	1989	female	nonwhite	SA
1629	39	5	32	1989	female	white	A
1630	34	13	44	1989	male	nonwhite	A
1631	65	18	35	1989	male	white	A
1632	37	13	50	1989	female	white	SA
1633	76	14	36	1989	male	white	D
1634	79	13	46	1989	female	white	A
1635	29	13	17	1989	male	white	D
1636	44	12	56	1989	male	white	A
1637	27	16	48	1989	female	white	D
1638	47	12	50	1989	female	white	SD
1639	50	9	20	1989	female	white	D
1640	47	9	16	1989	female	white	A
1641	28	14	57	1989	male	white	A
1642	38	12	46	1989	female	white	SD
1643	68	12	40	1989	male	white	D
1644	67	9	25	1989	female	white	A
1645	55	12	39	1989	female	white	A
1646	40	12	35	1989	male	white	A
1647	31	16	41	1989	male	white	A
1648	32	12	48	1989	female	white	SA
1649	51	12	18	1989	female	white	SA
1650	33	12	38	1989	female	white	SA
1651	19	12	22	1989	female	white	D
1652	39	12	49	1989	male	white	A
1653	54	9	22	1989	male	white	D
1654	38	12	47	1989	female	white	A
1655	43	13	33	1989	male	white	A
1656	29	14	20	1989	female	white	A
1657	58	6	30	1989	male	white	SD
1658	31	12	36	1989	female	white	A
1659	36	14	50	1989	female	white	A
1660	73	12	46	1989	female	white	D
1661	27	12	45	1989	female	white	A
1662	24	12	50	1989	female	white	SA
1663	42	14	46	1989	female	white	SA
1664	30	13	36	1989	female	white	SA
1665	39	12	39	1989	male	white	A
1666	28	12	46	1989	female	white	D
1667	67	12	27	1989	female	white	SA
1668	33	12	32	1989	female	white	SA
1669	36	20	58	1989	male	white	SA
1670	31	13	50	1989	male	white	D
1671	62	16	51	1989	male	white	A
1672	52	11	31	1989	female	white	A
1673	48	12	36	1989	female	white	A
1674	49	17	78	1989	female	white	A
1675	30	13	15	1989	female	white	D
1676	29	16	50	1989	female	white	A
1677	25	16	60	1989	female	white	A
1678	27	16	51	1989	female	white	A
1679	63	18	78	1989	female	white	A
1680	25	17	60	1989	female	white	A
1681	31	16	71	1989	male	white	A
1682	77	14	46	1989	female	white	A
1683	55	12	36	1989	female	white	D
1684	48	12	50	1989	male	white	SA
1685	29	14	23	1989	male	white	D
1686	43	12	60	1989	female	white	A
1687	63	8	33	1989	male	white	A
1688	28	15	51	1989	male	white	A
1689	69	15	71	1989	male	white	A
1690	35	9	22	1989	female	nonwhite	SA
1691	29	9	25	1989	female	nonwhite	A
1692	18	11	34	1989	female	white	A
1693	31	18	69	1989	female	white	SA
1694	31	14	23	1989	female	white	SA
1695	48	12	27	1989	female	white	SA
1696	19	12	15	1989	female	white	A
1697	43	14	36	1989	female	white	D
1698	48	14	50	1989	male	white	D
1699	70	8	20	1989	female	white	D
1700	85	10	36	1989	female	white	SD
1701	36	16	68	1989	male	white	A
1702	70	12	46	1989	female	white	D
1703	40	16	57	1989	male	white	A
1704	34	19	63	1989	male	white	A
1705	24	14	22	1989	male	white	A
1706	49	12	43	1989	female	white	A
1707	61	12	23	1989	female	white	D
1708	24	14	51	1989	female	white	SA
1709	36	14	46	1989	female	white	A
1710	64	12	48	1989	male	white	D
1711	72	11	36	1989	female	white	A
1712	54	16	34	1989	male	white	SD
1713	64	12	19	1989	female	white	SA
1714	27	12	20	1989	female	white	A
1715	76	13	45	1989	male	white	SA
1716	33	13	46	1989	female	white	SA
1717	38	14	51	1989	male	white	A
1718	72	12	68	1989	male	white	D
1719	57	14	48	1989	male	white	SD
1720	49	12	31	1989	female	white	SA
1721	25	15	50	1989	male	white	SA
1722	44	12	50	1989	male	white	A
1723	44	16	34	1989	female	white	SA
1724	29	16	34	1989	male	white	D
1725	39	17	63	1989	female	white	SA
1726	24	12	46	1989	female	white	A
1727	49	9	41	1989	male	white	D
1728	45	12	36	1989	female	white	SA
1729	46	12	60	1989	female	white	D
1730	46	17	78	1989	male	white	SA
1731	39	14	17	1989	male	white	A
1732	61	12	39	1989	female	white	D
1733	56	12	46	1989	female	white	A
1734	34	10	33	1989	male	white	D
1735	28	16	57	1989	female	white	A
1736	25	12	42	1989	male	white	D
1737	29	12	35	1989	male	white	A
1738	40	16	51	1989	female	white	D
1739	28	12	46	1989	female	white	A
1740	42	13	41	1989	female	white	D
1741	44	14	39	1989	female	white	D
1742	34	17	71	1989	male	white	D
1743	33	14	36	1989	female	white	D
1744	75	18	76	1989	male	white	A
1745	72	10	40	1989	male	white	D
1746	89	14	48	1989	male	white	A
1747	67	12	48	1989	female	white	D
1748	30	12	32	1989	female	white	A
1749	62	12	26	1989	male	white	D
1750	76	12	26	1989	female	white	A
1751	28	12	36	1989	female	white	A
1752	52	11	36	1989	male	white	D
1753	31	13	50	1989	female	white	A
1754	51	11	36	1989	female	white	D
1755	58	12	31	1989	female	white	D
1756	41	13	28	1989	female	white	A
1757	54	12	36	1989	female	white	A
1758	56	18	43	1989	female	nonwhite	SA
1759	39	16	48	1989	male	nonwhite	A
1760	64	12	45	1989	male	white	SD
1761	85	12	34	1989	female	white	D
1762	89	8	32	1989	male	white	SD
1763	25	12	50	1989	female	white	A
1764	40	16	50	1989	male	white	A
1765	28	12	38	1989	female	white	D
1766	31	16	50	1989	female	white	SA
1767	38	19	76	1989	male	white	A
1768	38	12	37	1989	male	white	A
1769	43	12	12	1989	female	white	SA
1770	35	16	62	1989	female	white	A
1771	61	14	36	1989	female	white	A
1772	46	15	57	1989	female	white	A
1773	55	12	22	1989	male	white	A
1774	88	19	76	1989	male	white	D
1775	85	8	30	1989	male	white	A
1776	46	15	17	1989	male	white	D
1777	36	12	41	1989	male	white	SD
1778	67	12	33	1989	female	nonwhite	A
1779	36	14	32	1989	male	nonwhite	A
1780	54	12	34	1989	female	nonwhite	SD
1781	27	20	47	1989	male	white	A
1782	59	11	31	1989	female	white	A
1783	43	15	46	1989	female	nonwhite	D
1784	54	14	40	1989	male	nonwhite	SA
1785	52	12	32	1989	male	nonwhite	SD
1786	51	11	48	1989	female	nonwhite	A
1787	30	20	62	1989	female	white	A
1788	70	15	47	1989	male	white	A
1789	36	20	82	1989	male	white	A
1790	25	11	60	1989	female	nonwhite	A
1791	25	16	62	1989	female	white	A
1792	20	12	47	1989	male	white	D
1793	37	12	51	1989	female	white	A
1794	42	16	47	1989	male	white	A
1795	39	12	36	1989	female	white	A
1796	30	16	78	1989	female	white	A
1797	58	8	14	1989	female	nonwhite	SA
1798	87	5	18	1989	female	nonwhite	SA
1799	36	12	38	1989	female	white	D
1800	61	8	22	1989	female	white	A
1801	38	12	36	1989	female	white	A
1802	47	14	36	1989	female	white	D
1803	28	9	31	1989	female	white	SA
1804	41	12	56	1989	female	white	SA
1805	36	16	61	1989	male	white	D
1806	36	13	36	1989	female	white	SA
1807	45	12	50	1989	male	white	D
1808	55	12	50	1989	female	nonwhite	A
1809	60	9	34	1989	female	white	A
1810	40	11	17	1989	female	white	A
1811	41	14	43	1989	male	white	D
1812	37	14	50	1989	male	white	A
1813	28	17	14	1989	male	white	D
1814	78	11	36	1989	female	white	A
1815	58	12	20	1989	female	white	D
1816	25	14	17	1989	female	white	A
1817	65	11	50	1989	female	white	SD
1818	23	12	16	1989	male	white	D
1819	46	12	34	1989	male	white	A
1820	77	16	60	1989	female	white	A
1821	32	11	20	1989	female	white	A
1822	36	14	40	1989	male	white	A
1823	70	12	36	1989	male	white	A
1824	72	12	16	1989	male	white	D
1825	44	13	47	1989	female	nonwhite	SA
1826	46	13	37	1989	male	white	A
1827	34	13	46	1989	female	white	SA
1828	31	17	46	1989	male	white	SA
1829	20	12	32	1989	male	white	D
1830	34	12	61	1989	male	white	A
1831	66	14	50	1989	male	white	A
1832	19	12	18	1989	female	white	D
1833	53	7	25	1989	female	white	SA
1834	35	12	34	1989	female	white	A
1835	25	7	22	1989	female	white	A
1836	74	8	61	1989	female	white	A
1837	32	14	36	1989	female	nonwhite	D
1838	80	12	61	1989	female	white	A
1839	19	10	26	1989	male	white	A
1840	67	6	32	1989	female	white	D
1841	25	16	60	1989	male	nonwhite	D
1842	71	12	36	1989	male	white	D
1843	59	12	12	1989	male	white	D
1844	48	12	19	1989	female	white	D
1845	34	12	36	1989	female	white	SA
1846	27	11	35	1989	male	white	A
1847	24	12	36	1989	male	white	A
1848	65	18	36	1989	male	white	SD
1849	57	7	14	1989	female	white	SA
1850	62	5	32	1989	male	white	A
1851	45	12	18	1989	female	white	SD
1852	64	3	32	1989	male	white	A
1853	36	12	36	1989	female	white	D
1854	20	12	31	1989	female	white	SA
1855	20	12	22	1989	male	white	A
1856	40	3	40	1989	male	nonwhite	A
1857	47	11	47	1989	male	white	A
1858	49	14	48	1989	female	white	SA
1859	42	11	17	1989	male	white	A
1860	80	11	40	1989	female	white	SA
1861	37	10	23	1989	male	white	A
1862	61	12	36	1989	female	white	D
1863	40	20	78	1989	male	nonwhite	D
1864	34	16	50	1989	female	white	A
1865	60	14	46	1989	female	white	D
1866	37	16	50	1989	female	white	SA
1867	43	16	62	1989	female	nonwhite	SA
1868	36	12	18	1989	female	nonwhite	SA
1869	63	12	32	1989	male	nonwhite	A
1870	41	15	36	1989	male	white	SA
1871	23	10	18	1989	female	white	SA
1872	27	12	56	1989	female	white	SA
1873	62	8	16	1989	female	white	SA
1874	48	17	32	1989	male	white	SD
1875	45	12	47	1989	female	white	D
1876	22	12	17	1989	male	white	A
1877	38	9	22	1989	male	white	D
1878	38	10	31	1989	female	white	SA
1879	20	12	31	1989	female	white	SD
1880	19	11	39	1989	male	white	SA
1881	48	12	49	1989	male	white	A
1882	37	14	50	1989	male	white	A
1883	43	13	40	1989	male	white	A
1884	31	13	63	1989	female	white	SA
1885	67	11	34	1989	female	white	A
1886	26	12	39	1989	male	white	A
1887	55	12	33	1989	male	white	D
1888	45	11	15	1989	female	white	A
1889	74	13	36	1989	male	white	SA
1890	32	12	46	1989	female	white	A
1891	35	18	78	1989	female	white	SA
1892	45	12	46	1989	female	white	SA
1893	40	12	32	1989	female	white	A
1894	47	12	36	1989	female	white	D
1895	50	12	49	1989	male	white	D
1896	32	12	39	1989	female	white	SA
1897	42	11	39	1989	female	white	A
1898	24	16	60	1989	female	white	A
1899	24	10	26	1989	male	nonwhite	A
1900	34	15	34	1989	male	white	D
1901	19	12	50	1989	female	white	D
1902	39	12	17	1989	female	white	D
1903	32	17	67	1989	male	white	A
1904	35	14	48	1989	female	white	A
1905	51	12	32	1989	female	nonwhite	A
1906	60	10	42	1989	female	nonwhite	A
1907	52	12	46	1989	female	white	A
1908	63	10	20	1989	female	white	A
1909	27	12	48	1989	male	white	A
1910	34	12	48	1989	male	white	SD
1911	24	12	41	1989	female	white	SA
1912	31	12	24	1989	male	white	A
1913	51	12	40	1989	male	white	SD
1914	40	17	68	1989	male	white	D
1915	52	16	27	1989	male	white	A
1916	66	14	46	1989	female	white	D
1917	32	12	50	1989	female	white	A
1918	51	11	57	1989	female	white	A
1919	42	12	45	1989	male	white	A
1920	28	16	61	1989	female	white	A
1921	50	10	30	1989	male	white	D
1922	68	14	37	1989	male	white	SD
1923	39	14	36	1989	female	white	SA
1924	52	12	50	1989	female	white	D
1925	26	15	57	1989	female	nonwhite	SA
1926	61	11	61	1989	male	white	D
1927	36	14	34	1989	male	white	A
1928	62	16	62	1989	female	white	D
1929	70	16	50	1989	female	white	SA
1930	50	12	50	1989	male	white	A
1931	49	18	50	1989	male	white	A
1932	23	12	29	1989	male	nonwhite	A
1933	64	12	25	1989	female	white	D
1934	81	10	36	1989	female	white	D
1935	20	11	41	1989	male	white	A
1936	69	12	36	1989	female	white	A
1937	34	12	49	1989	male	white	A
1938	21	12	31	1989	female	white	SA
1939	29	12	45	1989	female	nonwhite	A
1940	51	12	36	1989	female	nonwhite	D
1941	72	8	20	1989	female	nonwhite	D
1942	61	6	23	1989	male	white	A
1943	25	16	76	1989	male	white	SA
1944	28	13	48	1989	male	white	A
1945	56	18	76	1989	female	white	A
1946	72	15	49	1989	male	white	SA
1947	68	15	43	1989	female	white	A
1948	69	16	36	1989	female	white	SA
1949	25	14	39	1989	female	nonwhite	A
1950	47	18	76	1989	female	nonwhite	SA
1951	30	16	42	1989	female	white	SA
1952	28	14	50	1989	male	white	A
1953	32	12	50	1989	female	white	SD
1954	49	12	27	1989	female	white	SA
1955	27	14	48	1989	female	white	SA
1956	41	13	25	1989	female	white	A
1957	66	12	22	1989	female	white	A
1958	37	15	62	1989	female	white	SA
1959	32	20	78	1989	female	white	A
1960	32	16	57	1989	female	white	A
1961	33	12	40	1989	male	white	A
1962	66	14	32	1989	male	white	SD
1963	28	14	50	1989	male	white	D
1964	45	12	32	1989	male	white	D
1965	27	14	16	1989	male	white	A
1966	35	12	31	1989	male	white	D
1967	40	14	34	1989	male	white	D
1968	27	12	20	1989	female	white	A
1969	70	9	50	1989	male	white	A
1970	28	12	23	1989	male	white	A
1977	42	19	76	1989	female	white	SA
1972	73	12	46	1989	female	white	SA
1973	68	16	19	1989	male	white	D
1974	72	18	68	1989	male	white	A
1975	54	13	36	1989	female	nonwhite	D
1976	33	4	17	1989	male	white	SD
1977	60	17	60	1989	female	white	SA
1978	25	17	60	1989	female	white	SA
1979	39	16	61	1989	male	white	A
1980	31	12	20	1989	female	white	SA
1981	19	11	17	1989	male	white	SD
1982	27	13	45	1989	male	white	SD
1983	22	11	32	1989	male	nonwhite	D
1984	42	14	39	1989	male	white	D
1985	43	16	22	1989	female	nonwhite	SA
1986	49	18	72	1989	female	white	A
1987	61	9	18	1989	female	white	SA
1988	45	12	56	1989	male	white	A
1989	47	12	43	1989	male	nonwhite	D
1990	28	13	36	1989	female	white	D
1991	34	12	23	1989	male	white	A
1992	21	14	36	1989	male	white	A
1993	32	16	56	1989	male	white	D
1994	45	12	51	1989	male	white	A
1995	29	14	44	1989	female	white	SA
1996	32	12	33	1989	male	white	D
1997	53	12	36	1989	male	white	A
1998	57	13	28	1989	male	white	D
1999	60	18	63	1989	female	white	D
2000	26	14	23	1989	male	white	D
2001	51	14	47	1989	male	white	A
2002	51	12	28	1989	male	white	A
2003	55	12	22	1989	male	white	A
2004	47	12	45	1989	female	white	A
2005	26	12	40	1989	male	white	D
2006	49	14	61	1989	female	white	D
2007	44	16	57	1989	female	white	A
2008	41	16	50	1989	male	white	SA
2009	40	20	47	1989	male	white	D
2010	20	13	25	1989	female	white	D
2011	57	13	39	1989	female	white	A
2012	54	8	32	1989	male	white	SA
2013	39	20	63	1989	male	white	A
2014	31	16	22	1989	male	white	SA
2015	52	17	50	1989	male	white	D
2016	21	13	36	1989	female	white	A
2017	41	12	50	1989	female	white	SA
2018	23	12	27	1989	male	white	SA
2019	32	14	37	1989	male	nonwhite	D
2020	41	20	78	1989	male	white	A
2021	42	12	57	1989	male	white	A
2022	45	14	23	1989	male	white	D
2023	34	14	50	1989	male	white	A
2024	32	14	37	1989	male	white	A
2025	89	16	78	1989	female	white	A
2026	77	12	52	1989	female	white	D
2027	79	15	56	1989	male	white	A
2028	53	12	72	1989	male	white	D
2029	20	12	32	1989	male	nonwhite	SA
2030	28	10	36	1989	female	nonwhite	A
2031	67	12	22	1989	female	nonwhite	D
2032	42	15	52	1989	female	white	A
2033	82	12	41	1989	male	white	SD
2034	44	14	42	1989	female	white	D
2035	35	12	16	1989	female	white	A
2036	54	17	36	1989	male	white	SA
2037	68	18	78	1989	male	white	D
2038	70	12	50	1989	male	white	D
2039	44	16	63	1989	female	white	A
2040	51	14	48	1989	female	white	A
2041	68	13	40	1989	female	white	D
2042	35	15	49	1989	male	white	A
2043	65	12	31	1989	female	white	D
2044	30	16	72	1989	male	white	D
2045	65	12	18	1989	female	white	D
2046	37	16	47	1989	male	white	SA
2047	43	14	50	1989	female	white	A
2048	65	12	45	1989	female	white	A
2049	49	15	22	1989	male	white	SD
2050	34	14	16	1989	male	white	A
2051	45	12	31	1989	female	white	A
2052	74	11	50	1989	male	white	SA
2053	48	12	46	1989	female	white	SA
2054	69	8	39	1989	male	white	D
2055	45	19	60	1989	male	white	A
2056	42	20	50	1989	male	white	D
2057	27	10	39	1989	female	white	SA
2058	45	12	43	1989	female	white	D
2059	33	12	40	1989	male	white	D
2060	33	17	62	1989	female	white	A
2061	69	12	26	1989	female	white	A
2062	21	11	16	1989	female	white	D
2063	25	13	50	1989	male	white	D
2064	37	18	50	1989	male	white	D
2065	75	12	42	1989	female	white	SA
2066	80	7	23	1989	female	white	A
2067	41	15	37	1989	male	white	SD
2068	36	12	16	1989	male	white	D
2069	50	12	49	1989	male	white	SA
2070	40	16	46	1989	female	white	A
2071	37	11	20	1989	female	white	D
2072	52	12	43	1989	female	white	D
2073	88	13	60	1989	female	white	D
2074	66	12	72	1989	female	white	D
2075	33	12	45	1989	male	white	A
2076	66	13	50	1989	male	white	A
2077	38	13	32	1989	female	white	A
2078	55	12	36	1989	male	white	SA
2079	35	14	57	1989	female	white	SA
2080	30	9	32	1989	female	white	A
2081	68	12	40	1989	female	white	D
2082	20	12	18	1989	male	white	D
2083	36	12	32	1989	female	white	D
2084	23	10	40	1989	male	white	A
2085	72	8	41	1989	female	white	A
2086	35	13	56	1989	female	white	A
2087	72	8	36	1989	male	white	A
2088	24	11	39	1989	female	white	A
2089	55	13	42	1989	female	white	A
2090	38	7	32	1989	male	white	D
2091	33	10	12	1989	female	white	SA
2092	26	8	19	1989	female	white	D
2093	25	10	23	1989	female	white	D
2094	32	12	34	1989	female	white	A
2095	25	16	50	1989	female	white	D
2096	75	10	42	1989	female	white	A
2097	25	11	48	1989	male	white	A
2098	37	15	61	1989	female	white	SD
2099	22	12	34	1989	male	white	A
2100	29	12	46	1989	female	white	SA
2101	66	12	48	1989	male	white	A
2102	32	15	50	1989	female	white	SA
2103	36	10	32	1989	male	white	D
2104	31	13	46	1989	female	white	D
2105	64	14	39	1989	female	white	D
2106	23	14	18	1989	male	white	A
2107	23	14	36	1989	female	white	SA
2108	68	12	36	1989	female	white	SA
2109	31	13	42	1989	female	white	SA
2110	57	12	12	1989	male	white	SD
2111	78	12	31	1989	female	white	SA
2112	72	8	32	1989	male	white	A
2113	37	12	62	1989	female	white	SA
2114	68	12	36	1989	female	white	D
2115	58	12	48	1989	female	white	A
2116	50	12	41	1989	male	white	A
2117	35	15	50	1989	male	white	D
2118	41	12	48	1989	female	white	A
2119	25	16	63	1989	female	white	SA
2120	27	14	39	1989	male	white	A
2121	51	16	60	1989	female	white	D
2122	46	12	41	1989	male	white	A
2123	48	17	76	1989	male	white	A
2124	53	12	34	1989	male	white	A
2125	50	12	46	1989	female	white	D
2126	38	15	62	1989	female	white	A
2127	57	12	17	1989	female	white	SA
2128	50	15	46	1989	female	white	D
2129	35	16	39	1989	male	white	D
2130	33	15	61	1989	female	white	SA
2131	65	12	46	1989	female	white	D
2132	62	12	36	1989	female	white	A
2133	70	12	62	1989	female	white	A
2134	66	12	33	1989	female	white	A
2135	34	10	28	1989	male	white	A
2136	24	15	22	1989	male	white	SA
2137	55	12	36	1989	female	white	D
2138	61	12	25	1989	female	white	D
2139	25	18	20	1989	female	white	SA
2140	78	10	36	1989	female	white	A
2141	24	12	19	1989	male	white	SA
2142	68	8	27	1989	female	white	SA
2143	60	14	42	1989	female	white	SA
2144	33	12	32	1989	male	white	SA
2145	58	12	39	1989	male	white	D
2146	39	12	32	1989	female	white	A
2147	46	15	50	1989	female	white	SA
2148	55	12	31	1989	female	white	A
2149	36	12	48	1989	female	white	D
2150	49	12	45	1989	female	white	A
2151	78	8	41	1989	male	white	D
2152	59	11	50	1989	female	white	A
2153	30	5	28	1989	male	white	D
2154	75	6	31	1989	male	white	D
2155	80	11	72	1989	male	white	D
2156	23	12	17	1989	female	nonwhite	A
2157	27	12	36	1989	female	white	A
2158	66	8	17	1989	female	white	D
2159	39	7	28	1989	male	white	SA
2160	66	12	32	1989	female	white	D
2161	65	11	25	1989	female	white	D
2162	46	16	57	1989	female	white	SD
2163	26	17	69	1989	male	white	A
2164	41	20	55	1989	male	white	D
2165	53	16	61	1989	female	white	A
2166	58	14	48	1989	male	white	SA
2167	64	16	60	1989	female	white	D
2168	74	14	36	1989	male	white	D
2169	47	10	28	1989	female	nonwhite	D
2170	55	12	72	1989	female	white	A
2171	55	4	41	1989	male	nonwhite	SD
2172	41	12	29	1989	male	white	D
2173	21	12	39	1989	female	white	SA
2174	69	11	50	1989	female	white	SD
2175	30	10	47	1989	male	white	SA
2176	55	9	16	1989	female	white	SD
2177	45	10	20	1989	female	white	A
2178	29	12	47	1989	male	white	A
2179	33	12	47	1989	male	white	D
2180	22	12	39	1989	female	white	D
2181	22	12	48	1989	female	white	SA
2182	30	12	47	1989	male	white	SA
2183	33	13	48	1989	female	white	SA
2184	28	12	37	1989	male	white	D
2185	29	12	37	1989	male	white	A
2186	39	12	61	1989	female	white	A
2187	79	16	62	1989	male	white	SD
2188	47	11	54	1989	male	white	D
2189	32	12	17	1989	male	white	A
2190	40	12	17	1989	male	white	A
2191	37	18	60	1989	male	white	D
2192	66	12	36	1989	female	white	A
2193	63	14	50	1989	male	white	D
2194	47	12	56	1989	male	white	D
2195	73	12	40	1989	male	white	D
2196	71	20	69	1989	male	white	SD
2197	38	14	46	1989	female	white	A
2198	69	14	41	1989	male	white	A
2199	74	12	36	1989	female	white	D
2200	40	8	31	1989	female	white	A
2201	58	9	27	1989	female	white	SA
2202	61	4	34	1989	male	white	SD
2203	48	9	36	1989	female	nonwhite	A
2204	28	14	50	1989	male	white	SA
2205	50	12	36	1989	female	white	D
2206	27	14	25	1989	female	white	A
2207	47	4	17	1989	male	nonwhite	SD
2208	51	11	25	1989	female	nonwhite	D
2209	48	8	32	1989	female	white	A
2210	55	1	50	1989	male	nonwhite	A
2211	62	0	26	1989	male	nonwhite	SD
2212	37	16	69	1989	male	white	SD
2213	27	11	45	1989	male	white	SA
2214	78	8	18	1989	female	white	A
2215	35	10	32	1989	male	white	SA
2216	33	12	46	1989	female	white	SA
2217	68	6	37	1989	male	nonwhite	D
2218	82	8	35	1989	male	nonwhite	D
2219	42	13	28	1989	female	white	D
2220	21	12	40	1989	male	white	A
2221	42	9	36	1989	female	white	A
2222	70	8	31	1989	female	white	A
2223	30	13	32	1989	female	white	A
2224	66	8	33	1989	male	white	D
2225	31	12	41	1989	male	white	A
2226	28	9	38	1989	female	white	A
2227	28	9	40	1989	male	white	SA
2228	36	11	48	1989	male	white	D
2229	74	3	36	1989	female	white	A
2230	41	18	63	1989	female	white	SA
2231	37	12	50	1989	male	white	A
2232	42	10	30	1989	male	white	A
2233	22	15	26	1989	male	white	A
2234	27	15	56	1989	female	white	A
2235	23	15	34	1989	male	white	A
2236	51	18	50	1989	male	white	A
2237	22	14	37	1989	male	white	D
2238	66	12	46	1989	female	white	SA
2239	27	12	34	1989	female	white	A
2240	21	14	50	1989	female	white	SA
2241	21	15	20	1989	female	white	A
2242	42	17	62	1989	male	white	D
2243	43	14	45	1989	male	white	SA
2244	31	14	37	1989	female	white	D
2245	21	12	37	1989	male	white	A
2246	30	16	16	1989	male	white	SD
2247	36	9	41	1989	female	nonwhite	SA
2248	24	12	15	1989	female	nonwhite	D
2249	67	7	41	1989	female	white	A
2250	65	11	50	1989	female	white	SA
2251	24	16	63	1989	male	white	A
2252	51	17	60	1989	female	white	SA
2253	50	8	29	1989	female	nonwhite	D
2254	24	10	25	1989	female	nonwhite	SA
2255	28	12	29	1989	male	nonwhite	A
2256	33	16	32	1989	male	nonwhite	D
2257	56	15	47	1989	female	white	D
2258	78	8	20	1989	female	white	D
2259	27	15	50	1989	female	white	SA
2260	79	12	76	1989	male	white	D
2261	28	12	46	1989	female	white	SA
2262	29	11	31	1989	female	white	A
2263	82	9	32	1989	male	white	SD
2264	65	12	50	1989	male	white	SA
2265	66	12	33	1989	female	white	SD
2266	89	11	32	1989	male	white	D
2267	65	9	29	1989	female	white	A
2268	66	12	35	1989	female	white	A
2269	44	12	37	1989	male	white	SA
2270	33	15	51	1989	female	white	D
2271	32	16	51	1989	male	white	D
2272	73	5	50	1989	male	white	D
2273	49	8	50	1989	male	white	D
2274	30	12	31	1989	female	white	D
2275	60	13	50	1989	female	white	D
2276	42	19	41	1989	male	white	SA
2277	75	12	50	1989	female	white	A
2278	56	15	43	1989	male	white	SD
2279	37	18	36	1989	male	white	A
2280	28	12	50	1989	female	white	SA
2281	89	8	18	1989	female	white	D
