school	iq	test	ses	class.size	meanses	meaniq
1308	85	12.5	46	29	20	31.722	11.722
1309	85	13.5	52	38	20	31.722	11.722
1310	85	11	38	20	20	31.722	11.722
1311	85	13.5	57	40	20	31.722	11.722
1312	85	12	45	47	20	31.722	11.722
1313	85	12	43	43	20	31.722	11.722
1314	85	14.5	34	20	20	31.722	11.722
1315	85	12	51	28	20	31.722	11.722
1316	85	13	56	43	20	31.722	11.722
1317	85	12.5	53	23	20	31.722	11.722
1318	86	NA	41	NA	32	37.538	12.138
1319	86	13.5	NA	41	32	37.538	12.138
1320	86	11.5	46	NA	32	37.538	12.138
1321	86	NA	46	40	32	37.538	12.138
1322	86	12	42	NA	32	37.538	12.138
1323	86	9.5	38	NA	32	37.538	12.138
1324	86	12.5	40	NA	32	37.538	12.138
1325	86	11.5	42	50	32	37.538	12.138
1326	86	13.5	45	20	32	37.538	12.138
1327	86	13	41	50	32	37.538	12.138
1328	86	11	46	30	32	37.538	12.138
1329	86	12.5	48	30	32	37.538	12.138
1330	86	14	42	30	32	37.538	12.138
1331	86	10.5	28	43	32	37.538	12.138
1332	86	7	25	30	32	37.538	12.138
1333	86	14.5	46	23	32	37.538	12.138
1334	86	15.5	49	50	32	37.538	12.138
1335	86	11	35	35	32	37.538	12.138
1336	86	12.5	42	30	32	37.538	12.138
1337	86	13	51	50	32	37.538	12.138
1338	86	10.5	43	50	32	37.538	12.138
1339	86	11	31	20	32	37.538	12.138
1340	86	9.5	40	35	32	37.538	12.138
1341	86	11	41	23	32	37.538	12.138
1342	86	11.5	30	33	32	37.538	12.138
1343	86	16	48	50	32	37.538	12.138
1344	86	10.5	42	23	32	37.538	12.138
1345	86	15	51	50	32	37.538	12.138
1346	86	15.5	53	50	32	37.538	12.138
1347	86	12.5	50	40	32	37.538	12.138
1348	86	10.5	41	50	32	37.538	12.138
1349	87	11.5	45	34	28	27.818	11.391
1350	87	10	35	NA	28	27.818	11.391
1351	87	11	45	35	28	27.818	11.391
1352	87	10	24	20	28	27.818	11.391
1353	87	11.5	45	30	28	27.818	11.391
1354	87	10.5	36	20	28	27.818	11.391
1355	87	8.5	41	20	28	27.818	11.391
1356	87	12	33	20	28	27.818	11.391
1357	87	13.5	47	47	28	27.818	11.391
1358	87	13.5	43	30	28	27.818	11.391
1359	87	14	51	23	28	27.818	11.391
1360	87	11.5	32	25	28	27.818	11.391
1361	87	10	22	20	28	27.818	11.391
1362	87	9	30	17	28	27.818	11.391
1363	87	8	37	23	28	27.818	11.391
1364	87	12.5	41	30	28	27.818	11.391
1365	87	9.5	20	23	28	27.818	11.391
1366	87	14	52	40	28	27.818	11.391
1367	87	12.5	45	35	28	27.818	11.391
1368	87	12.5	51	30	28	27.818	11.391
1369	87	12	49	30	28	27.818	11.391
1370	87	11.5	27	25	28	27.818	11.391
1371	87	13	42	35	28	27.818	11.391
1372	88	11.5	48	NA	27	31.1	11.708
1373	88	13	40	NA	27	31.1	11.708
1374	88	15.5	53	35	27	31.1	11.708
1375	88	13.5	52	37	27	31.1	11.708
1376	88	12	47	37	27	31.1	11.708
1377	88	12.5	47	43	27	31.1	11.708
1378	88	7.5	18	10	27	31.1	11.708
1379	88	12.5	50	20	27	31.1	11.708
1380	88	12.5	39	33	27	31.1	11.708
1381	88	9	26	33	27	31.1	11.708
1382	88	10	27	33	27	31.1	11.708
1383	88	11	44	30	27	31.1	11.708
1384	89	9.5	42	32	38	37.857	12.964
1385	89	13.5	44	26	38	37.857	12.964
1386	89	14	45	26	38	37.857	12.964
1387	89	13.5	51	49	38	37.857	12.964
1388	89	12	49	49	38	37.857	12.964
1389	89	13	42	45	38	37.857	12.964
1390	89	13.5	41	49	38	37.857	12.964
1391	89	12.5	49	49	38	37.857	12.964
1392	89	12	49	45	38	37.857	12.964
1393	89	13	57	14	38	37.857	12.964
1394	89	12	50	45	38	37.857	12.964
1395	89	16.5	45	30	38	37.857	12.964
1396	89	12	44	41	38	37.857	12.964
1397	89	14.5	56	30	38	37.857	12.964
1398	90	10.5	NA	41	22	36	11.528
1399	90	NA	NA	19	22	36	11.528
1400	90	9	37	NA	22	36	11.528
1401	90	8.5	NA	38	22	36	11.528
1402	90	13	49	40	22	36	11.528
1403	90	12	35	30	22	36	11.528
1404	90	11	42	30	22	36	11.528
1405	90	11.5	53	40	22	36	11.528
1406	90	11.5	45	50	22	36	11.528
1407	90	12	50	40	22	36	11.528
1408	90	12	38	40	22	36	11.528
1409	90	13	50	40	22	36	11.528
1410	90	10.5	44	20	22	36	11.528
1411	90	13.5	41	50	22	36	11.528
1412	90	12.5	47	30	22	36	11.528
1413	90	11	45	20	22	36	11.528
1414	90	11.5	52	40	22	36	11.528
1415	90	13	48	30	22	36	11.528
1416	90	11.5	50	50	22	36	11.528
1417	92	11	NA	30	15	30	11.967
1418	92	9	31	11	15	30	11.967
1419	92	12	41	45	15	30	11.967
1420	92	11	46	34	15	30	11.967
1421	92	12.5	38	34	15	30	11.967
1422	92	12.5	50	24	15	30	11.967
1423	92	10	38	22	15	30	11.967
1424	92	12	50	30	15	30	11.967
1425	92	11.5	45	15	15	30	11.967
1426	92	11.5	43	36	15	30	11.967
1427	92	12.5	36	30	15	30	11.967
1428	92	13.5	44	32	15	30	11.967
1429	92	11.5	47	21	15	30	11.967
1430	92	14.5	51	41	15	30	11.967
1431	92	14.5	56	45	15	30	11.967
1432	94	14	42	NA	25	34.733	13.676
1433	94	12.5	49	NA	25	34.733	13.676
1434	94	15	40	30	25	34.733	13.676
1435	94	13	33	28	25	34.733	13.676
1436	94	12.5	46	38	25	34.733	13.676
1437	94	13	49	20	25	34.733	13.676
1438	94	17.5	50	33	25	34.733	13.676
1439	94	13	47	38	25	34.733	13.676
1440	94	7	40	20	25	34.733	13.676
1441	94	15.5	51	40	25	34.733	13.676
1442	94	14.5	51	50	25	34.733	13.676
1443	94	15.5	53	38	25	34.733	13.676
1444	94	12.5	42	20	25	34.733	13.676
1445	94	16.5	55	50	25	34.733	13.676
1446	94	14	53	45	25	34.733	13.676
1447	94	13.5	44	33	25	34.733	13.676
1448	94	13	51	38	25	34.733	13.676
1449	95	10	40	NA	24	24.15	10.938
1450	95	9.5	30	NA	24	24.15	10.938
1451	95	7.5	26	NA	24	24.15	10.938
1452	95	10.5	NA	19	24	24.15	10.938
1453	95	12.5	29	NA	24	24.15	10.938
1454	95	10.5	NA	28	24	24.15	10.938
1455	95	10	32	20	24	24.15	10.938
1456	95	13.5	36	20	24	24.15	10.938
1457	95	15.5	55	25	24	24.15	10.938
1458	95	11.5	30	20	24	24.15	10.938
1459	95	10.5	39	20	24	24.15	10.938
1460	95	10	42	20	24	24.15	10.938
1461	95	8	34	20	24	24.15	10.938
1462	95	11.5	36	20	24	24.15	10.938
1463	95	11	31	33	24	24.15	10.938
1464	95	12	37	20	24	24.15	10.938
1465	95	13	47	30	24	24.15	10.938
1466	95	9	30	10	24	24.15	10.938
1467	95	9	27	23	24	24.15	10.938
1468	95	12	39	35	24	24.15	10.938
1469	95	9.5	35	20	24	24.15	10.938
1470	95	10.5	38	20	24	24.15	10.938
1471	95	12.5	29	40	24	24.15	10.938
1472	95	13	46	40	24	24.15	10.938
1473	96	14.5	43	37	22	31.381	11.119
1474	96	12	38	14	22	31.381	11.119
1475	96	9.5	43	21	22	31.381	11.119
1476	96	9.5	42	20	22	31.381	11.119
1477	96	13	39	18	22	31.381	11.119
1478	96	9.5	46	37	22	31.381	11.119
1479	96	10	34	37	22	31.381	11.119
1480	96	7	52	26	22	31.381	11.119
1481	96	12.5	55	49	22	31.381	11.119
1482	96	14.5	56	46	22	31.381	11.119
1483	96	10	46	20	22	31.381	11.119
1484	96	11	39	30	22	31.381	11.119
1485	96	10.5	41	18	22	31.381	11.119
1486	96	10	36	19	22	31.381	11.119
1487	96	11	48	26	22	31.381	11.119
1488	96	11	33	21	22	31.381	11.119
1489	96	11.5	50	49	22	31.381	11.119
1490	96	11.5	35	49	22	31.381	11.119
1491	96	12.5	54	49	22	31.381	11.119
1492	96	9	31	24	22	31.381	11.119
1493	96	13.5	51	49	22	31.381	11.119
1494	97	10	32	11	34	22.111	11.778
1495	97	11.5	46	17	34	22.111	11.778
1496	97	13	43	25	34	22.111	11.778
1497	97	12	43	20	34	22.111	11.778
1498	97	13.5	42	20	34	22.111	11.778
1499	97	12	49	30	34	22.111	11.778
1500	97	12	46	15	34	22.111	11.778
1501	97	12.5	49	40	34	22.111	11.778
1502	97	12.5	27	18	34	22.111	11.778
1503	97	12.5	47	33	34	22.111	11.778
1504	97	11.5	36	18	34	22.111	11.778
1505	97	13.5	49	18	34	22.111	11.778
1506	97	8.5	30	25	34	22.111	11.778
1507	97	11.5	39	20	34	22.111	11.778
1508	97	12.5	45	20	34	22.111	11.778
1509	97	13	55	25	34	22.111	11.778
1510	97	9.5	29	18	34	22.111	11.778
1511	97	10.5	32	25	34	22.111	11.778
1512	98	16	48	13	22	17.35	11.825
1513	98	11	38	17	22	17.35	11.825
1514	98	12	42	15	22	17.35	11.825
1515	98	12	31	13	22	17.35	11.825
1516	98	11	31	18	22	17.35	11.825
1517	98	16.5	38	33	22	17.35	11.825
1518	98	14.5	48	15	22	17.35	11.825
1519	98	13	44	15	22	17.35	11.825
1520	98	12.5	35	13	22	17.35	11.825
1521	98	8.5	31	10	22	17.35	11.825
1522	98	9	30	10	22	17.35	11.825
1523	98	11	46	15	22	17.35	11.825
1524	98	12.5	48	40	22	17.35	11.825
1525	98	10	28	23	22	17.35	11.825
1526	98	11	36	25	22	17.35	11.825
1527	98	13.5	39	13	22	17.35	11.825
1528	98	13	46	18	22	17.35	11.825
1529	98	10.5	38	13	22	17.35	11.825
1530	98	8.5	31	18	22	17.35	11.825
1531	98	10.5	33	10	22	17.35	11.825
1532	99	9.5	38	17	24	27.273	12.682
1533	99	10	43	40	24	27.273	12.682
1534	99	7	9	20	24	27.273	12.682
1535	99	12.5	33	22	24	27.273	12.682
1536	99	13.5	51	28	24	27.273	12.682
1537	99	14	51	43	24	27.273	12.682
1538	99	14	37	17	24	27.273	12.682
1539	99	16	48	19	24	27.273	12.682
1540	99	13.5	50	34	24	27.273	12.682
1541	99	13.5	51	20	24	27.273	12.682
1542	99	16	57	40	24	27.273	12.682
1543	101	12	44	23	25	26.739	10.804
1544	101	11	46	33	25	26.739	10.804
1545	101	12	53	30	25	26.739	10.804
1546	101	10.5	30	20	25	26.739	10.804
1547	101	11.5	27	10	25	26.739	10.804
1548	101	13	40	23	25	26.739	10.804
1549	101	9	45	23	25	26.739	10.804
1550	101	9	37	13	25	26.739	10.804
1551	101	12	50	33	25	26.739	10.804
1552	101	10	46	30	25	26.739	10.804
1553	101	12	47	30	25	26.739	10.804
1554	101	16	54	35	25	26.739	10.804
1555	101	15.5	50	33	25	26.739	10.804
1556	101	6	50	25	25	26.739	10.804
1557	101	7.5	35	23	25	26.739	10.804
1558	101	5.5	30	20	25	26.739	10.804
1559	101	10.5	48	30	25	26.739	10.804
1560	101	13	55	20	25	26.739	10.804
1561	101	9	35	35	25	26.739	10.804
1562	101	12	38	30	25	26.739	10.804
1563	101	9	38	33	25	26.739	10.804
1564	101	10.5	41	33	25	26.739	10.804
1565	101	12	31	30	25	26.739	10.804
1566	102	8	NA	27	25	27	11.567
1567	102	9	NA	24	25	27	11.567
1568	102	15	NA	46	25	27	11.567
1569	102	13	NA	37	25	27	11.567
1570	102	12	NA	20	25	27	11.567
1571	102	8.5	NA	21	25	27	11.567
1572	102	9	NA	NA	25	27	11.567
1573	102	9	NA	21	25	27	11.567
1574	102	11	NA	27	25	27	11.567
1575	102	12.5	NA	19	25	27	11.567
1576	102	11.5	NA	23	25	27	11.567
1577	102	13.5	NA	30	25	27	11.567
1578	102	12.5	NA	14	25	27	11.567
1579	102	11	NA	23	25	27	11.567
1580	102	18	NA	46	25	27	11.567
1581	103	6	NA	NA	29	13.2	7.056
1582	103	5	14	NA	29	13.2	7.056
1583	103	4	NA	11	29	13.2	7.056
1584	103	9.5	44	NA	29	13.2	7.056
1585	103	12	35	NA	29	13.2	7.056
1586	103	10	15	15	29	13.2	7.056
1587	103	4	21	10	29	13.2	7.056
1588	103	7	29	20	29	13.2	7.056
1589	103	6	15	10	29	13.2	7.056
1590	104	6.5	19	17	26	16.833	10.348
1591	104	11.5	37	11	26	16.833	10.348
1592	104	10	NA	17	26	16.833	10.348
1593	104	9.5	30	20	26	16.833	10.348
1594	104	9.5	23	11	26	16.833	10.348
1595	104	9.5	26	15	26	16.833	10.348
1596	104	7.5	36	20	26	16.833	10.348
1597	104	8.5	19	15	26	16.833	10.348
1598	104	9	28	15	26	16.833	10.348
1599	104	8	27	11	26	16.833	10.348
1600	104	10.5	29	33	26	16.833	10.348
1601	104	14	38	15	26	16.833	10.348
1602	104	15.5	51	24	26	16.833	10.348
1603	104	10	NA	17	26	16.833	10.348
1604	104	6.5	27	15	26	16.833	10.348
1605	104	12	40	15	26	16.833	10.348
1606	104	11.5	34	24	26	16.833	10.348
1607	104	11	36	15	26	16.833	10.348
1608	104	12	43	19	26	16.833	10.348
1609	104	12	44	17	26	16.833	10.348
1610	104	NA	46	17	26	16.833	10.348
1611	104	14.5	34	15	26	16.833	10.348
1612	104	9.5	30	15	26	16.833	10.348
1613	104	9.5	24	11	26	16.833	10.348
1614	106	10.5	NA	34	23	28.364	10.727
1615	106	6	25	15	23	28.364	10.727
1616	106	10.5	27	30	23	28.364	10.727
1617	106	11	25	10	23	28.364	10.727
1618	106	12.5	49	43	23	28.364	10.727
1619	106	12	29	20	23	28.364	10.727
1620	106	14	52	47	23	28.364	10.727
1621	106	9.5	27	23	23	28.364	10.727
1622	106	12.5	49	37	23	28.364	10.727
1623	106	11.5	42	23	23	28.364	10.727
1624	106	8	34	30	23	28.364	10.727
1625	107	14.5	51	40	31	38.941	13.147
1626	107	11	43	47	31	38.941	13.147
1627	107	13	42	35	31	38.941	13.147
1628	107	11.5	29	27	31	38.941	13.147
1629	107	14.5	39	33	31	38.941	13.147
1630	107	15.5	49	50	31	38.941	13.147
1631	107	14	41	20	31	38.941	13.147
1632	107	12.5	23	50	31	38.941	13.147
1633	107	14	48	37	31	38.941	13.147
1634	107	11	22	43	31	38.941	13.147
1635	107	11	19	43	31	38.941	13.147
1636	107	15	52	50	31	38.941	13.147
1637	107	17	53	50	31	38.941	13.147
1638	107	12.5	37	50	31	38.941	13.147
1639	107	14	44	20	31	38.941	13.147
1640	107	11.5	34	30	31	38.941	13.147
1641	107	11	30	37	31	38.941	13.147
1642	108	12.5	NA	30	15	30.7	12.05
1643	108	13	41	18	15	30.7	12.05
1644	108	13.5	49	28	15	30.7	12.05
1645	108	12	53	47	15	30.7	12.05
1646	108	12	44	40	15	30.7	12.05
1647	108	10	41	33	15	30.7	12.05
1648	108	10.5	37	23	15	30.7	12.05
1649	108	14	51	28	15	30.7	12.05
1650	108	12.5	14	23	15	30.7	12.05
1651	108	10.5	17	37	15	30.7	12.05
1652	109	13	27	NA	33	14.75	10.929
1653	109	11.5	33	13	33	14.75	10.929
1654	109	11	43	10	33	14.75	10.929
1655	109	12	38	20	33	14.75	10.929
1656	109	10.5	26	15	33	14.75	10.929
1657	109	6	26	10	33	14.75	10.929
1658	109	11	31	18	33	14.75	10.929
1659	109	7	30	10	33	14.75	10.929
1660	109	10.5	29	23	33	14.75	10.929
1661	109	11.5	36	23	33	14.75	10.929
1662	109	13	43	10	33	14.75	10.929
1663	109	10.5	40	10	33	14.75	10.929
1664	109	8.5	26	20	33	14.75	10.929
1665	109	8.5	32	10	33	14.75	10.929
1666	109	13.5	38	10	33	14.75	10.929
1667	109	14.5	43	20	33	14.75	10.929
1668	109	10.5	33	20	33	14.75	10.929
1669	109	12	26	13	33	14.75	10.929
1670	109	13.5	34	15	33	14.75	10.929
1671	109	5.5	17	10	33	14.75	10.929
1672	109	15.5	39	15	33	14.75	10.929
1673	110	13	40	NA	19	36.588	12.526
1674	110	17	52	NA	19	36.588	12.526
1675	110	11.5	45	47	19	36.588	12.526
1676	110	11.5	47	30	19	36.588	12.526
1677	110	13	45	35	19	36.588	12.526
1678	110	11.5	46	50	19	36.588	12.526
1679	110	13	35	50	19	36.588	12.526
1680	110	14	47	50	19	36.588	12.526
1681	110	13	43	50	19	36.588	12.526
1682	110	13	42	50	19	36.588	12.526
1683	110	10.5	39	30	19	36.588	12.526
1684	110	11	51	50	19	36.588	12.526
1685	110	11	44	20	19	36.588	12.526
1686	110	15	46	40	19	36.588	12.526
1687	110	10.5	33	30	19	36.588	12.526
1688	110	11	40	20	19	36.588	12.526
1689	110	13.5	51	30	19	36.588	12.526
1690	110	12.5	45	20	19	36.588	12.526
1691	110	12.5	49	20	19	36.588	12.526
1692	111	11.5	39	30	22	23	12.5
1693	111	13.5	45	28	22	23	12.5
1694	111	12.5	30	23	22	23	12.5
1695	111	15	41	20	22	23	12.5
1696	111	13	46	45	22	23	12.5
1697	111	11	39	20	22	23	12.5
1698	111	13	45	20	22	23	12.5
1699	111	13	48	20	22	23	12.5
1700	111	10	30	28	22	23	12.5
1701	111	14	48	27	22	23	12.5
1702	111	11.5	44	20	22	23	12.5
1703	111	10	29	10	22	23	12.5
1704	111	15.5	55	10	22	23	12.5
1705	111	12	43	20	22	23	12.5
1706	111	12	45	23	22	23	12.5
1707	111	11.5	45	40	22	23	12.5
1708	111	14	42	10	22	23	12.5
1709	111	12	41	20	22	23	12.5
1710	112	12	28	25	28	22.857	10.429
1711	112	8	26	18	28	22.857	10.429
1712	112	11	46	33	28	22.857	10.429
1713	112	11	38	23	28	22.857	10.429
1714	112	9.5	37	13	28	22.857	10.429
1715	112	13.5	54	30	28	22.857	10.429
1716	112	8	29	18	28	22.857	10.429
1717	114	7	13	21	23	22.636	11.455
1718	114	7.5	23	21	23	22.636	11.455
1719	114	9	32	15	23	22.636	11.455
1720	114	15	46	26	23	22.636	11.455
1721	114	11.5	27	22	23	22.636	11.455
1722	114	10	29	27	23	22.636	11.455
1723	114	9	31	25	23	22.636	11.455
1724	114	12	45	23	23	22.636	11.455
1725	114	9.5	33	21	23	22.636	11.455
1726	114	12	36	30	23	22.636	11.455
1727	114	13.5	53	21	23	22.636	11.455
1728	114	10	35	15	23	22.636	11.455
1729	114	12.5	41	28	23	22.636	11.455
1730	114	11.5	39	20	23	22.636	11.455
1731	114	13	36	30	23	22.636	11.455
1732	114	12	47	15	23	22.636	11.455
1733	114	14.5	39	17	23	22.636	11.455
1734	114	13	47	21	23	22.636	11.455
1735	114	11.5	37	26	23	22.636	11.455
1736	114	11	36	22	23	22.636	11.455
1737	114	12.5	45	35	23	22.636	11.455
1738	114	14.5	44	17	23	22.636	11.455
1739	115	10.5	36	33	31	32.167	11.433
1740	115	11	36	33	31	32.167	11.433
1741	115	10	20	30	31	32.167	11.433
1742	115	12	46	30	31	32.167	11.433
1743	115	12	48	30	31	32.167	11.433
1744	115	11	24	27	31	32.167	11.433
1745	115	8.5	26	27	31	32.167	11.433
1746	115	11.5	40	33	31	32.167	11.433
1747	115	9.5	35	27	31	32.167	11.433
1748	115	11	55	30	31	32.167	11.433
1749	115	12	36	27	31	32.167	11.433
1750	115	11.5	30	47	31	32.167	11.433
1751	115	10.5	38	30	31	32.167	11.433
1752	115	12.5	39	30	31	32.167	11.433
1753	115	12	52	27	31	32.167	11.433
1754	115	12	36	33	31	32.167	11.433
1755	115	13	43	40	31	32.167	11.433
1756	115	9.5	31	30	31	32.167	11.433
1757	115	12	43	30	31	32.167	11.433
1758	115	14.5	42	37	31	32.167	11.433
1759	115	11.5	37	37	31	32.167	11.433
1760	115	11.5	47	45	31	32.167	11.433
1761	115	12	49	40	31	32.167	11.433
1762	115	11	31	23	31	32.167	11.433
1763	115	12	41	30	31	32.167	11.433
1764	115	9	33	33	31	32.167	11.433
1765	115	13.5	42	33	31	32.167	11.433
1766	115	12.5	41	33	31	32.167	11.433
1767	115	12.5	44	23	31	32.167	11.433
1768	115	11	41	37	31	32.167	11.433
1769	116	12	34	23	28	21.526	10.947
1770	116	11	32	28	28	21.526	10.947
1771	116	13.5	46	20	28	21.526	10.947
1772	116	12	40	20	28	21.526	10.947
1773	116	9.5	38	30	28	21.526	10.947
1774	116	12.5	40	20	28	21.526	10.947
1775	116	10.5	24	10	28	21.526	10.947
1776	116	11.5	39	15	28	21.526	10.947
1777	116	10	24	20	28	21.526	10.947
1778	116	9.5	37	17	28	21.526	10.947
1779	116	11	25	20	28	21.526	10.947
1780	116	9	28	38	28	21.526	10.947
1781	116	13	39	30	28	21.526	10.947
1782	116	11	39	20	28	21.526	10.947
1783	116	8	33	23	28	21.526	10.947
1784	116	11	38	15	28	21.526	10.947
1785	116	12.5	38	20	28	21.526	10.947
1786	116	10	29	25	28	21.526	10.947
1787	116	10.5	34	15	28	21.526	10.947
1788	117	10.5	46	17	NA	27.815	12.333
1789	117	8.5	45	26	NA	27.815	12.333
1790	117	12	53	32	NA	27.815	12.333
1791	117	11	50	19	NA	27.815	12.333
1792	117	12	54	28	NA	27.815	12.333
1793	117	12	51	28	NA	27.815	12.333
1794	117	10	35	17	NA	27.815	12.333
1795	117	11	50	28	NA	27.815	12.333
1796	117	11	46	45	NA	27.815	12.333
1797	117	13	50	11	NA	27.815	12.333
1798	117	11	46	19	NA	27.815	12.333
1799	117	12.5	48	19	NA	27.815	12.333
1800	117	12	49	25	NA	27.815	12.333
1801	117	13	49	17	NA	27.815	12.333
1802	117	16	53	30	NA	27.815	12.333
1803	117	12.5	55	19	NA	27.815	12.333
1804	117	11	45	17	NA	27.815	12.333
1805	117	11.5	51	38	NA	27.815	12.333
1806	117	13	49	19	NA	27.815	12.333
1807	117	13	55	19	NA	27.815	12.333
1808	117	12.5	53	32	NA	27.815	12.333
1809	117	15.5	53	49	NA	27.815	12.333
1810	117	16	58	39	NA	27.815	12.333
1811	117	14	54	38	NA	27.815	12.333
1812	117	13.5	55	39	NA	27.815	12.333
1813	117	13	52	38	NA	27.815	12.333
1814	117	12	54	43	NA	27.815	12.333
1815	118	13	NA	17	29	25.8	12.2
1816	118	14	47	35	29	25.8	12.2
1817	118	13.5	49	20	29	25.8	12.2
1818	118	12.5	34	33	29	25.8	12.2
1819	118	12.5	39	45	29	25.8	12.2
1820	118	10.5	27	15	29	25.8	12.2
1821	118	11.5	31	18	29	25.8	12.2
1822	118	12	40	20	29	25.8	12.2
1823	118	12	39	25	29	25.8	12.2
1824	118	10.5	25	30	29	25.8	12.2
1825	119	10	NA	28	33	23.357	11.321
1826	119	9.5	NA	26	33	23.357	11.321
1827	119	13	34	10	33	23.357	11.321
1828	119	10	36	25	33	23.357	11.321
1829	119	15	52	20	33	23.357	11.321
1830	119	13	48	35	33	23.357	11.321
1831	119	10.5	31	13	33	23.357	11.321
1832	119	11.5	43	23	33	23.357	11.321
1833	119	13	27	20	33	23.357	11.321
1834	119	14	47	23	33	23.357	11.321
1835	119	10	27	20	33	23.357	11.321
1836	119	11	40	33	33	23.357	11.321
1837	119	7	29	18	33	23.357	11.321
1838	119	11	40	33	33	23.357	11.321
1839	120	11	24	19	36	35.2	12.806
1840	120	11.5	31	19	36	35.2	12.806
1841	120	12	36	23	36	35.2	12.806
1842	120	12.5	26	27	36	35.2	12.806
1843	120	13	46	28	36	35.2	12.806
1844	120	11.5	43	38	36	35.2	12.806
1845	120	9.5	32	23	36	35.2	12.806
1846	120	12	33	31	36	35.2	12.806
1847	120	13	40	27	36	35.2	12.806
1848	120	13	32	NA	36	35.2	12.806
1849	120	12.5	37	36	36	35.2	12.806
1850	120	13	41	39	36	35.2	12.806
1851	120	15.5	49	23	36	35.2	12.806
1852	120	13	50	36	36	35.2	12.806
1853	120	14	46	40	36	35.2	12.806
1854	120	11.5	38	41	36	35.2	12.806
1855	120	13	48	41	36	35.2	12.806
1856	120	12	39	21	36	35.2	12.806
1857	120	14.5	41	47	36	35.2	12.806
1858	120	12.5	NA	41	36	35.2	12.806
1859	120	12.5	38	36	36	35.2	12.806
1860	120	11.5	44	41	36	35.2	12.806
1861	120	12	45	47	36	35.2	12.806
1862	120	11	34	26	36	35.2	12.806
1863	120	13	49	25	36	35.2	12.806
1864	120	12.5	45	40	36	35.2	12.806
1865	120	16.5	52	35	36	35.2	12.806
1866	120	12	46	49	36	35.2	12.806
1867	120	12	47	46	36	35.2	12.806
1868	120	12.5	47	46	36	35.2	12.806
1869	120	13.5	53	26	36	35.2	12.806
1870	120	13.5	49	43	36	35.2	12.806
1871	120	13.5	45	49	36	35.2	12.806
1872	120	13.5	49	45	36	35.2	12.806
1873	120	16.5	49	37	36	35.2	12.806
1874	120	14.5	49	41	36	35.2	12.806
1875	121	16	41	20	23	30.5	13.6
1876	121	13.5	44	37	23	30.5	13.6
1877	121	13.5	47	48	23	30.5	13.6
1878	121	15	44	37	23	30.5	13.6
1879	121	10.5	33	37	23	30.5	13.6
1880	121	12	28	20	23	30.5	13.6
1881	121	13	28	28	23	30.5	13.6
1882	121	14.5	50	28	23	30.5	13.6
1883	121	14	51	30	23	30.5	13.6
1884	121	14	40	20	23	30.5	13.6
1885	122	10.5	19	41	NA	33.652	12.826
1886	122	10.5	40	29	NA	33.652	12.826
1887	122	13.5	43	20	NA	33.652	12.826
1888	122	11	21	14	NA	33.652	12.826
1889	122	11.5	39	49	NA	33.652	12.826
1890	122	13	29	46	NA	33.652	12.826
1891	122	15	48	32	NA	33.652	12.826
1892	122	13.5	44	41	NA	33.652	12.826
1893	122	11	38	43	NA	33.652	12.826
1894	122	13.5	51	29	NA	33.652	12.826
1895	122	10.5	27	36	NA	33.652	12.826
1896	122	14	47	23	NA	33.652	12.826
1897	122	11.5	48	37	NA	33.652	12.826
1898	122	11.5	47	31	NA	33.652	12.826
1899	122	11	48	29	NA	33.652	12.826
1900	122	13	51	20	NA	33.652	12.826
1901	122	12.5	41	21	NA	33.652	12.826
1902	122	14.5	52	46	NA	33.652	12.826
1903	122	15.5	53	49	NA	33.652	12.826
1904	122	14.5	53	46	NA	33.652	12.826
1905	122	12	51	30	NA	33.652	12.826
1906	122	15.5	53	30	NA	33.652	12.826
1907	122	16	53	32	NA	33.652	12.826
1908	123	8	NA	18	20	22.8	9.4
1909	123	6.5	38	13	20	22.8	9.4
1910	123	7	29	23	20	22.8	9.4
1911	123	13.5	38	20	20	22.8	9.4
1912	123	12	34	40	20	22.8	9.4
1913	124	12	43	27	24	27.2	12.5
1914	124	12.5	43	20	24	27.2	12.5
1915	124	12	46	17	24	27.2	12.5
1916	124	10	34	20	24	27.2	12.5
1917	124	11.5	52	28	24	27.2	12.5
1918	124	13.5	56	30	24	27.2	12.5
1919	124	10.5	46	20	24	27.2	12.5
1920	124	12.5	47	30	24	27.2	12.5
1921	124	12	41	30	24	27.2	12.5
1922	124	12	40	20	24	27.2	12.5
1923	124	16	42	28	24	27.2	12.5
1924	124	14.5	48	17	24	27.2	12.5
1925	124	12	42	37	24	27.2	12.5
1926	124	12.5	48	37	24	27.2	12.5
1927	124	12.5	44	37	24	27.2	12.5
1928	124	12	45	33	24	27.2	12.5
1929	124	13.5	46	45	24	27.2	12.5
1930	124	13.5	53	23	24	27.2	12.5
1931	124	13	40	25	24	27.2	12.5
1932	124	12	46	20	24	27.2	12.5
1933	125	8	16	NA	35	32.111	12.091
1934	125	9	51	19	35	32.111	12.091
1935	125	7	12	NA	35	32.111	12.091
1936	125	7	28	NA	35	32.111	12.091
1937	125	12.5	45	NA	35	32.111	12.091
1938	125	16	55	NA	35	32.111	12.091
1939	125	15	54	NA	35	32.111	12.091
1940	125	13.5	42	30	35	32.111	12.091
1941	125	13.5	47	30	35	32.111	12.091
1942	125	9.5	32	20	35	32.111	12.091
1943	125	14.5	52	45	35	32.111	12.091
1944	125	11.5	40	30	35	32.111	12.091
