hsgrad  nonwhite    mhs fhs income  asvab   nsibs   intact
6093    Yes Yes Yes No   1.342   0.251   2  Yes
6095    Yes Yes No  No   1.732  -1.139   3  Yes
6106    Yes Yes No  No   5.715  -1.633   9  Yes
6112    Yes Yes No  No   3.674  -1.739   6  Yes
6113    Yes Yes Yes Yes  3.674  -1.992   6  Yes
6135    Yes Yes Yes No   5.276  -1.000   8  Yes
6136    No  Yes Yes No   5.276  -0.683   8  Yes
6137    No  Yes Yes No   5.276  -1.085   8  Yes
6140    Yes Yes Yes Yes  7.603  -0.946   2  No
6145    No  Yes No  No   3.042  -1.800   2  No
6167    Yes Yes Yes Yes  4.039  -1.098   6  No
6173    Yes Yes Yes No   6.425   0.006   5  No
6176    Yes Yes No  No   6.010   0.541   0  No
6207    Yes Yes No  No   2.694  -0.885   7  No
6213    Yes Yes Yes No   0.707  -0.756   6  Yes
6216    Yes Yes No  No   3.479  -0.790  13  Yes
6218    Yes Yes No  Yes  1.633  -0.465   4  No
6224    Yes No  No  No   3.674  -1.387   3  Yes
6247    Yes Yes Yes No   4.000  -0.945   1  Yes
6248    Yes Yes No  No   7.621   0.233   6  Yes
6249    Yes Yes No  Yes  2.721  -1.050   3  Yes
6253    Yes Yes No  Yes  1.897  -0.153   6  No
6271    Yes Yes No  No   3.175  -1.302   4  No
6279    No  Yes No  No   5.443  -1.168   4  Yes
6298    Yes Yes No  No   4.251  -1.301  17  Yes
6301    Yes Yes No  No   1.259   0.491   7  No
6314    Yes Yes No  No   3.415  -0.610   8  No
6323    Yes Yes No  No   3.002  -0.148   7  No
6340    Yes Yes No  Yes  1.939  -1.068   3  No
6341    Yes Yes No  Yes  2.574  -1.802   3  No
6359    No  Yes No  No   2.449  -1.237   5  No
6391    Yes Yes No  No   5.500  -0.590   4  Yes
6398    No  Yes Yes Yes  3.266  -1.426   2  No
6401    Yes Yes No  No   0.996  -0.136   4  No
6402    Yes Yes Yes Yes  2.236   0.651   3  Yes
6406    Yes Yes Yes No   5.774  -0.724  12  Yes
6411    Yes Yes No  No   0.265   1.227  11  No
6453    Yes Yes No  No   2.453  -0.934   5  Yes
6454    Yes Yes No  Yes  2.453  -1.199   6  No
6471    Yes Yes No  Yes  2.242   0.000  -3  No
6484    Yes No  No  No   3.005  -0.931   5  Yes
6496    Yes Yes No  No   5.814  -1.278   6  Yes
6511    Yes Yes No  No  10.840  -0.118   9  No
6514    Yes Yes No  No   2.297  -0.978   9  Yes
6517    Yes Yes Yes Yes  7.647  -0.323   4  Yes
6576    Yes Yes No  No   3.708  -0.102   3  Yes
6593    Yes Yes No  No   2.539  -0.796   5  No
6594    Yes Yes No  Yes  2.735  -0.745   4  No
6597    Yes Yes No  No   3.394   1.311   0  No
6603    Yes Yes Yes No   2.268  -0.519   5  No
6617    Yes No  No  No   2.508   0.613   1  No
6661    Yes Yes No  No   3.266  -0.516   4  No
6677    Yes Yes No  No   2.035  -1.130   5  No
6679    Yes Yes No  No   2.366  -0.891   8  No
6680    No  Yes No  No   2.366  -0.746   7  No
6698    Yes Yes No  No   2.683   0.127   5  No
6719    No  Yes No  No   3.000  -1.322   2  No
6721    Yes Yes Yes Yes  2.404  -1.438   8  Yes
6729    No  Yes Yes Yes  2.498  -0.114   4  No
6743    Yes Yes No  No   3.920  -0.509  14  No
6746    Yes Yes Yes Yes  4.688   0.000   4  No
6760    Yes Yes No  Yes  2.957  -1.308   1  No
6762    No  Yes No  No   3.220  -1.762  11  No
6768    Yes Yes No  No  12.374   0.882   2  No
6776    Yes Yes No  No   2.546   1.184   7  No
6778    Yes No  No  No   3.249  -1.280   8  No
6784    Yes Yes Yes No   7.603  -0.189   2  Yes
6790    No  Yes No  Yes  3.264  -1.084   5  Yes
6791    Yes Yes No  No   3.264  -1.182   4  No
6792    Yes Yes No  No   1.920  -0.953   3  No
6794    Yes No  Yes No   2.375   0.000   4  No
6799    Yes Yes No  Yes  2.030  -0.604   5  No
6801    Yes Yes Yes No   5.196  -0.181   4  No
6802    Yes Yes No  Yes  8.700   0.069   2  No
6805    Yes No  Yes Yes  7.155  -0.045   2  Yes
6808    Yes Yes No  No   1.282   0.947   1  No
6811    Yes Yes No  No   2.458   0.764   4  Yes
6819    Yes Yes Yes No   0.831  -0.874   2  No
6838    Yes Yes Yes Yes 10.041   0.039   7  No
6844    Yes Yes Yes Yes 18.475   0.822   1  Yes
6849    Yes Yes No  Yes  2.114   0.243   1  No
6850    Yes Yes Yes Yes  2.114   1.055   1  No
6851    Yes Yes No  Yes  2.123   0.000   2  No
6861    Yes Yes No  Yes 10.614   0.011   5  Yes
6868    No  Yes Yes Yes 14.500  -0.700   3  No
6897    Yes Yes No  Yes  3.000  -0.507   2  No
6898    Yes Yes No  No   3.000  -1.147   2  No
6902    Yes Yes No  No   8.500  -0.631   4  No
6906    No  No  Yes Yes  6.325  -1.672   7  Yes
6908    Yes Yes Yes No   9.615   0.463   5  No
6909    Yes Yes No  No   4.596  -0.605   0  No
6910    Yes Yes No  No   5.411   0.337   2  Yes
6911    Yes No  No  No   5.411  -0.663   2  Yes
6914    Yes Yes No  No   9.394  -1.154   3  No
6938    Yes Yes Yes No   5.774   0.037   3  Yes
6942    Yes Yes No  No  15.000   0.165   6  Yes
6946    Yes Yes Yes No   8.165  -0.661   3  Yes
6947    Yes Yes Yes No   8.165  -1.253   3  Yes
6960    Yes Yes Yes No   3.130   0.016   2  Yes
6969    Yes Yes No  Yes  1.564  -0.438   8  No
6998    Yes Yes No  Yes  7.634   0.048   3  Yes
7003    Yes Yes No  Yes  3.704  -0.119   5  No
7004    Yes Yes No  No   3.704  -0.612   5  No
7010    Yes Yes Yes No   8.693  -0.338   6  Yes
7069    Yes Yes No  No   2.268  -0.734   7  Yes
7070    Yes Yes No  No   2.268  -1.460   6  Yes
7083    Yes Yes No  Yes  7.757  -1.769   3  Yes
7100    Yes Yes No  No  19.000   0.266   3  Yes
7104    Yes Yes No  No   2.000  -0.173   2  Yes
7113    No  Yes No  Yes  2.687  -1.105  16  No
7114    Yes Yes Yes Yes  3.753   1.017   1  No
7119    Yes Yes No  No  25.000   1.562   2  Yes
7129    Yes Yes Yes No  12.075  -0.513   8  No
7133    Yes Yes Yes Yes  7.506  -0.539   3  Yes
7141    Yes Yes No  No   8.083  -1.535   4  No
7142    No  Yes No  No   8.083  -1.120   4  No
7143    Yes Yes Yes Yes  9.815   1.124   0  Yes
7145    Yes No  No  Yes  7.559   0.422   4  No
7149    No  No  No  No   1.250  -0.708   4  No
7173    No  Yes No  No   3.479  -0.984   6  Yes
7185    Yes Yes Yes Yes  8.165   1.167   3  Yes
7187    Yes Yes Yes Yes  6.047  -0.698   5  No
7188    No  Yes Yes Yes  6.532  -1.114   5  No
7190    Yes Yes No  Yes  3.500   1.010   2  No
7191    Yes Yes No  Yes  3.500  -0.919   2  No
7195    No  Yes No  No   4.536   0.000  10  Yes
7223    Yes Yes No  No   1.667  -1.326   6  No
7227    No  Yes No  No   3.130  -0.125   6  No
7240    Yes Yes No  No   8.944   0.713   2  Yes
7251    Yes Yes Yes Yes  2.858   0.092   4  Yes
7254    No  Yes No  No   4.082  -1.556   4  No
7257    No  Yes Yes No   2.121  -1.071   8  Yes
7261    Yes Yes No  Yes  3.536  -1.194   6  Yes
7262    Yes Yes No  Yes  3.536  -1.029   9  Yes
7265    Yes Yes No  No   4.025  -0.265   4  No
7266    Yes Yes No  No   2.970  -0.637   1  No
7268    Yes Yes Yes No   2.041  -0.992   4  Yes
7272    No  Yes No  Yes  5.367  -1.616   3  No
7277    No  Yes No  Yes  6.803  -0.570   9  No
7281    Yes Yes No  No   5.692  -0.547   8  Yes
7318    Yes Yes Yes No   7.500   0.268   1  Yes
7319    Yes Yes No  No   7.500  -0.217   6  Yes
7320    Yes Yes No  No   7.500  -1.414   7  Yes
7326    No  Yes Yes No   4.061  -1.595   3  No
7369    Yes Yes No  No   3.421   1.024   5  Yes
7370    Yes Yes No  No   3.421   1.524   5  Yes
7372    Yes Yes No  No   8.000  -0.179   2  No
7373    No  Yes Yes No   9.324  -1.573   0  Yes
7379    Yes Yes No  No   3.674  -1.279   8  Yes
7380    Yes Yes No  No   3.735  -1.591   7  Yes
7381    Yes Yes No  Yes  3.470  -1.195   3  Yes
7384    Yes Yes Yes Yes  0.894  -0.948   2  Yes
7386    Yes Yes No  No  16.100   0.490   2  Yes
7399    Yes Yes No  No  12.500   1.094   5  Yes
7401    Yes Yes Yes Yes  8.944   0.304   2  Yes
7417    Yes No  No  No   4.000   0.436   2  No
7424    Yes No  Yes No  14.434   1.114   3  Yes
7427    Yes No  Yes No  12.522   1.687   2  Yes
7434    No  Yes No  No   2.342  -0.851   4  Yes
7456    No  Yes No  No   2.939  -1.896   7  Yes
7461    No  Yes No  No   6.957  -1.435  11  Yes
7469    Yes Yes No  Yes  0.000  -1.475   3  Yes
7484    Yes Yes Yes Yes  5.814  -0.372   2  Yes
7491    Yes Yes Yes Yes 20.496  -0.057   0  Yes
7495    Yes Yes No  No   5.715  -0.273   4  Yes
7502    Yes Yes No  Yes  4.695   0.000   7  Yes
7505    Yes Yes Yes No   2.631  -1.091   7  Yes
7516    Yes Yes Yes Yes  6.235  -0.357   2  Yes
7526    Yes Yes No  No   5.774  -1.182   1  No
7534    No  No  No  No   4.500  -1.309   2  No
7547    Yes Yes No  No   5.774  -1.704   4  No
7549    No  Yes No  No   1.274  -1.837  11  No
7552    Yes Yes Yes Yes  6.200   1.667   1  Yes
7554    Yes No  No  Yes 10.500   1.303   1  Yes
7555    Yes No  No  Yes 10.500   1.096   1  Yes
7557    Yes No  No  No   9.798  -0.680   2  Yes
7559    No  No  Yes Yes  6.500  -0.927   3  No
7561    Yes No  No  No  26.386   1.537   2  Yes
7570    Yes No  No  No   3.503  -0.276   3  Yes
7576    Yes No  No  No   8.500   0.549   1  Yes
7589    No  No  No  No   4.000   0.545   3  No
7590    Yes No  No  No   4.000   0.725   3  No
7594    Yes Yes No  No   3.500   0.000   2  No
7599    Yes No  Yes Yes 14.311  -0.605   2  Yes
7627    Yes Yes No  No  12.522  -1.501   2  Yes
7629    Yes Yes No  Yes  5.000   0.618   5  No
7635    Yes Yes No  No   2.041  -0.342   5  Yes
7641    Yes Yes Yes Yes  0.751  -1.294   3  No
7643    Yes Yes Yes Yes  0.751  -1.816   3  No
7650    Yes Yes No  No   3.182   0.422  12  No
7661    Yes Yes No  No   5.485  -0.139   5  Yes
7664    Yes Yes Yes Yes  7.500  -0.425   2  Yes
7667    Yes Yes No  No   0.000  -1.480   3  No
7668    Yes Yes No  Yes  9.000  -0.802   1  Yes
7674    Yes Yes Yes No   8.944  -0.925   2  Yes
7675    Yes Yes Yes Yes  9.526  -0.975   2  No
7690    Yes Yes No  No   8.497  -0.145   2  Yes
7697    Yes Yes Yes No   5.389  -0.035   3  Yes
7698    Yes Yes Yes No   5.389  -0.172   3  Yes
7711    Yes Yes No  No   5.667  -1.010   5  Yes
7712    Yes Yes No  No   1.667   0.111   6  No
7714    No  Yes No  No   1.768  -0.868   6  Yes
7715    Yes Yes No  No   1.768  -1.333   6  Yes
7719    Yes No  No  No  15.000   1.158  13  Yes
7720    Yes No  No  No  15.000   1.226  12  Yes
7787    Yes Yes No  Yes  8.000   0.982   1  Yes
7790    Yes Yes No  No   9.839  -1.333   2  Yes
7799    Yes Yes No  No   2.737  -0.807   2  Yes
7800    Yes Yes No  No  12.000  -0.299   1  Yes
7803    No  Yes No  No   3.674  -1.781   5  Yes
7808    Yes Yes No  No   6.762  -0.887   4  Yes
7812    Yes Yes No  No   3.436  -1.439   4  Yes
7839    No  Yes No  No   2.500  -1.989   2  No
7848    No  Yes No  Yes  0.900  -1.398   8  No
7852    Yes Yes Yes No   6.930   1.242   0  No
7857    Yes Yes Yes Yes  7.000  -0.290   2  No
7860    Yes Yes No  Yes  7.071  -1.321   6  Yes
7866    No  Yes No  No   9.815  -1.390   0  Yes
7872    Yes Yes No  No  11.180  -0.037   4  Yes
7925    Yes No  Yes No  15.910   0.057   3  Yes
7929    Yes Yes No  No   4.500  -1.119   9  Yes
7932    Yes Yes No  No   5.000  -1.475   7  Yes
7935    No  Yes No  No   4.859   0.171   4  No
7937    No  Yes No  Yes  0.976  -1.547   2  No
7939    Yes Yes No  No   3.408   0.072   2  No
7944    Yes No  Yes Yes  7.000  -0.122   2  No
7947    Yes Yes No  No   1.556   0.198   4  No
7948    No  Yes No  No   1.556  -1.118   4  No
7953    No  Yes No  No   2.683   0.000   9  No
7956    Yes Yes No  No   4.455   0.555   8  Yes
7964    Yes Yes No  No   5.168   0.458   4  Yes
7965    Yes Yes Yes Yes 13.416   0.818   2  Yes
7966    Yes Yes Yes Yes 13.416  -0.383   2  Yes
7977    No  Yes No  No   3.266  -0.242   3  Yes
7978    No  Yes No  No   3.266  -0.607   3  Yes
7986    No  Yes No  No   1.512  -0.627   7  Yes
8004    Yes Yes No  Yes 13.500  -0.906   6  No
8026    Yes Yes Yes No  10.206  -0.280   3  Yes
8038    Yes Yes Yes No   1.225   1.109   4  Yes
8040    Yes Yes No  Yes 11.000  -0.338   1  No
8069    Yes Yes Yes No   4.500  -0.230   1  Yes
8070    No  Yes No  No   6.667  -1.208   9  Yes
8077    Yes Yes No  No  13.500  -0.398   1  Yes
8097    Yes Yes No  No   1.837  -0.064   3  Yes
8098    No  Yes No  No   1.837  -0.946   3  Yes
8108    Yes Yes No  Yes 13.856  -0.847   0  Yes
8115    No  Yes No  No   2.400  -1.438   6  Yes
8116    No  Yes Yes No   6.000  -1.498   4  Yes
8136    Yes No  Yes No   6.708   0.458   2  Yes
8138    Yes Yes No  No   8.670   0.151   3  Yes
8145    No  No  Yes Yes  4.082   0.230   3  No
8147    Yes Yes No  No   2.646  -0.079   5  No
8156    Yes Yes No  No   9.827  -0.222   5  Yes
8163    Yes Yes No  No   1.500   0.824   1  Yes
8165    No  Yes No  No   7.348   0.177   5  Yes
8168    Yes Yes Yes No  12.500  -0.800   3  Yes
8185    No  Yes No  No   4.914  -1.708   3  No
8216    Yes Yes No  No   2.948  -1.667   5  Yes
8219    Yes No  Yes No  14.087   0.351   2  Yes
8228    Yes Yes No  Yes 10.206   1.064   3  Yes
8229    No  No  No  No  10.206  -0.257   3  Yes
8233    Yes No  No  No   4.025  -0.952   2  Yes
8239    Yes Yes Yes No   4.919   0.184   2  Yes
8240    Yes Yes Yes No   4.000  -0.771   3  Yes
8244    Yes Yes Yes Yes  5.657  -0.802   0  Yes
8255    No  Yes No  Yes  2.656  -1.582   7  No
8256    Yes Yes Yes Yes  2.530  -0.979   6  No
8263    Yes Yes No  No   5.501   0.817   2  Yes
8291    No  Yes No  No   1.225  -0.413   4  Yes
8301    Yes Yes No  No  12.522  -0.820   2  Yes
8302    Yes Yes No  No   3.182   0.950  10  Yes
8307    No  Yes No  No   2.840   0.000   6  Yes
8314    Yes Yes No  No   4.472  -0.507   4  Yes
8316    Yes Yes No  No   1.155   0.519   7  No
8320    Yes Yes No  No   9.942   0.118   7  Yes
8323    Yes Yes Yes No  37.501   0.027   2  Yes
8328    Yes Yes No  No   1.206  -0.414   7  Yes
8331    No  Yes No  No   1.206  -1.417   7  Yes
8333    No  Yes No  No   3.552  -0.243   4  Yes
8339    Yes Yes No  Yes  8.050   0.401   2  Yes
8356    Yes Yes No  No   5.303   0.000   8  Yes
8360    Yes Yes No  No   3.780  -0.210   4  No
8378    No  Yes No  No   5.456  -0.887   4  Yes
8379    Yes Yes No  No   4.743   0.236   7  Yes
8380    Yes Yes No  No   4.743  -0.785   7  Yes
8381    Yes No  No  No  17.500   0.225   1  Yes
8384    Yes Yes Yes Yes  5.500  -1.632   2  No
8390    Yes Yes No  No   5.586  -0.352   5  Yes
8394    No  Yes No  No   6.325  -1.124   7  Yes
8420    Yes Yes No  No   3.780  -0.570   4  No
8421    Yes No  No  No   3.780  -0.315   4  Yes
8433    Yes Yes Yes Yes  3.674  -1.294   2  Yes
8469    Yes No  No  No   8.497   0.295   2  Yes
8478    Yes Yes No  No   1.000  -0.860   6  Yes
8481    Yes Yes No  No   2.828  -1.295   9  No
8497    Yes Yes No  No   4.596  -0.064  13  Yes
8498    Yes Yes Yes No   2.949  -0.240   5  No
8499    Yes Yes No  Yes  5.669  -0.843   4  Yes
8504    Yes Yes No  No   1.809  -1.497   7  Yes
8509    Yes Yes No  Yes  0.794  -0.435   4  No
8536    Yes Yes Yes Yes  1.225  -0.299   3  Yes
8582    No  Yes No  No   4.009  -0.968   7  Yes
8588    Yes Yes Yes No   5.292   0.037   4  Yes
8604    Yes Yes No  Yes  5.367  -0.617   4  No
8617    Yes Yes Yes Yes  3.402  -1.025   4  Yes
8625    Yes Yes Yes Yes 20.000   0.010   4  Yes
8630    Yes Yes No  No   4.158  -1.456   4  Yes
8632    Yes Yes Yes No   4.919  -0.453   5  Yes
8633    Yes Yes Yes No   4.919  -0.579   5  Yes
8653    Yes Yes Yes Yes  3.536  -1.011  13  Yes
8654    Yes Yes Yes Yes  3.536  -1.365  13  Yes
8661    No  Yes No  No   2.449  -0.723   4  No
8681    Yes Yes No  No   1.225  -1.030   8  Yes
8698    Yes Yes No  No   4.937  -0.367   7  Yes
8709    No  Yes No  No   2.449   0.000  15  Yes
8726    Yes Yes No  No   4.243  -1.297   6  Yes
8727    Yes Yes No  No   4.243  -0.993   6  Yes
8740    Yes No  No  No   5.926   0.909   2  Yes
8741    Yes No  No  No   5.926  -0.108   2  Yes
8813    Yes Yes No  No   1.897  -0.828  16  Yes
8814    No  Yes No  No   1.897  -1.480  16  Yes
8856    Yes Yes No  No   2.910  -0.211   5  No
8859    Yes Yes No  No   3.000   0.177   4  No
8871    Yes Yes No  No   1.175  -0.560   6  N    Yes Yes No  No   2.449  -1.143   5  No
8973    No  Yes No  No   2.244  -0.766   2  No
8975    Yes Yes Yes No  12.522  -1.016   2  No
8979    Yes Yes Yes Yes  3.578   0.108   2  Yes
8984    Yes Yes No  No   9.145  -0.388   2  Yes
9010    Yes Yes Yes No   7.603  -1.014   7  No
9016    Yes Yes Yes No  15.061  -0.077   5  No
9017    No  Yes Yes No  15.061  -0.935   5  No
9034    Yes Yes Yes Yes  1.414   0.685   2  Yes
9051    Yes Yes No  No   3.144  -1.815   4  Yes
9056    Yes Yes No  No   1.821   0.541   7  No
9058    Yes Yes No  No   1.190  -0.808   2  No
9059    Yes Yes No  No   1.190   0.712   2  No
9061    Yes Yes No  No   1.308  -1.188  11  Yes
9066    Yes Yes No  No   4.514  -0.974  10  Yes
9071    No  Yes No  No   4.899  -1.495   3  Yes
9076    No  Yes No  No   3.098  -1.436  13  Yes
9099    Yes Yes No  No   3.704   0.626   4  No
9110    Yes Yes No  No   3.024  -0.985   6  Yes
9112    Yes Yes No  No   5.216  -0.645   2  Yes
9114    Yes Yes No  No   1.399   0.147   0  Yes
9116    Yes Yes No  No   2.813  -0.531   9  Yes
9155    Yes Yes No  No   1.809   0.849   5  No
9181    Yes Yes No  No   2.167  -1.730  11  Yes
9186    No  Yes No  No   1.704  -1.537   1  No
9215    Yes No  No  Yes  3.118  -0.051   5  No
9216    No  No  No  No   1.682  -0.049   9  No
9230    Yes Yes Yes Yes  2.442   1.213   3  No
9237    Yes Yes No  No   5.307   0.547   3  Yes
9253    No  Yes No  No   5.814  -0.716   2  Yes
9265    Yes Yes No  No   3.166   0.833   2  No
9283    No  Yes No  No   2.250  -1.843   4  Yes
9288    Yes Yes No  No   2.250  -0.795   9  Yes
9295    Yes Yes Yes No   8.500  -0.172   3  No
9300    No  Yes No  No   2.236  -0.577   5  No
9303    Yes Yes Yes Yes  4.899  -0.478   2  Yes
9304    Yes No  Yes Yes  2.500   0.895   2  No
9307    Yes Yes No  No   4.667  -1.605  11  Yes
9309    Yes Yes Yes Yes  1.484  -1.163   8  Yes
9324    Yes Yes Yes Yes  8.165   0.150   2  Yes
9326    Yes No  No  No   5.376  -0.214   7  Yes
9327    Yes Yes Yes No   2.808  -0.923   2  No
9329    Yes Yes Yes Yes  4.025  -1.811   2  Yes
9358    Yes Yes No  No   5.367  -1.375   6  Yes
9367    Yes Yes No  No   5.889   0.261   3  No
9368    Yes Yes No  Yes  3.743   1.280   4  No
9369    No  Yes No  No   4.619  -1.363   2  No
9375    Yes Yes No  No   3.130   0.964   3  No
9376    Yes Yes No  No   3.130  -0.886   3  No
9386    Yes No  No  No   2.449  -0.746   3  No
9387    Yes No  No  No   2.449  -0.685   3  No
9389    Yes No  No  No   8.500   1.586   1  Yes
9425    Yes No  Yes No   8.165   0.043   3  Yes
9437    Yes Yes No  No   3.667  -0.994   8  Yes
9443    Yes Yes No  No   2.776  -0.166  11  No
9486    Yes Yes No  No  10.205  -1.049   7  No
9513    Yes Yes Yes Yes  2.250   0.168   2  No
9538    No  Yes Yes Yes  2.475  -1.805   6  No
9548    No  Yes No  No   7.201  -0.791   3  Yes
9569    Yes Yes No  No   5.715  -1.014   4  Yes
9572    Yes Yes Yes No   6.928   0.406   2  Yes
9580    Yes Yes Yes Yes 12.247   0.119   3  Yes
9605    Yes Yes Yes Yes  1.633  -1.022   5  No
9606    Yes Yes Yes Yes  1.633  -0.246   5  No
9636    Yes Yes No  No  12.250   0.854   4  Yes
9639    Yes Yes No  No   6.940  -1.056   3  Yes
9646    Yes No  Yes No  12.701   0.316   2  Yes
9651    Yes No  Yes No  11.547   0.449   0  Yes
9669    Yes No  Yes Yes  5.500   0.229   1  Yes
9670    Yes Yes Yes No   3.000   0.553   7  No
9674    Yes Yes Yes No   3.266   0.000   6  No
9677    Yes Yes Yes No   6.928   0.215   0  Yes
9679    Yes Yes Yes Yes  3.500  -0.131   2  No
9685    Yes Yes No  No   6.718  -1.593   7  Yes
9687    Yes Yes Yes No   6.708  -1.338   6  No
9688    No  Yes Yes Yes  6.928  -0.992   0  Yes
9761    Yes Yes No  No   4.491   0.406   3  No
9762    Yes Yes No  No   7.155  -1.078   2  Yes
9771    Yes Yes No  No   8.315  -0.214   5  Yes
9773    Yes Yes No  No   4.899  -0.936   3  Yes
9775    Yes Yes No  No  10.500  -1.046   4  Yes
9779    No  Yes No  No   9.250  -0.609   4  Yes
9788    Yes No  Yes No  13.416   1.292   2  Yes
9814    No  Yes No  No   5.303  -1.174   6  No
9821    No  Yes Yes No   5.339  -0.288   5  Yes
9822    Yes Yes Yes No   5.339  -0.111   5  Yes
9825    Yes Yes Yes Yes  3.584  -0.858   5  No
9827    No  Yes Yes Yes  3.584  -1.535   5  No
9836    Yes Yes No  No   3.542  -1.047   6  No
9841    Yes Yes No  No   4.313  -1.111   9  Yes
9848    Yes Yes No  No  13.000  -0.134   2  Yes
9868    Yes Yes No  No   3.266   0.827   2  No
9873    Yes Yes Yes No   8.660   0.452   4  Yes
9875    No  Yes No  No  12.500  -1.365   2  Yes
9878    Yes Yes No  Yes  7.757   0.522   6  Yes
9879    Yes Yes Yes No   7.348  -0.019   7  No
9880    Yes Yes No  No   7.348  -0.679   3  Yes
9886    No  Yes Yes Yes  4.067  -1.283   6  Yes
9905    Yes Yes No  No   7.233   0.640   6  Yes
9914    No  Yes No  No   4.899  -0.677   5  Yes
9918    Yes Yes No  No   4.899  -2.107   5  Yes
9919    Yes Yes No  No   4.899  -1.805   3  Yes
9929    Yes Yes No  No   7.500   0.078   2  No
9950    Yes Yes No  No   6.047  -0.930   4  Yes
9952    Yes Yes No  No   7.559  -1.246   4  Yes
9957    No  Yes No  No   5.657  -1.632   7  Yes
9961    Yes Yes No  No   6.500   0.288   4  Yes
9962    No  Yes No  No   6.500  -0.119   4  Yes
9968    No  Yes No  No   5.657  -1.092   5  Yes
9969    Yes Yes No  No   3.479   0.562   4  No
9977    No  Yes No  No   1.470  -1.805   8  Yes
9983    Yes Yes Yes No   8.944  -0.087   3  Yes
9985    Yes Yes Yes Yes 11.180  -0.948   3  No
9990    No  Yes No  Yes  3.000  -0.743   2  No
9998    No  Yes No  No   1.500  -1.645   3  Yes
10001   Yes Yes Yes Yes  7.506   0.452   1  No
10003   Yes Yes No  No   1.968  -0.656   2  No
10004   Yes Yes Yes Yes  2.200   0.174   2  No
10025   No  Yes No  No   2.791  -1.796   4  No
10031   Yes No  No  No   1.773  -1.740   7  Yes
10050   Yes Yes No  No   8.333  -1.326   6  Yes
10051   Yes Yes No  No   8.333  -1.072   6  Yes
10053   Yes Yes No  No   5.000   0.110   7  Yes
10075   No  Yes No  No   4.914  -1.626   8  Yes
10078   Yes Yes No  No   2.899  -0.480   5  Yes
10084   Yes Yes Yes No   3.253  -0.639   8  Yes
10085   Yes Yes Yes No   3.253  -1.298   8  Yes
10115   Yes Yes No  Yes  2.051  -1.003   9  No
10123   Yes Yes No  No  10.206   1.447   3  Yes
10128   Yes Yes No  No   4.082  -1.347   4  Yes
10133   Yes Yes Yes No   2.980  -1.432   3  Yes
10139   Yes Yes Yes Yes  5.500  -0.346   2  No
10154   Yes Yes No  No   4.500  -1.002   6  No
10158   Yes Yes No  No   2.236  -0.849   6  No
10169   Yes Yes No  Yes  4.899  -0.286   8  Yes
10197   Yes Yes No  No   2.828  -1.489   5  Yes
10235   Yes Yes No  No   9.839   1.154   2  No
10307   Yes Yes No  No   3.811  -0.369   1  No
10311   Yes No  Yes No   7.000  -0.458   1  Yes
10327   No  Yes No  No   1.508  -1.334   9  No
10330   No  Yes No  No   1.768  -1.767   5  No
10337   Yes Yes No  No   3.402  -1.206   4  Yes
10363   Yes Yes No  No  15.652   0.501   2  Yes
10382   Yes Yes Yes Yes 17.500   0.892   1  Yes
10385   Yes No  No  Yes  4.000  -0.057   2  No
10386   No  No  No  Yes  4.000  -1.057   2  No
10391   No  Yes No  No   5.836  -1.436   9  No
10392   No  Yes No  No   8.660  -0.869   7  Yes
10407   Yes No  No  No  10.205   1.483   4  Yes
10412   No  Yes No  No   3.578  -1.199   7  No
10426   Yes Yes No  No  16.706   0.420   3  Yes
10430   Yes Yes No  No   2.255  -1.786  10  Yes
10431   Yes Yes No  No   2.255  -1.623  10  Yes
10434   No  Yes No  No   0.980  -1.601   5  Yes
10438   Yes Yes No  No   6.667   0.271   6  No
10439   Yes Yes No  No   6.667  -0.711   6  No
10453   Yes Yes Yes Yes  7.071  -1.349   2  No
10454   Yes Yes No  No   8.500   0.239   3  Yes
10455   Yes Yes No  No   8.500  -1.500   3  Yes
10471   Yes Yes No  No   2.880   0.003   8  No
10479   Yes No  No  No   4.919  -1.201  14  Yes
10482   No  No  No  No   4.491  -1.205   6  No
10487   Yes Yes No  Yes  3.402  -1.003   7  No
10488   Yes Yes No  No   3.402  -0.370   6  No
10489   Yes Yes No  No   3.402  -1.027   6  No
10490   Yes Yes No  No   3.394  -0.407   2  No
10492   Yes Yes No  Yes  2.187  -0.204   8  No
10517   Yes Yes No  Yes  5.500  -0.666   3  No
10527   No  Yes No  No   1.890  -0.983   5  Yes
10540   No  Yes No  No   2.606   0.301   4  No
10541   No  Yes No  No   2.606   0.329   4  No
10545   No  Yes No  No   4.123  -1.122   5  Yes
10574   No  Yes No  No   2.729  -2.508   6  Yes
11750   Yes No  Yes Yes 33.541   0.271   3  Yes
11755   No  No  No  No   6.722  -1.545   2  Yes
11758   Yes No  Yes Yes 12.000   0.840   1  Yes
11759   Yes No  No  Yes  8.165  -0.234   3  Yes
11760   No  Yes No  No   5.000  -2.679   2  Yes
11763   Yes Yes No  No   6.351   0.217   7  No
11780   Yes No  No  No  24.495   1.041   5  Yes
11790   Yes No  Yes No   9.000   0.037   2  Yes
11791   Yes No  Yes No   9.000   0.607   2  Yes
11793   Yes No  No  No   3.750  -1.111   4  Yes
11796   Yes Yes No  No   2.713   1.346   3  No
11799   Yes Yes No  Yes  4.472  -0.612   3  No
11801   No  Yes Yes Yes  6.500  -1.145   2  No
